playername,patch,CurrentSkill,PC1,PC2,PC3,PC4
Zeka,16.05,50.4765381662435,2.094322979107196,0.4930236487980676,-0.3034967806592926,-0.9823884233310772
Fisher,16.04,50.45581177844025,0.3519774688337209,1.881918156498788,2.0068369421676646,-1.2633891943121194
kyeahoo,15.13,50.377894671042256,1.032909179237949,-1.2967182644518838,3.0139271071007063,0.5650595181309723
SeTab,16.07,50.02272116263638,-0.6262024672638027,3.115024379682075,1.245812078659578,0.7237097381117622
BuLLDoG,16.01,49.871694099448675,0.0922951026841141,2.7675537238887897,0.2045865784454102,0.4662379019637622
Quad,16.05,49.86761027944281,-0.3527205466585387,1.2693415135297033,2.827982109759908,0.5548783746441422
Ucal,16.04,49.740422208492106,2.415811043993148,-0.9125313777926568,-0.3526851685999858,0.0791335235150014
Karis,16.04,49.72968386073593,0.4906430460827798,2.6936028154437723,-0.29161232114883,-0.0575958709834506
Karis,16.06,49.624004176811695,0.6772333721320561,0.7593262324676976,2.006542642131999,-0.8674902273566807
BuLLDoG,16.09,49.622723338995286,0.0154019465071873,2.6176898514186706,0.5050068681359551,0.362825221511705
Zeka,16.06,49.59262964590381,1.965076363304076,1.062533803598667,-0.4321755427077061,-1.951891235433004
Quad,16.04,49.58548840956088,0.7962507809634746,1.0647623195151643,0.7212394190034053,0.1753688471412211
Ucal,16.02,49.49390492194859,-0.5890644540174679,0.9053085319784422,4.106366495993744,-0.2424613926086549
Fisher,16.06,49.35867510850311,0.541518750781221,1.831318519305669,-0.1130662047058765,0.8122784926551377
Fisher,14.13,49.07762882176383,3.1343521068469635,-2.6283208008152403,0.2959261713787753,-0.6906599338253255
Ucal,15.12,48.953807125257086,2.505695873540992,-2.2068847668408904,0.4660693620583187,0.321939086137912
ShowMaker,16.09,48.83584339773212,1.621568552038039,0.8788906467874477,-0.6354582849298177,-0.6296051484146519
SeTab,15.16,48.643089060440005,0.0654329671524436,2.1633371874165808,0.3853736708697681,0.5685128020790836
Karis,16.01,48.276948751576825,-0.432824342129069,2.8153034708651616,1.1758417622980144,-0.4133231862636555
FATE,15.11,48.11587036241805,1.5957636044395993,-2.524074240412178,1.835443616396091,1.2719213654455228
Karis,16.07,48.077049055135674,0.1773806396757081,2.499976215304589,-0.2413819480386404,0.1975999393240946
Loki,16.05,48.027101361910425,0.9744396426305022,2.071979478118973,-1.1950538969096114,-0.2515095943559968
Chovy,15.15,47.63478992179295,0.2089732272185237,1.5933020965969062,0.9334712800390804,-0.4026718614590583
Loki,16.03,47.5071597446857,1.2344459320859236,1.204602986593596,-0.2396046971462039,-1.400561868088761
BuLLDoG,16.05,47.32938437426645,-0.4407790677484186,2.4316347965819585,0.8619682744329552,0.1870760873137077
kyeahoo,15.18,47.17825866227336,0.485532452925915,-1.3087197320527029,2.8804721744243547,0.5640668800162394
Faker,16.01,47.13543245116259,0.3627079086967739,2.567214035267141,-0.4281929668340381,-0.8702769571974794
Faker,16.03,46.94436079071755,0.4446873652117153,2.219149828058657,-0.3279007748105054,-0.7983185989157854
Ucal,15.15,46.84552136867857,1.3084956336045912,-1.3495399874594285,1.0173187773197705,0.5732210226417471
BuLLDoG,16.07,46.68702802568199,0.0635287874498072,1.4725666701919733,0.3458682993243475,0.6166285762280834
kyeahoo,15.21,46.55130605962967,1.0271064343251584,-1.6781145942584257,1.679692667819342,0.8860707876925585
