playername,patch,CurrentSkill,PC1,PC2,PC3,PC4
Fisher,16.03,30.892062605731788,-1.2538849252421431,2.2427067583957,-2.8627960159067607,-1.5596384798267986
FATE,15.06,30.86244508571329,-1.7769765458010782,-1.2356526890083297,0.8600016497883083,0.6380864910536799
Callme,15.23,30.75900033387486,-0.2644349442340199,-1.1150782063512683,-1.8079693138727004,-0.5605988125565581
Bdd,15.13,30.463877581037487,-1.7367480935163004,-0.5469698315841518,-1.4109153831318986,2.570017345249856
SeTab,15.02,30.24950123580117,-3.2333244065240603,1.2317687500258785,-0.1421777393739649,2.265045893063928
Roamer,16.08,30.225968323325127,-1.2284884454911624,0.7753203867748975,-2.137613793999184,-0.5587989199660545
Ucal,16.07,29.909568972680187,-2.4643663303393897,-0.2693556945696486,0.8325145310734546,0.6317943872690776
Fisher,16.05,29.84796925724853,0.0807127977744169,-0.5026348518331177,-4.030011189669084,0.0676454816625053
FATE,14.24,29.63037731229501,-0.7099759287921925,-1.620777720283162,-1.5501457766945663,0.7226264621774632
Bdd,15.07,29.387321577533818,-2.234051650055807,-0.1642280673733902,0.3489518141454397,0.0836640409071708
kyeahoo,15.24,29.104920684712127,-3.807444442895617,-1.66517658120262,5.175642580935532,0.3412320535466399
FATE,14.12,28.789920763295598,-2.9317759926558686,0.598896092298839,2.002242653362072,-1.9351747679982216
Quad,15.14,28.610102938982564,-2.9477601009361374,1.3215786038299149,-1.0781365547023736,1.5428231991359478
Calix,16.05,28.31962292167352,-0.0071048064726714,-1.130000147675609,-2.069124765374326,-2.581404771313764
VicLa,16.02,28.283106704428285,-2.23095169669841,1.8567021771349463,-2.586582461658943,0.3107262737714159
Clozer,16.03,28.207877285455453,-0.6916600146627877,0.777665435067017,-3.819387278719282,-1.0438418848579056
Bdd,15.15,28.136478019458966,-1.889574303480552,-1.942175775209125,-0.8037288850651074,3.146324344619712
Calix,16.03,27.725221927965286,-1.5525726337066637,-0.0512815484620379,-0.8716775029442754,-1.5858669528879692
Bdd,14.23,27.557129328722134,-1.39088663547705,-3.7013423679502497,1.1417773536764086,1.2101185170064044
VicLa,16.03,27.509344174301,-1.4434532417783712,-0.1024303851191137,-1.1902975457418048,-1.5007745838373605
Scout,16.03,27.485097108270985,-1.269077294467989,0.9150917490943438,-3.40983346972978,-0.4564196910911547
Ucal,15.24,27.245689094658374,-1.4086688610797302,-3.54587578440666,0.6541659865948777,1.5533919048846192
Roamer,16.01,27.16736535255174,-2.084246748111746,0.7029944991329877,-1.4150681030156909,-0.6639813373276852
FATE,15.16,27.13931791264065,-2.172989934422635,-1.0132920977278823,0.3908771359063236,-0.1123489018806738
kyeahoo,15.23,27.09814805882395,-3.5874508650909824,-2.0525671216440915,4.721704643607531,-0.2918515148516125
Scout,15.15,26.994250982762658,-1.4385393574552217,-1.139706174882735,-0.9638328763286992,-0.3272256745111362
FATE,14.23,26.956477504626328,-1.7584993015931716,-1.0299143754903832,-1.1046540546675678,0.7528597222341648
Karis,15.19,26.917908339134478,-3.8374795224899416,0.5967005138089688,1.288489657095544,1.0368637515943542
Scout,16.07,26.883307869448352,-1.570144505622193,0.1164295412900862,-1.0461256605133225,-2.1044093131662702
FATE,15.03,26.798206765321858,-1.4759265492133875,-1.857177532483994,-0.5353336290562788,0.2985597253066283
FATE,15.04,26.58236264001654,-1.4050381780457564,-1.6832537869141055,-0.2789268201110236,-0.8013463275796273
Clozer,16.11,26.52049817676632,-1.6485849064493832,0.2726449857637001,-2.756076552977196,0.3347714896495526
Ucal,15.02,26.486000628133162,-0.276328894294276,-3.6984795370055714,-0.837051071050697,-0.1449343883335693
FATE,15.14,26.480835722055645,-2.4986998742609985,-0.3598999407936993,-0.1995492434864623,0.3046013033822006
Quad,15.19,26.229002167644104,-1.409165792947889,-2.0094396452263816,-1.2072471493927417,1.0368059234588
Ucal,16.08,25.899502099491396,-3.454980533104839,0.7690311882864945,0.1567831522877985,0.5499279489207236
Clozer,16.05,25.49851622255119,-0.5826095770248024,-0.8585771172216543,-2.685495757175215,-1.9943059335001077
Quad,15.22,25.463985348480023,-1.8213707130561296,-1.4478512820003977,-0.6568151918407671,0.0462678533634103
Quad,15.16,25.3828440018759,-2.733993705402279,-0.5911013108398749,0.9873788846523216,-1.0650776516754674
Fisher,14.18,25.37866179751351,-1.803188384677904,-2.228231449827691,0.439165216061239,-0.3810923858464692
Ucal,16.09,24.992213121674673,-1.5119700760316137,-1.1255562873665703,-2.5827398677631934,1.141622055114493
Fisher,14.15,24.983565767085302,-0.9386570375637864,-0.7972071997804883,-3.0942607119405694,-0.5930293380015181
Scout,15.14,24.963339120275574,-1.6730642876741089,-1.2887674075175206,-1.3280031078905636,-0.0127894678801217
FATE,15.13,24.912450509012977,-1.5681629203107172,-2.27625576502464,-1.0317213631933997,0.924644669348616
VicLa,15.23,24.814956691820804,-2.126162641974188,-1.231519628145047,-0.8697553401879293,0.5971473138895318
Scout,16.09,24.755443163601456,-1.7757668903016175,-0.313016664353393,-1.91886800222361,-0.6408653593730668
Ucal,14.15,24.61356193682616,-1.4515856819685629,-2.396398472069692,-0.52055260341457,-0.2515354865784551
Roamer,16.09,24.60390997963586,-1.7321859611878676,-0.1531158919992169,-1.2093056899479722,-2.29494441341926
FATE,15.05,24.522520045067118,-2.7012486869872907,-1.3414348987250462,0.6826086380653134,0.1055882161290958
FATE,15.22,24.27143949862285,-2.8925155124129547,-0.9281266674092848,0.3956076916634841,0.2909444280366753
Scout,15.16,24.235751633971987,-2.0387139759523025,-1.880311923761766,-0.7062409531342267,0.8439473027485908
FATE,15.09,23.892741611410703,-2.606893365344405,-1.7307370114066605,0.8716374472301343,-0.2150309840740227
FATE,14.02,23.639736885549038,-1.82692852614754,-3.1372788090849766,0.3997358656679522,0.2783243609242829
Calix,16.04,23.457756760115117,-2.1252480954970503,-1.289744021479576,0.5727616071390177,-2.456789279549723
FATE,15.07,23.3484663271144,-2.773554904988375,-0.8552859862115144,0.1666719960087173,-0.4841446058854052
Bdd,16.08,23.074978489996955,-4.224514159760262,2.5853646879315177,-0.8037091084009587,-0.4706027984121595
Scout,15.24,22.979308472973887,-1.3150631628327074,-2.4212056812928044,-1.1315729460894666,-0.7702248167230299
Callme,15.24,22.76477389401776,-2.4819621673814725,-0.7461143130530979,-0.7403609141733186,-0.6197777297155842
Scout,15.23,22.621813468611975,-2.0352142905378634,-1.525239563951336,-1.4541262957063217,0.3145732490719335
Scout,15.17,22.396831406858734,-1.4978494701205138,-2.768153954065824,-1.0472713865789085,-0.0346253506619218
FATE,15.01,22.38749830364882,-2.5461169904976533,-1.3539813246227947,-0.3530504392748296,-0.1555426811945827
Clozer,16.04,22.372606468317294,-0.3348209496009863,-0.1317524277861473,-4.354854111445267,-3.55779479831772
Ucal,14.23,21.729308792419683,-0.9495441689401808,-4.114693298379852,-0.8440384193275631,-0.2002640984637878
Clozer,16.02,20.950818698853407,-1.3223726685254689,0.2567025346911986,-4.033238473515349,-2.355668687678932
Quad,15.15,20.928440690795828,-3.2640549924488487,-1.2612135956003223,0.1733472296275568,0.3244904495445025
Fisher,15.23,20.292105189070945,-2.953573537416728,-0.2905741697546932,-1.757859775016248,0.1406960530282685
VicLa,15.22,20.20161158431012,-4.890300012276454,0.7669782095584925,0.6285398320131976,0.9531370765442072
Scout,16.08,20.116734083249405,-1.8905003377536875,-0.4880933654659006,-2.3271238798974614,-2.313611446037928
Clozer,16.09,19.97779837684009,-2.415048778349518,0.783285574593115,-3.1194858775605434,-1.6891710000215454
VicLa,15.02,19.822446247483235,-3.236328468180695,-0.6294329343529124,-1.2670449140750348,0.6328063864090969
Clozer,16.07,19.701974932898466,-2.178898429507496,0.8934736818808907,-3.781816288283858,-1.8240842376366264
FATE,14.18,19.7004017388542,-4.555470355873767,0.6445705069073214,0.014336764118729,0.6839749069041405
Calix,16.11,19.670841635989298,-2.4990508056765144,0.1240157970556688,-2.5494796170707383,-1.3065267328934351
Karis,16.11,19.51546401706809,-3.5886012224343724,-2.7185904032809542,5.117439991089617,-4.642006187121686
FATE,15.15,19.51270042099589,-2.294408193313101,-1.4504791896653964,-1.4334203489893145,-1.002394831455126
FATE,15.02,19.04049409913807,-2.4542490573124125,-2.05289955131922,-0.2255604975741736,-1.5789048793700196
VicLa,15.24,18.783508663031593,-3.1573361833321445,-1.3947527062598712,-0.3795027116984574,-0.3203674020530962
FATE,14.15,18.55994765338987,-2.6976442386941253,-0.6093591256414553,-1.3639535330863295,-1.8951749513525469
Fisher,15.19,18.31849987488768,-3.021910064202369,-0.3294843276105844,-3.0748328101395304,1.231485456295213
FATE,16.01,18.07453508934866,-3.404774628586364,1.7464569220486454,-2.7691216609654696,-1.881610082864366
VicLa,16.09,17.839579589769727,-2.7294283347362565,-0.9487811480312736,-2.670349451740964,0.4170570236124796
Ucal,14.24,17.82702524982776,-1.8640762254555296,-3.888924850069725,-0.7078242329563645,-0.2735648481836186
Bdd,15.02,17.619940512812235,-4.148067187124465,-0.1096165028876372,-0.6675509684029833,0.3938320456890806
Bdd,14.16,17.238235110670853,-3.4503119196615755,-2.141254506495657,0.1814592215145518,0.1349459234893779
kyeahoo,15.05,16.85814388383443,-4.45543281867053,-0.3643360199768785,2.0248240997453357,-2.841992504452315
Clozer,15.24,16.78066554810926,-2.9746983135348315,-1.4304197802344687,-1.356450495785492,-0.6389532105871905
Quad,15.18,16.020459852367946,-4.7695429118815404,-0.0805146383768706,0.4436788068163605,-0.3496006051501896
Fisher,16.09,15.875356029153757,-5.341312786680512,2.6062365409238444,-1.4053365855118318,-0.4735268426393921
VicLa,15.19,15.840996583245477,-3.80031282865598,-1.0751624723254731,-0.8762331828636724,0.1399509412435325
FATE,15.08,15.724390694207258,-3.489011615960715,-1.244529999269402,-0.6478779720228641,-1.0411891765871029
Ucal,15.23,15.2176951515872,-3.4261647552585672,-2.5000867142717564,0.2974645612519831,-0.7944284369147856
FATE,15.12,14.782421924267798,-1.8877256122021024,-4.167852016352667,-1.5797989186083583,-0.2969848983772843
Quad,15.23,13.823450740435973,-3.326072586964468,-2.465014730917096,-1.0333505099294815,-0.0083274137153834
Ucal,15.01,13.40376535392954,-3.328833061356576,-3.143564787775289,-1.1459753301144977,1.1364835864444955
Bdd,15.11,12.574634095316085,-4.392732673245382,-3.75185162705109,1.9718760067486096,0.3867824259015041
Ucal,15.18,11.823574290907167,-6.143088973870061,-0.7324893232610864,4.3708781137542365,-3.4415253188305424
Quad,15.02,11.358740345640022,-5.514862610889656,-2.705110387856804,4.332534597551012,-2.2286479913824127
Fisher,16.07,10.2836834043147,-5.870873960043095,3.210602696479837,-2.920105889950162,-1.0355034245544628
Quad,15.06,9.229564486508743,-6.747939524419544,1.7760699830452402,-2.2446099150305225,2.783347835133843
Clozer,16.08,8.006108126714075,-4.20344770511941,0.2244858459478506,-2.479206122425472,-3.433674033044821
Karis,15.22,7.88180042325034,-7.1735269302610485,0.5433182398432047,2.072172849270922,-1.2183820906018306
Fisher,15.22,1.985130887269996,-5.698922337576264,-1.5748519244138088,-1.5792738015817072,-0.4502729211608579
Ucal,14.22,0.0,-5.250393033415627,-3.1289142051194268,-1.4756518465230224,-0.6032221760296037
