playername,teamname,position,patch,year,date,golddiffat15,xpdiffat15,csdiffat15,goldat15,xpat15,csat15,kills,deaths,assists,teamkills,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,visionscore,vspm,wardsplaced,wardskilled,wpm,wcpm,controlwardsbought,earnedgold,earned gpm,earnedgoldshare,cspm,damagetotowers,firstbloodkill,firstbloodassist,firstbloodvictim,league,datacompleteness,gamelength,result
Rascal,DRX,top,14.01,2024,2024-01-17 09:25:01,-154.0,-811.0,-31.0,5200.0,7146.0,112.0,2,3,0,2,261.5439,0.171723,812.8772,534.3509,25,0.8772,12,3,0.4211,0.1053,4,6667,233.9298,0.261574,7.5088,4437.0,1.0,0.0,0.0,LCK,complete,1710,0
Sponge,DRX,jng,14.01,2024,2024-01-17 09:25:01,-267.0,-292.0,-6.0,4559.0,5102.0,94.0,0,6,2,2,211.1579,0.138641,1104.1754,908.2456,42,1.4737,10,12,0.3509,0.4211,9,4055,142.2807,0.159094,5.2632,0.0,0.0,1.0,0.0,LCK,complete,1710,0
SeTab,DRX,mid,14.01,2024,2024-01-17 09:25:01,-518.0,-672.0,-17.0,4817.0,7306.0,129.0,0,1,1,2,354.5965,0.23282,770.0351,474.5965,20,0.7018,9,0,0.3158,0.0,7,5320,186.6667,0.208726,8.0,0.0,0.0,0.0,0.0,LCK,complete,1710,0
Teddy,DRX,bot,14.01,2024,2024-01-17 09:25:01,263.0,124.0,5.0,5165.0,5255.0,137.0,0,2,0,2,454.7368,0.298569,429.2281,255.2632,32,1.1228,13,13,0.4561,0.4561,3,6760,237.193,0.265223,9.4386,0.0,0.0,0.0,0.0,LCK,complete,1710,0
Pleata,DRX,sup,14.01,2024,2024-01-17 09:25:01,322.0,-60.0,-1.0,3711.0,3768.0,20.0,0,0,2,2,241.0175,0.158246,229.8246,97.0877,63,2.2105,37,9,1.2982,0.3158,10,2686,94.2456,0.105383,1.1579,0.0,0.0,1.0,0.0,LCK,complete,1710,0
DnDn,Nongshim RedForce,top,14.01,2024,2024-01-17 09:25:01,154.0,811.0,31.0,5354.0,7957.0,143.0,2,1,7,12,705.1228,0.276287,689.7895,2217.7193,33,1.1579,21,3,0.7368,0.1053,12,8339,292.5965,0.229062,9.1228,4716.0,0.0,0.0,1.0,LCK,complete,1710,1
Sylvie,Nongshim RedForce,jng,14.01,2024,2024-01-17 09:25:01,267.0,292.0,6.0,4826.0,5394.0,100.0,3,1,5,12,291.7544,0.114318,783.2982,1160.6316,54,1.8947,13,12,0.4561,0.4211,13,6576,230.7368,0.180635,6.2456,1846.0,0.0,0.0,0.0,LCK,complete,1710,1
Callme,Nongshim RedForce,mid,14.01,2024,2024-01-17 09:25:01,518.0,672.0,17.0,5335.0,7978.0,146.0,3,0,8,12,859.9298,0.336945,413.7193,306.9123,30,1.0526,11,5,0.386,0.1754,9,9010,316.1404,0.247493,9.7895,5843.0,0.0,0.0,0.0,LCK,complete,1710,1
Jiwoo,Nongshim RedForce,bot,14.01,2024,2024-01-17 09:25:01,-263.0,-124.0,-5.0,4902.0,5131.0,132.0,4,0,4,12,611.4737,0.239592,322.6316,542.4912,51,1.7895,13,15,0.4561,0.5263,5,8579,301.0175,0.235654,9.1228,12336.0,0.0,0.0,0.0,LCK,complete,1710,1
Peter,Nongshim RedForce,sup,14.01,2024,2024-01-17 09:25:01,-322.0,60.0,1.0,3389.0,3828.0,21.0,0,0,10,12,83.8596,0.0328586,161.3684,70.807,84,2.9474,42,10,1.4737,0.3509,12,3901,136.8772,0.107156,0.9825,663.0,0.0,0.0,0.0,LCK,complete,1710,1
Kiin,Gen.G,top,14.01,2024,2024-01-17 11:06:26,-714.0,-505.0,-7.0,4813.0,7615.0,131.0,1,2,0,4,373.18,0.240009,701.7826,1378.2059,35,1.2076,11,6,0.3795,0.207,5,5705,196.8373,0.202535,8.1426,148.0,0.0,0.0,1.0,LCK,complete,1739,0
Canyon,Gen.G,jng,14.01,2024,2024-01-17 11:06:26,-442.0,-187.0,-16.0,4681.0,5864.0,100.0,0,0,3,4,101.6101,0.06535,595.2041,1076.7568,45,1.5526,19,9,0.6555,0.3105,14,4257,146.8775,0.151128,5.6929,0.0,0.0,0.0,0.0,LCK,complete,1739,0
Chovy,Gen.G,mid,14.01,2024,2024-01-17 11:06:26,661.0,-326.0,0.0,6569.0,8159.0,156.0,2,1,2,4,635.4342,0.408676,411.5124,259.839,51,1.7596,16,14,0.552,0.483,5,8227,283.8528,0.292072,9.2122,2743.0,0.0,0.0,0.0,LCK,complete,1739,0
Peyz,Gen.G,bot,14.01,2024,2024-01-17 11:06:26,-143.0,756.0,20.0,5305.0,5590.0,141.0,1,2,2,4,381.3916,0.24529,376.3542,502.5992,31,1.0696,10,11,0.345,0.3795,4,7498,258.7004,0.26619,10.1783,2301.0,0.0,0.0,0.0,LCK,complete,1739,0
Lehends,Gen.G,sup,14.01,2024,2024-01-17 11:06:26,-914.0,-598.0,-42.0,3674.0,4196.0,27.0,0,1,2,4,63.2432,0.0406746,321.3916,230.8223,91,3.1397,50,8,1.7251,0.276,14,2481,85.6009,0.0880755,1.1386,328.0,0.0,0.0,0.0,LCK,complete,1739,0
Zeus,T1,top,14.01,2024,2024-01-17 11:06:26,714.0,505.0,7.0,5527.0,8120.0,138.0,3,2,3,6,571.0523,0.33761,776.7568,574.0886,30,1.0351,11,4,0.3795,0.138,6,9495,327.6021,0.261867,9.6952,6503.0,0.0,1.0,0.0,LCK,complete,1739,1
Oner,T1,jng,14.01,2024,2024-01-17 11:06:26,442.0,187.0,16.0,5123.0,6051.0,116.0,2,0,3,6,185.7619,0.109824,709.5457,895.2041,49,1.6906,11,13,0.3795,0.4485,9,7073,244.0368,0.195069,7.1075,5328.0,0.0,0.0,0.0,LCK,complete,1739,1
Faker,T1,mid,14.01,2024,2024-01-17 11:06:26,-661.0,326.0,0.0,5908.0,8485.0,156.0,1,3,5,6,409.6147,0.242167,456.8833,216.5727,33,1.1386,8,6,0.276,0.207,8,7517,259.356,0.207314,8.5911,7932.0,1.0,0.0,0.0,LCK,complete,1739,1
Gumayusi,T1,bot,14.01,2024,2024-01-17 11:06:26,143.0,-756.0,-20.0,5448.0,4834.0,121.0,0,0,4,6,445.5319,0.263402,382.8752,297.2053,72,2.4842,29,14,1.0006,0.483,3,7757,267.6366,0.213933,8.4876,5218.0,0.0,0.0,0.0,LCK,complete,1739,1
Keria,T1,sup,14.01,2024,2024-01-17 11:06:26,914.0,598.0,42.0,4588.0,4794.0,69.0,0,0,5,6,79.494,0.0469974,268.8787,153.2605,92,3.1742,45,10,1.5526,0.345,12,4417,152.3979,0.121816,3.0707,1695.0,0.0,0.0,0.0,LCK,complete,1739,1
Zeus,T1,top,14.01,2024,2024-01-17 11:57:38,734.0,132.0,-10.0,5867.0,7894.0,135.0,1,2,8,10,414.2857,0.167768,717.3016,2290.1587,38,1.2063,10,4,0.3175,0.127,7,7514,238.5397,0.209543,8.0,3541.0,1.0,0.0,0.0,LCK,complete,1890,0
Oner,T1,jng,14.01,2024,2024-01-17 11:57:38,60.0,-747.0,-6.0,4679.0,5186.0,91.0,1,4,4,10,286.5714,0.116049,990.6984,961.1111,47,1.4921,20,9,0.6349,0.2857,9,5620,178.4127,0.156724,5.746,4681.0,0.0,0.0,0.0,LCK,complete,1890,0
Faker,T1,mid,14.01,2024,2024-01-17 11:57:38,-323.0,170.0,6.0,5685.0,7538.0,148.0,0,5,5,10,341.4286,0.138264,588.9206,402.5397,31,0.9841,15,7,0.4762,0.2222,4,6790,215.5556,0.189352,8.0,2186.0,0.0,0.0,0.0,LCK,complete,1890,0
Gumayusi,T1,bot,14.01,2024,2024-01-17 11:57:38,-777.0,-124.0,-9.0,5249.0,6098.0,139.0,6,3,3,10,564.254,0.228499,534.7302,528.8254,24,0.7619,8,6,0.254,0.1905,3,10155,322.381,0.283195,9.3333,4761.0,0.0,1.0,0.0,LCK,complete,1890,0
Keria,T1,sup,14.01,2024,2024-01-17 11:57:38,838.0,1717.0,-4.0,4336.0,5623.0,15.0,2,3,7,10,862.8571,0.34942,443.0476,246.3175,102,3.2381,48,20,1.5238,0.6349,14,5780,183.4921,0.161186,1.2063,5197.0,0.0,1.0,0.0,LCK,complete,1890,0
Kiin,Gen.G,top,14.01,2024,2024-01-17 11:57:38,-734.0,-132.0,10.0,5133.0,7762.0,145.0,3,4,4,17,497.1111,0.206621,898.254,1790.6984,45,1.4286,13,11,0.4127,0.3492,7,7453,236.6032,0.181873,7.7143,0.0,0.0,0.0,1.0,LCK,complete,1890,1
Canyon,Gen.G,jng,14.01,2024,2024-01-17 11:57:38,-60.0,747.0,6.0,4619.0,5933.0,97.0,1,1,12,17,321.7143,0.133719,1072.8254,1310.8889,40,1.2698,14,5,0.4444,0.1587,11,5987,190.0635,0.146098,5.4603,365.0,0.0,0.0,0.0,LCK,complete,1890,1
Chovy,Gen.G,mid,14.01,2024,2024-01-17 11:57:38,323.0,-170.0,-6.0,6008.0,7368.0,142.0,8,2,7,17,824.4762,0.342689,671.746,577.6825,61,1.9365,16,18,0.5079,0.5714,6,12802,406.4127,0.312407,10.5714,22290.0,0.0,0.0,0.0,LCK,complete,1890,1
Peyz,Gen.G,bot,14.01,2024,2024-01-17 11:57:38,777.0,124.0,9.0,6026.0,6222.0,148.0,5,2,8,17,627.619,0.260866,347.9683,162.9841,36,1.1429,24,5,0.7619,0.1587,7,10488,332.9524,0.255937,8.9841,3517.0,0.0,0.0,0.0,LCK,complete,1890,1
Lehends,Gen.G,sup,14.01,2024,2024-01-17 11:57:38,-838.0,-1717.0,4.0,3498.0,3906.0,19.0,0,1,12,17,134.9841,0.0561053,415.4921,529.6508,128,4.0635,63,18,2.0,0.5714,19,4249,134.8889,0.103685,1.0794,124.0,0.0,0.0,0.0,LCK,complete,1890,1
Zeus,T1,top,14.01,2024,2024-01-17 12:49:50,-2.0,-515.0,14.0,5020.0,7658.0,138.0,2,5,5,10,456.7561,0.255639,535.2625,644.8541,41,0.9568,19,5,0.4434,0.1167,6,11625,271.2952,0.225826,8.098,9018.0,0.0,0.0,0.0,LCK,complete,2571,0
Oner,T1,jng,14.01,2024,2024-01-17 12:49:50,-150.0,877.0,31.0,5080.0,6225.0,121.0,2,7,5,10,217.4096,0.121681,1035.846,779.5799,69,1.6103,10,26,0.2334,0.6068,8,10294,240.2334,0.199969,6.7445,359.0,0.0,0.0,0.0,LCK,complete,2571,0
Faker,T1,mid,14.01,2024,2024-01-17 12:49:50,-934.0,182.0,1.0,5151.0,7156.0,139.0,3,3,5,10,656.196,0.367263,412.8821,266.5811,67,1.5636,22,16,0.5134,0.3734,9,13247,309.1482,0.257336,9.1715,10553.0,0.0,0.0,0.0,LCK,complete,2571,0
Gumayusi,T1,bot,14.01,2024,2024-01-17 12:49:50,-2439.0,-1198.0,-28.0,4668.0,5792.0,122.0,3,4,2,10,330.8051,0.185146,469.2182,201.1669,54,1.2602,31,9,0.7235,0.21,10,11947,278.8098,0.232081,9.1015,0.0,0.0,0.0,0.0,LCK,complete,2571,0
Keria,T1,sup,14.01,2024,2024-01-17 12:49:50,-429.0,-159.0,-18.0,3516.0,2849.0,13.0,0,6,8,10,125.5543,0.0702708,549.1482,359.93,208,4.8541,155,23,3.6173,0.5368,36,4365,101.867,0.0847886,0.8635,282.0,0.0,0.0,1.0,LCK,complete,2571,0
Kiin,Gen.G,top,14.01,2024,2024-01-17 12:49:50,2.0,515.0,-14.0,5022.0,8173.0,124.0,1,3,9,25,241.5403,0.109228,691.5519,1699.7666,61,1.4236,16,16,0.3734,0.3734,12,10308,240.5601,0.172628,7.6313,819.0,0.0,0.0,0.0,LCK,complete,2571,1
Canyon,Gen.G,jng,14.01,2024,2024-01-17 12:49:50,150.0,-877.0,-31.0,5230.0,5348.0,90.0,3,1,10,25,416.5928,0.188389,679.4399,1142.9172,76,1.7736,19,19,0.4434,0.4434,16,9602,224.084,0.160804,5.3676,4128.0,0.0,0.0,0.0,LCK,complete,2571,1
Chovy,Gen.G,mid,14.01,2024,2024-01-17 12:49:50,934.0,-182.0,-1.0,6085.0,6974.0,138.0,7,2,9,25,439.4632,0.198731,688.4014,951.6453,55,1.2835,9,17,0.21,0.3967,7,15674,365.7876,0.262496,9.5449,8085.0,0.0,1.0,0.0,LCK,complete,2571,1
Peyz,Gen.G,bot,14.01,2024,2024-01-17 12:49:50,2439.0,1198.0,28.0,7107.0,6990.0,150.0,12,1,4,25,953.3022,0.431097,284.9708,169.895,84,1.9603,36,17,0.8401,0.3967,10,17358,405.0875,0.290699,9.3582,11731.0,1.0,0.0,0.0,LCK,complete,2571,1
Lehends,Gen.G,sup,14.01,2024,2024-01-17 12:49:50,429.0,159.0,18.0,3945.0,3008.0,31.0,2,3,12,25,160.4434,0.0725548,384.2007,481.6103,207,4.8308,103,58,2.4037,1.3536,34,6770,157.993,0.113374,1.8203,2648.0,0.0,1.0,0.0,LCK,complete,2571,1
Morgan,HANJIN BRION,top,14.01,2024,2024-01-18 08:11:20,86.0,406.0,-7.0,4899.0,8069.0,131.0,0,3,1,3,341.1301,0.268955,699.7603,482.226,25,0.8562,12,4,0.411,0.137,4,6350,217.4658,0.216324,8.6301,3526.0,0.0,0.0,0.0,LCK,complete,1752,0
GIDEON,HANJIN BRION,jng,14.01,2024,2024-01-18 08:11:20,325.0,601.0,4.0,5100.0,6359.0,119.0,1,2,1,3,81.1986,0.0640188,824.3493,865.8219,47,1.6096,17,9,0.5822,0.3082,11,5129,175.6507,0.174731,6.2329,1074.0,0.0,0.0,0.0,LCK,complete,1752,0
Karis,HANJIN BRION,mid,14.01,2024,2024-01-18 08:11:20,833.0,425.0,12.0,5951.0,8075.0,162.0,1,3,1,3,377.9452,0.29798,478.1164,316.6438,40,1.3699,7,18,0.2397,0.6164,5,8288,283.8356,0.282342,10.9247,5362.0,0.0,0.0,0.0,LCK,complete,1752,0
Envyy,HANJIN BRION,bot,14.01,2024,2024-01-18 08:11:20,-799.0,-1125.0,-30.0,5181.0,4941.0,127.0,1,4,1,3,377.911,0.297953,508.4932,207.5,43,1.4726,17,16,0.5822,0.5479,3,6784,232.3288,0.231108,8.7671,2576.0,0.0,0.0,0.0,LCK,complete,1752,0
Effort,HANJIN BRION,sup,14.01,2024,2024-01-18 08:11:20,-552.0,-714.0,0.0,3620.0,3396.0,21.0,0,3,3,3,90.1712,0.071093,291.8836,295.6164,118,4.0411,76,13,2.6027,0.4452,22,2803,95.9932,0.0954952,0.9932,842.0,0.0,0.0,1.0,LCK,complete,1752,0
Kingen,Dplus Kia,top,14.01,2024,2024-01-18 08:11:20,-86.0,-406.0,7.0,4813.0,7663.0,138.0,0,0,9,15,442.7397,0.226196,623.4247,798.3219,32,1.0959,12,6,0.411,0.2055,6,6958,238.2877,0.17673,7.774,3200.0,0.0,0.0,0.0,LCK,complete,1752,1
Lucid,Dplus Kia,jng,14.01,2024,2024-01-18 08:11:20,-325.0,-601.0,-4.0,4775.0,5758.0,115.0,1,1,7,15,255.2055,0.130385,603.3219,1073.8356,42,1.4384,11,12,0.3767,0.411,11,6179,211.6096,0.156945,6.4384,1125.0,0.0,0.0,0.0,LCK,complete,1752,1
ShowMaker,Dplus Kia,mid,14.01,2024,2024-01-18 08:11:20,-833.0,-425.0,-12.0,5118.0,7650.0,150.0,2,1,5,15,370.6507,0.189366,372.3973,218.3219,32,1.0959,9,8,0.3082,0.274,9,8558,293.0822,0.217367,9.0411,9645.0,0.0,0.0,0.0,LCK,complete,1752,1
Aiming,Dplus Kia,bot,14.01,2024,2024-01-18 08:11:20,799.0,1125.0,30.0,5980.0,6066.0,157.0,9,0,5,15,729.4178,0.37266,231.8493,275.2397,42,1.4384,13,15,0.4452,0.5137,3,12674,434.0411,0.321907,11.5753,14221.0,0.0,1.0,0.0,LCK,complete,1752,1
Kellin,Dplus Kia,sup,14.01,2024,2024-01-18 08:11:20,552.0,714.0,0.0,4172.0,4110.0,21.0,3,1,10,15,159.3151,0.0813941,312.9795,316.0959,136,4.6575,88,25,3.0137,0.8562,17,5002,171.3014,0.127051,1.3699,1763.0,1.0,0.0,0.0,LCK,complete,1752,1
Morgan,HANJIN BRION,top,14.01,2024,2024-01-18 09:08:42,675.0,1019.0,29.0,5093.0,7943.0,139.0,1,2,2,8,368.8416,0.176684,869.8467,973.8501,42,1.0733,18,8,0.46,0.2044,7,9268,236.8313,0.231415,9.3271,2113.0,0.0,0.0,0.0,LCK,complete,2348,0
GIDEON,HANJIN BRION,jng,14.01,2024,2024-01-18 09:08:42,849.0,515.0,10.0,5456.0,5803.0,109.0,2,1,6,8,265.5537,0.127206,749.9233,1097.0954,67,1.7121,16,20,0.4089,0.5111,15,6622,169.2164,0.16535,5.5707,97.0,0.0,0.0,0.0,LCK,complete,2348,0
Karis,HANJIN BRION,mid,14.01,2024,2024-01-18 09:08:42,368.0,-314.0,4.0,5774.0,7273.0,147.0,2,5,3,8,526.431,0.252173,468.0153,406.2521,51,1.3032,10,21,0.2555,0.5366,8,9766,249.5571,0.243849,9.2504,4542.0,0.0,0.0,0.0,LCK,complete,2348,0
Envyy,HANJIN BRION,bot,14.01,2024,2024-01-18 09:08:42,-887.0,-637.0,-24.0,5366.0,6058.0,137.0,3,3,2,8,756.7973,0.362524,469.8807,293.7905,44,1.1244,14,12,0.3578,0.3066,6,10298,263.1516,0.257132,9.3271,2382.0,0.0,0.0,1.0,LCK,complete,2348,0
Effort,HANJIN BRION,sup,14.01,2024,2024-01-18 09:08:42,368.0,568.0,4.0,4060.0,3961.0,28.0,0,2,7,8,169.9574,0.0814136,372.4446,292.1806,187,4.7785,118,38,3.0153,0.971,29,4095,104.6422,0.102256,1.5077,458.0,0.0,0.0,0.0,LCK,complete,2348,0
Kingen,Dplus Kia,top,14.01,2024,2024-01-18 09:08:42,-675.0,-1019.0,-29.0,4418.0,6924.0,110.0,2,1,3,13,376.4566,0.170875,585.1789,1346.5247,62,1.5843,24,13,0.6133,0.3322,21,9069,231.7462,0.182413,6.9761,2811.0,0.0,0.0,0.0,LCK,complete,2348,1
Lucid,Dplus Kia,jng,14.01,2024,2024-01-18 09:08:42,-849.0,-515.0,-10.0,4607.0,5288.0,99.0,1,3,6,13,178.5945,0.0810648,712.9472,1367.9642,71,1.8143,19,25,0.4855,0.6388,18,8020,204.9404,0.161315,6.0562,3809.0,0.0,1.0,0.0,LCK,complete,2348,1
ShowMaker,Dplus Kia,mid,14.01,2024,2024-01-18 09:08:42,-368.0,314.0,-4.0,5406.0,7587.0,143.0,4,1,6,13,729.7104,0.331218,696.3373,595.1959,48,1.2266,12,14,0.3066,0.3578,10,12184,311.3458,0.245065,8.4327,12345.0,0.0,0.0,0.0,LCK,complete,2348,1
Aiming,Dplus Kia,bot,14.01,2024,2024-01-18 09:08:42,887.0,637.0,24.0,6253.0,6695.0,161.0,6,1,3,13,728.356,0.330604,288.7053,388.1601,47,1.201,13,21,0.3322,0.5366,4,15684,400.7836,0.31546,12.5213,11060.0,1.0,0.0,0.0,LCK,complete,2348,1
Kellin,Dplus Kia,sup,14.01,2024,2024-01-18 09:08:42,-368.0,-568.0,-4.0,3692.0,3393.0,24.0,0,2,8,13,189.9915,0.0862379,595.6814,674.1312,178,4.5486,111,29,2.8365,0.7411,19,4760,121.6354,0.0957469,1.1244,702.0,0.0,1.0,0.0,LCK,complete,2348,1
PerfecT,KT Rolster,top,14.01,2024,2024-01-18 10:57:08,-20.0,-228.0,-5.0,5404.0,8049.0,128.0,4,2,4,15,317.7273,0.144554,616.0735,1834.8162,35,1.0155,14,6,0.4062,0.1741,8,9230,267.795,0.204407,8.501,3411.0,0.0,0.0,0.0,LCK,complete,2068,1
Pyosik,KT Rolster,jng,14.01,2024,2024-01-18 10:57:08,285.0,18.0,4.0,5281.0,5900.0,106.0,2,2,6,15,245.4255,0.11166,981.9923,1175.1064,55,1.5957,20,11,0.5803,0.3191,10,7606,220.677,0.168441,6.9923,2338.0,0.0,0.0,0.0,LCK,complete,2068,1
Bdd,KT Rolster,mid,14.01,2024,2024-01-18 10:57:08,-1002.0,-446.0,-7.0,5260.0,7732.0,145.0,0,3,12,15,380.0484,0.172908,386.9826,274.1489,61,1.7698,24,15,0.6963,0.4352,11,8972,260.3095,0.198693,9.1103,4781.0,0.0,0.0,0.0,LCK,complete,2068,1
Deft,KT Rolster,bot,14.01,2024,2024-01-18 10:57:08,741.0,333.0,34.0,6470.0,6173.0,161.0,3,1,5,15,846.8762,0.385298,414.7195,338.9362,61,1.7698,13,24,0.3772,0.6963,2,12545,363.9749,0.277824,11.4603,11098.0,0.0,0.0,0.0,LCK,complete,2068,1
BeryL,KT Rolster,sup,14.01,2024,2024-01-18 10:57:08,256.0,240.0,7.0,4589.0,4059.0,26.0,6,3,6,15,407.9014,0.18558,258.1625,119.1296,147,4.265,65,28,1.8859,0.8124,23,6802,197.3501,0.150635,1.5667,3719.0,0.0,0.0,1.0,LCK,complete,2068,1
Clear,BNK FEARX,top,14.01,2024,2024-01-18 10:57:08,20.0,228.0,5.0,5424.0,8277.0,133.0,1,4,1,10,400.0677,0.228212,567.7369,643.1721,34,0.9865,17,4,0.4932,0.1161,8,7906,229.381,0.217701,7.9207,0.0,0.0,0.0,0.0,LCK,complete,2068,0
Willer,BNK FEARX,jng,14.01,2024,2024-01-18 10:57:08,-285.0,-18.0,-4.0,4996.0,5882.0,102.0,2,2,3,10,263.0077,0.150028,1012.2824,1148.0368,57,1.6538,16,17,0.4642,0.4932,16,5907,171.383,0.162654,5.6576,0.0,0.0,0.0,0.0,LCK,complete,2068,0
Clozer,BNK FEARX,mid,14.01,2024,2024-01-18 10:57:08,1002.0,446.0,7.0,6262.0,8178.0,152.0,3,1,5,10,526.5667,0.300371,602.205,560.5996,55,1.5957,29,10,0.8414,0.2901,8,10567,306.5861,0.290978,10.648,5724.0,0.0,0.0,0.0,LCK,complete,2068,0
Hena,BNK FEARX,bot,14.01,2024,2024-01-18 10:57:08,-741.0,-333.0,-34.0,5729.0,5840.0,127.0,3,4,2,10,397.2824,0.226623,480.058,457.4565,55,1.5957,20,17,0.5803,0.4932,9,8413,244.0909,0.231662,9.1973,0.0,1.0,0.0,0.0,LCK,complete,2068,0
Execute,BNK FEARX,sup,14.01,2024,2024-01-18 10:57:08,-256.0,-240.0,-7.0,4333.0,3819.0,19.0,1,4,7,10,166.1315,0.0947668,514.0039,479.3617,125,3.6267,74,15,2.147,0.4352,19,3523,102.2147,0.097005,0.8704,0.0,0.0,1.0,0.0,LCK,complete,2068,0
Clear,BNK FEARX,top,14.01,2024,2024-01-18 11:54:26,-314.0,-742.0,-4.0,5360.0,7564.0,136.0,1,5,1,9,372.7844,0.166835,773.4004,1676.8699,24,0.9051,11,2,0.4148,0.0754,6,4587,172.9855,0.185175,7.2407,637.0,0.0,0.0,0.0,LCK,complete,1591,0
Willer,BNK FEARX,jng,14.01,2024,2024-01-18 11:54:26,268.0,-316.0,2.0,5540.0,5886.0,108.0,4,5,2,9,638.8058,0.28589,1433.2118,873.1867,41,1.5462,11,10,0.4148,0.3771,14,5993,226.0088,0.241938,6.0717,68.0,1.0,0.0,0.0,LCK,complete,1591,0
Clozer,BNK FEARX,mid,14.01,2024,2024-01-18 11:54:26,-81.0,-16.0,11.0,5281.0,7678.0,144.0,1,4,2,9,537.5487,0.240574,540.0754,373.6518,14,0.528,10,4,0.3771,0.1508,4,5701,214.9969,0.23015,9.1263,0.0,0.0,0.0,0.0,LCK,complete,1591,0
Hena,BNK FEARX,bot,14.01,2024,2024-01-18 11:54:26,-781.0,-372.0,-22.0,5332.0,5355.0,116.0,2,6,3,9,510.2828,0.228371,650.2326,342.5393,18,0.6788,11,7,0.4148,0.264,2,5647,212.9604,0.22797,7.0899,788.0,0.0,1.0,0.0,LCK,complete,1591,0
Execute,BNK FEARX,sup,14.01,2024,2024-01-18 11:54:26,-634.0,-1282.0,-1.0,3966.0,3420.0,16.0,1,7,4,9,175.022,0.0783291,642.3507,500.8925,88,3.3187,41,14,1.5462,0.528,15,2843,107.2156,0.114767,0.9428,297.0,0.0,1.0,0.0,LCK,complete,1591,0
