playername,teamname,position,patch,year,date,golddiffat15,xpdiffat15,csdiffat15,goldat15,xpat15,csat15,kills,deaths,assists,teamkills,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,visionscore,vspm,wardsplaced,wardskilled,wpm,wcpm,controlwardsbought,earnedgold,earned gpm,earnedgoldshare,cspm,damagetotowers,firstbloodkill,firstbloodassist,firstbloodvictim,league,datacompleteness,gamelength,result
Lehends,Gen.G,sup,14.01,2024,2024-01-27 08:14:12,506.0,703.0,33.0,4339.0,4382.0,48.0,1,0,10,14,80.3046,0.038803,265.4484,160.846,103,3.4856,66,14,2.2335,0.4738,17,4973,168.291,0.127003,2.132,394.0,0.0,0.0,0.0,LCK,complete,1773,1
DuDu,DN SOOPers,top,14.01,2024,2024-01-27 10:01:17,120.0,375.0,9.0,4991.0,7683.0,134.0,2,0,7,12,470.5085,0.249252,685.9605,1429.1243,30,0.8475,6,10,0.1695,0.2825,2,10857,306.6949,0.248903,9.7458,4783.0,0.0,0.0,0.0,LCK,complete,2124,1
Cuzz,DN SOOPers,jng,14.01,2024,2024-01-27 10:01:17,202.0,751.0,16.0,4917.0,5623.0,114.0,2,0,7,12,283.4746,0.150171,719.8023,907.5424,116,3.2768,44,28,1.2429,0.791,11,7550,213.2768,0.173091,6.9774,2334.0,0.0,0.0,0.0,LCK,complete,2124,1
BuLLDoG,DN SOOPers,mid,14.01,2024,2024-01-27 10:01:17,-206.0,-338.0,1.0,5006.0,7652.0,137.0,2,1,10,12,587.5706,0.311265,253.1921,237.8531,46,1.2994,22,8,0.6215,0.226,11,9479,267.7684,0.217313,9.1243,4606.0,0.0,0.0,1.0,LCK,complete,2124,1
Bull,DN SOOPers,bot,14.01,2024,2024-01-27 10:01:17,-385.0,-75.0,-4.0,5271.0,4911.0,129.0,3,0,7,12,226.0452,0.119747,334.5198,302.7401,71,2.0056,49,8,1.3842,0.226,8,9489,268.0508,0.217542,8.7571,2827.0,0.0,0.0,0.0,LCK,complete,2124,1
Andil,DN SOOPers,sup,14.01,2024,2024-01-27 10:01:17,330.0,-825.0,-7.0,4472.0,3790.0,61.0,3,1,6,12,320.0847,0.169565,294.1808,201.4972,130,3.6723,51,38,1.4407,1.0734,14,6244,176.3842,0.143151,3.5593,3335.0,0.0,0.0,0.0,LCK,complete,2124,1
DnDn,Nongshim RedForce,top,14.01,2024,2024-01-27 10:01:17,-120.0,-375.0,-9.0,4871.0,7308.0,125.0,0,1,0,2,266.1864,0.201553,663.3051,648.7006,38,1.0734,17,6,0.4802,0.1695,10,9470,267.5141,0.256102,9.9435,3095.0,0.0,0.0,0.0,LCK,complete,2124,0
Sylvie,Nongshim RedForce,jng,14.01,2024,2024-01-27 10:01:17,-202.0,-751.0,-16.0,4715.0,4872.0,98.0,1,2,0,2,108.7288,0.082328,794.7175,707.3164,79,2.2316,17,33,0.4802,0.9322,17,5497,155.2825,0.148663,5.4237,3680.0,1.0,0.0,0.0,LCK,complete,2124,0
Callme,Nongshim RedForce,mid,14.01,2024,2024-01-27 10:01:17,206.0,338.0,-1.0,5212.0,7990.0,136.0,0,5,2,2,426.8362,0.323195,547.8814,383.8701,91,2.5706,38,24,1.0734,0.678,11,8902,251.4689,0.240742,9.4633,3669.0,0.0,1.0,0.0,LCK,complete,2124,0
Jiwoo,Nongshim RedForce,bot,14.01,2024,2024-01-27 10:01:17,385.0,75.0,4.0,5656.0,4986.0,133.0,1,2,0,2,479.0113,0.362701,412.2881,284.6893,80,2.2599,41,17,1.1582,0.4802,4,9638,272.2599,0.260645,9.2373,1994.0,0.0,0.0,0.0,LCK,complete,2124,0
Peter,Nongshim RedForce,sup,14.01,2024,2024-01-27 10:01:17,-330.0,825.0,7.0,4142.0,4615.0,68.0,0,2,1,2,39.9153,0.0302233,237.9379,120.452,113,3.1921,51,17,1.4407,0.4802,16,3470,98.0226,0.0938484,2.2881,327.0,0.0,0.0,0.0,LCK,complete,2124,0
DnDn,Nongshim RedForce,top,14.01,2024,2024-01-27 10:59:07,-1401.0,-1691.0,-39.0,4862.0,7067.0,117.0,3,1,3,13,425.7951,0.170453,973.6867,1566.4782,46,1.0836,25,5,0.5889,0.1178,12,11375,267.9623,0.242902,8.6926,369.0,0.0,0.0,0.0,LCK,complete,2547,0
Sylvie,Nongshim RedForce,jng,14.01,2024,2024-01-27 10:59:07,491.0,638.0,5.0,4918.0,5583.0,100.0,0,3,10,13,316.7727,0.126809,1078.5866,815.9011,68,1.6019,22,18,0.5183,0.424,28,7432,175.0766,0.1587,5.7951,2282.0,0.0,0.0,0.0,LCK,complete,2547,0
Callme,Nongshim RedForce,mid,14.01,2024,2024-01-27 10:59:07,880.0,672.0,16.0,5861.0,7838.0,142.0,3,8,7,13,636.3722,0.254751,894.9352,495.1237,74,1.7432,34,18,0.8009,0.424,10,11389,268.2921,0.243201,8.881,4323.0,0.0,0.0,0.0,LCK,complete,2547,0
Jiwoo,Nongshim RedForce,bot,14.01,2024,2024-01-27 10:59:07,-699.0,-1318.0,-81.0,5393.0,3918.0,44.0,6,3,7,13,953.9694,0.38189,575.477,243.2509,143,3.3687,59,35,1.3899,0.8245,10,9736,229.3522,0.207901,3.5571,1677.0,0.0,0.0,1.0,LCK,complete,2547,0
Peter,Nongshim RedForce,sup,14.01,2024,2024-01-27 10:59:07,591.0,1668.0,85.0,4328.0,5440.0,98.0,1,3,10,13,165.1119,0.0660971,706.1484,1416.2309,73,1.7197,51,13,1.2014,0.3062,2,6898,162.4971,0.147296,4.9706,270.0,0.0,0.0,0.0,LCK,complete,2547,0
DuDu,DN SOOPers,top,14.01,2024,2024-01-27 10:59:07,1401.0,1691.0,39.0,6263.0,8758.0,156.0,1,1,7,18,742.1437,0.212898,763.086,2671.3545,47,1.1072,11,13,0.2591,0.3062,7,13000,306.2426,0.213627,9.258,7696.0,0.0,0.0,0.0,LCK,complete,2547,1
Cuzz,DN SOOPers,jng,14.01,2024,2024-01-27 10:59:07,-491.0,-638.0,-5.0,4427.0,4945.0,95.0,1,5,10,18,235.1472,0.0674564,1353.7574,1541.7432,107,2.5206,24,34,0.5654,0.8009,23,8814,207.6325,0.144836,5.1826,2499.0,0.0,0.0,0.0,LCK,complete,2547,1
BuLLDoG,DN SOOPers,mid,14.01,2024,2024-01-27 10:59:07,-880.0,-672.0,-16.0,4981.0,7166.0,126.0,6,2,6,18,1450.8834,0.416213,509.6113,354.417,50,1.1779,18,11,0.424,0.2591,4,15281,359.9764,0.251111,9.0459,4118.0,0.0,0.0,0.0,LCK,complete,2547,1
Bull,DN SOOPers,bot,14.01,2024,2024-01-27 10:59:07,699.0,1318.0,81.0,6092.0,5236.0,125.0,10,3,5,18,826.384,0.237064,604.0989,344.5701,48,1.1307,15,14,0.3534,0.3298,4,16836,396.6078,0.276665,7.9152,10367.0,1.0,0.0,0.0,LCK,complete,2547,1
Andil,DN SOOPers,sup,14.01,2024,2024-01-27 10:59:07,-591.0,-1668.0,-85.0,3737.0,3772.0,13.0,0,2,17,18,231.3545,0.0663684,430.0589,503.1567,174,4.0989,108,21,2.5442,0.4947,21,6923,163.086,0.113761,1.1543,2077.0,0.0,1.0,0.0,LCK,complete,2547,1
Rascal,DRX,top,14.01,2024,2024-01-28 06:05:40,-855.0,-679.0,-14.0,5053.0,7758.0,136.0,2,5,5,8,544.5829,0.299834,1138.8241,1050.9648,41,1.2362,12,15,0.3618,0.4523,9,8412,253.6281,0.231112,8.5628,2594.0,0.0,0.0,0.0,LCK,complete,1990,0
Sponge,DRX,jng,14.01,2024,2024-01-28 06:05:40,-572.0,-206.0,6.0,4586.0,5511.0,103.0,2,3,5,8,272.9548,0.150282,825.1357,1274.1709,42,1.2663,23,5,0.6935,0.1508,12,6032,181.8693,0.165722,5.5779,4922.0,0.0,0.0,1.0,LCK,complete,1990,0
SeTab,DRX,mid,14.01,2024,2024-01-28 06:05:40,358.0,-12.0,9.0,5649.0,8061.0,158.0,2,1,2,8,560.9548,0.308848,442.7035,271.4171,31,0.9347,13,8,0.392,0.2412,4,9250,278.8945,0.254136,10.1005,2833.0,0.0,0.0,0.0,LCK,complete,1990,0
Teddy,DRX,bot,14.01,2024,2024-01-28 06:05:40,497.0,505.0,28.0,5646.0,6176.0,173.0,2,1,3,8,315.6482,0.173788,396.995,263.1256,47,1.4171,16,16,0.4824,0.4824,6,9459,285.196,0.259879,10.3417,683.0,0.0,0.0,0.0,LCK,complete,1990,0
Pleata,DRX,sup,14.01,2024,2024-01-28 06:05:40,-105.0,-182.0,-11.0,3532.0,3948.0,25.0,0,1,7,8,122.1407,0.0672477,215.9397,236.0804,138,4.1608,93,24,2.804,0.7236,15,3245,97.8392,0.0891502,1.4171,176.0,0.0,0.0,0.0,LCK,complete,1990,0
Morgan,HANJIN BRION,top,14.01,2024,2024-01-28 06:05:40,855.0,679.0,14.0,5908.0,8437.0,150.0,4,1,7,11,824.5628,0.385335,731.0352,1052.1106,37,1.1156,9,7,0.2714,0.2111,6,13031,392.8945,0.29403,10.5226,7127.0,0.0,1.0,0.0,LCK,complete,1990,1
GIDEON,HANJIN BRION,jng,14.01,2024,2024-01-28 06:05:40,572.0,206.0,-6.0,5158.0,5717.0,97.0,3,2,5,11,297.6482,0.139097,814.9146,1051.1457,43,1.2965,11,13,0.3317,0.392,10,6198,186.8744,0.139848,5.0352,151.0,1.0,0.0,0.0,LCK,complete,1990,1
Karis,HANJIN BRION,mid,14.01,2024,2024-01-28 06:05:40,-358.0,12.0,-9.0,5291.0,8073.0,149.0,1,2,6,11,433.9899,0.202812,565.6281,394.191,32,0.9648,11,7,0.3317,0.2111,7,9728,293.3065,0.2195,8.593,7425.0,0.0,0.0,0.0,LCK,complete,1990,1
Envyy,HANJIN BRION,bot,14.01,2024,2024-01-28 06:05:40,-497.0,-505.0,-28.0,5149.0,5671.0,145.0,2,1,5,11,433.2663,0.202474,344.0201,253.5075,51,1.5377,14,19,0.4221,0.5729,7,10260,309.3467,0.231504,10.9146,5060.0,0.0,0.0,0.0,LCK,complete,1990,1
Effort,HANJIN BRION,sup,14.01,2024,2024-01-28 06:05:40,105.0,182.0,11.0,3637.0,4130.0,36.0,1,2,6,11,150.392,0.0702812,314.2915,406.9447,184,5.5477,107,31,3.2261,0.9347,24,5102,153.8291,0.115118,1.809,636.0,0.0,0.0,0.0,LCK,complete,1990,1
Morgan,HANJIN BRION,top,14.01,2024,2024-01-28 07:00:51,1.0,20.0,-4.0,4859.0,7653.0,131.0,0,0,0,3,314.665,0.190865,749.5322,2036.0303,43,1.0872,12,22,0.3034,0.5563,8,6932,175.2718,0.19313,7.3578,4024.0,0.0,0.0,0.0,LCK,complete,2373,0
GIDEON,HANJIN BRION,jng,14.01,2024,2024-01-28 07:00:51,397.0,729.0,20.0,4984.0,5627.0,103.0,1,2,2,3,164.6523,0.0998727,1036.8394,1451.378,65,1.6435,17,25,0.4298,0.6321,16,5573,140.9102,0.15527,4.9305,364.0,1.0,0.0,0.0,LCK,complete,2373,0
Karis,HANJIN BRION,mid,14.01,2024,2024-01-28 07:00:51,474.0,161.0,7.0,5688.0,7829.0,154.0,1,0,1,3,413.9823,0.251108,275.7016,315.3224,47,1.1884,12,17,0.3034,0.4298,10,9111,230.3666,0.253834,8.5714,4623.0,0.0,0.0,0.0,LCK,complete,2373,0
Envyy,HANJIN BRION,bot,14.01,2024,2024-01-28 07:00:51,337.0,-767.0,-5.0,5656.0,5617.0,146.0,1,1,1,3,663.818,0.40265,468.4956,694.2857,48,1.2137,15,22,0.3793,0.5563,7,10884,275.196,0.303228,10.3413,3930.0,0.0,1.0,0.0,LCK,complete,2373,0
Effort,HANJIN BRION,sup,14.01,2024,2024-01-28 07:00:51,244.0,586.0,6.0,3839.0,4029.0,30.0,0,0,3,3,91.5044,0.0555036,206.8521,109.9621,151,3.818,82,30,2.0733,0.7585,28,3393,85.7901,0.094538,1.1884,425.0,0.0,1.0,0.0,LCK,complete,2373,0
Rascal,DRX,top,14.01,2024,2024-01-28 07:00:51,-1.0,-20.0,4.0,4858.0,7633.0,135.0,1,0,1,3,461.9722,0.216117,782.8066,1203.4893,56,1.4159,16,10,0.4046,0.2528,9,11129,281.3906,0.266834,9.0265,11334.0,0.0,0.0,0.0,LCK,complete,2373,1
Sponge,DRX,jng,14.01,2024,2024-01-28 07:00:51,-397.0,-729.0,-20.0,4587.0,4898.0,83.0,1,0,2,3,247.5348,0.1158,722.579,1742.9836,65,1.6435,19,18,0.4804,0.4551,18,6132,155.0442,0.147029,4.2984,509.0,0.0,0.0,0.0,LCK,complete,2373,1
SeTab,DRX,mid,14.01,2024,2024-01-28 07:00:51,-474.0,-161.0,-7.0,5214.0,7668.0,147.0,0,2,3,3,528.2427,0.24712,467.0038,353.4008,62,1.5676,23,14,0.5815,0.354,14,10456,264.3742,0.250698,8.8243,10402.0,0.0,0.0,0.0,LCK,complete,2373,1
Teddy,DRX,bot,14.01,2024,2024-01-28 07:00:51,-337.0,767.0,5.0,5319.0,6384.0,151.0,1,0,1,3,724.9305,0.339133,289.1024,222.5537,61,1.5424,33,15,0.8344,0.3793,8,9651,244.0202,0.231398,8.5714,1190.0,0.0,0.0,0.0,LCK,complete,2373,1
Pleata,DRX,sup,14.01,2024,2024-01-28 07:00:51,-244.0,-586.0,-6.0,3595.0,3443.0,24.0,0,1,3,3,174.9178,0.0818292,242.0986,288.5209,181,4.5765,117,23,2.9583,0.5815,20,4339,109.7092,0.104041,1.1125,388.0,0.0,0.0,1.0,LCK,complete,2373,1
Rascal,DRX,top,14.01,2024,2024-01-28 07:59:35,179.0,319.0,-10.0,5872.0,7840.0,129.0,2,1,5,15,562.1311,0.210534,924.7637,902.6326,33,0.9547,11,6,0.3182,0.1736,6,8861,256.3452,0.209237,7.811,4390.0,0.0,0.0,0.0,LCK,complete,2074,1
Sponge,DRX,jng,14.01,2024,2024-01-28 07:59:35,-173.0,-52.0,-7.0,4702.0,5580.0,98.0,1,3,10,15,339.1996,0.12704,937.4928,1983.703,63,1.8226,18,20,0.5207,0.5786,15,6126,177.2228,0.144658,4.8891,2707.0,0.0,0.0,0.0,LCK,complete,2074,1
SeTab,DRX,mid,14.01,2024,2024-01-28 07:59:35,1034.0,374.0,16.0,5680.0,7633.0,135.0,3,0,6,15,449.5082,0.168353,668.9392,438.3992,37,1.0704,10,11,0.2893,0.3182,5,9320,269.6239,0.220075,9.1707,4190.0,0.0,0.0,0.0,LCK,complete,2074,1
Teddy,DRX,bot,14.01,2024,2024-01-28 07:59:35,766.0,475.0,11.0,5687.0,5799.0,149.0,8,0,4,15,1129.6432,0.423083,312.2662,171.7551,63,1.8226,16,20,0.4629,0.5786,6,13519,391.0993,0.319222,10.9643,10744.0,0.0,1.0,0.0,LCK,complete,2074,1
Pleata,DRX,sup,14.01,2024,2024-01-28 07:59:35,385.0,567.0,-4.0,4088.0,4267.0,21.0,1,0,11,15,189.5468,0.0709905,276.9431,354.9952,107,3.0955,56,15,1.6201,0.4339,15,4523,130.8486,0.106808,0.9257,226.0,1.0,0.0,0.0,LCK,complete,2074,1
Morgan,HANJIN BRION,top,14.01,2024,2024-01-28 07:59:35,-179.0,-319.0,10.0,5693.0,7521.0,139.0,3,4,0,4,433.3944,0.199298,1014.0984,991.4465,22,0.6365,7,5,0.2025,0.1446,5,7456,215.6991,0.229569,7.8978,0.0,0.0,0.0,0.0,LCK,complete,2074,0
GIDEON,HANJIN BRION,jng,14.01,2024,2024-01-28 07:59:35,173.0,52.0,7.0,4875.0,5632.0,105.0,0,4,4,4,360.839,0.165933,845.6991,920.1929,38,1.0993,11,11,0.3182,0.3182,11,4809,139.1225,0.148073,4.7445,0.0,0.0,0.0,0.0,LCK,complete,2074,0
Karis,HANJIN BRION,mid,14.01,2024,2024-01-28 07:59:35,-1034.0,-374.0,-16.0,4646.0,7259.0,119.0,0,3,2,4,639.6625,0.294151,516.567,394.0501,34,0.9836,10,9,0.2893,0.2604,7,8417,243.5005,0.259156,9.5468,2664.0,0.0,0.0,0.0,LCK,complete,2074,0
Envyy,HANJIN BRION,bot,14.01,2024,2024-01-28 07:59:35,-766.0,-475.0,-11.0,4921.0,5324.0,138.0,1,1,1,4,617.6181,0.284013,490.2989,377.1553,47,1.3597,15,16,0.4339,0.4629,7,8819,255.1302,0.271533,10.5304,226.0,0.0,0.0,0.0,LCK,complete,2074,0
Effort,HANJIN BRION,sup,14.01,2024,2024-01-28 07:59:35,-385.0,-567.0,4.0,3703.0,3700.0,25.0,0,3,3,4,123.0955,0.0566058,539.9132,598.2064,148,4.2816,90,15,2.6037,0.4339,21,2977,86.1234,0.0916694,0.9836,0.0,0.0,0.0,1.0,LCK,complete,2074,0
Doran,Hanwha Life Esports,top,14.01,2024,2024-01-28 09:43:00,-449.0,124.0,-5.0,5096.0,7994.0,143.0,2,3,3,10,595.0575,0.29719,906.8753,979.7423,33,0.9112,16,3,0.4418,0.0828,11,7994,220.7271,0.207668,7.8693,1424.0,0.0,0.0,0.0,LCK,complete,2173,0
Peanut,Hanwha Life Esports,jng,14.01,2024,2024-01-28 09:43:00,-916.0,-446.0,-13.0,4612.0,5484.0,101.0,0,1,5,10,247.2342,0.123476,724.1141,1332.5909,59,1.6291,14,27,0.3866,0.7455,12,5656,156.1712,0.146935,5.4395,0.0,0.0,0.0,1.0,LCK,complete,2173,0
Zeka,Hanwha Life Esports,mid,14.01,2024,2024-01-28 09:43:00,-249.0,-89.0,6.0,5219.0,7358.0,150.0,0,6,4,10,329.4064,0.164515,504.7124,304.5559,32,0.8836,18,7,0.497,0.1933,8,8249,227.7681,0.214292,9.029,748.0,0.0,0.0,0.0,LCK,complete,2173,0
Viper,Hanwha Life Esports,bot,14.01,2024,2024-01-28 09:43:00,-279.0,-187.0,-16.0,5274.0,5297.0,132.0,8,2,2,10,727.7865,0.363478,499.3005,523.7092,47,1.2977,17,21,0.4694,0.5798,6,12632,348.7897,0.328147,10.6305,1176.0,0.0,0.0,0.0,LCK,complete,2173,0
Delight,Hanwha Life Esports,sup,14.01,2024,2024-01-28 09:43:00,-337.0,-618.0,7.0,3661.0,3889.0,31.0,0,3,9,10,102.798,0.0513404,412.3516,590.4464,137,3.7828,74,24,2.0433,0.6627,21,3963,109.4248,0.102957,1.5462,68.0,0.0,0.0,0.0,LCK,complete,2173,0
Zeus,T1,top,14.01,2024,2024-01-28 09:43:00,449.0,-124.0,5.0,5545.0,7870.0,148.0,4,3,4,15,689.572,0.275347,845.6328,1088.4491,37,1.0216,14,8,0.3866,0.2209,7,12243,338.0488,0.258005,10.2439,3154.0,0.0,0.0,0.0,LCK,complete,2173,1
Oner,T1,jng,14.01,2024,2024-01-28 09:43:00,916.0,446.0,13.0,5528.0,5930.0,114.0,4,2,4,15,291.827,0.116527,1137.1284,895.6926,52,1.4358,23,4,0.6351,0.1104,10,8020,221.445,0.169014,6.4059,2267.0,1.0,0.0,0.0,LCK,complete,2173,1
Faker,T1,mid,14.01,2024,2024-01-28 09:43:00,249.0,89.0,-6.0,5468.0,7447.0,144.0,4,2,7,15,591.965,0.236373,472.2411,339.1532,34,0.9388,6,9,0.1657,0.2485,6,10565,291.7165,0.222645,8.5044,7616.0,0.0,0.0,0.0,LCK,complete,2173,1
Gumayusi,T1,bot,14.01,2024,2024-01-28 09:43:00,279.0,187.0,16.0,5553.0,5484.0,148.0,3,1,5,15,400.0368,0.159735,484.9149,326.5624,51,1.4082,21,8,0.5798,0.2209,6,11441,315.9043,0.241105,9.885,3327.0,0.0,1.0,0.0,LCK,complete,2173,1
Keria,T1,sup,14.01,2024,2024-01-28 09:43:00,337.0,618.0,-7.0,3998.0,4507.0,24.0,0,2,10,15,530.971,0.212018,331.8086,173.5389,192,5.3014,100,30,2.7612,0.8283,17,5183,143.1109,0.109231,1.7119,2787.0,0.0,1.0,0.0,LCK,complete,2173,1
Doran,Hanwha Life Esports,top,14.01,2024,2024-01-28 10:40:23,-803.0,-311.0,-17.0,4892.0,7358.0,118.0,3,5,2,9,379.3606,0.22417,764.3339,1012.2558,38,1.3499,12,8,0.4263,0.2842,7,5367,190.6572,0.206638,7.0337,67.0,1.0,0.0,0.0,LCK,complete,1689,0
Peanut,Hanwha Life Esports,jng,14.01,2024,2024-01-28 10:40:23,-233.0,-771.0,-23.0,4495.0,5131.0,91.0,2,4,4,9,160.5329,0.0948612,886.2167,860.3908,38,1.3499,8,12,0.2842,0.4263,6,5059,179.7158,0.194779,5.222,0.0,0.0,0.0,0.0,LCK,complete,1689,0
Zeka,Hanwha Life Esports,mid,14.01,2024,2024-01-28 10:40:23,-1465.0,-1196.0,-31.0,4639.0,6921.0,128.0,2,3,5,9,469.1297,0.277216,628.206,455.0266,32,1.1368,13,8,0.4618,0.2842,5,7128,253.2149,0.274441,9.4139,0.0,0.0,0.0,0.0,LCK,complete,1689,0
Viper,Hanwha Life Esports,bot,14.01,2024,2024-01-28 10:40:23,-602.0,-1080.0,-26.0,4868.0,5252.0,134.0,2,4,4,9,551.1545,0.325685,509.8046,455.0622,29,1.0302,13,8,0.4618,0.2842,4,6108,216.9805,0.235168,7.6732,0.0,0.0,0.0,0.0,LCK,complete,1689,0
Delight,Hanwha Life Esports,sup,14.01,2024,2024-01-28 10:40:23,-411.0,479.0,-3.0,3414.0,3758.0,22.0,0,2,7,9,132.1137,0.0780679,340.7815,175.8792,75,2.6643,42,7,1.492,0.2487,8,2311,82.0959,0.0889736,0.8881,0.0,0.0,0.0,0.0,LCK,complete,1689,0
Zeus,T1,top,14.01,2024,2024-01-28 10:40:23,803.0,311.0,17.0,5695.0,7669.0,135.0,6,2,6,18,629.9112,0.249308,677.6199,758.9343,28,0.9947,10,1,0.3552,0.0355,4,9777,347.3179,0.258153,9.2718,3385.0,0.0,0.0,1.0,LCK,complete,1689,1
Oner,T1,jng,14.01,2024,2024-01-28 10:40:23,233.0,771.0,23.0,4728.0,5902.0,114.0,0,2,11,18,216.6963,0.0857645,713.357,1515.1687,37,1.3144,6,6,0.2131,0.2131,8,5776,205.1865,0.152509,5.897,970.0,0.0,0.0,0.0,LCK,complete,1689,1
Faker,T1,mid,14.01,2024,2024-01-28 10:40:23,1465.0,1196.0,31.0,6104.0,8117.0,159.0,5,2,8,18,732.6821,0.289982,531.6874,616.5897,32,1.1368,8,4,0.2842,0.1421,4,8931,317.2647,0.235815,8.4192,7382.0,0.0,0.0,0.0,LCK,complete,1689,1
Gumayusi,T1,bot,14.01,2024,2024-01-28 10:40:23,602.0,1080.0,26.0,5470.0,6332.0,160.0,2,0,8,18,643.6234,0.254735,261.9893,135.2043,43,1.5275,17,5,0.6039,0.1776,6,8496,301.8117,0.224329,9.3428,8679.0,0.0,0.0,0.0,LCK,complete,1689,1
Keria,T1,sup,14.01,2024,2024-01-28 10:40:23,411.0,-479.0,3.0,3825.0,3279.0,25.0,5,3,3,18,303.73,0.120211,465.6128,274.2096,116,4.1208,69,15,2.4512,0.5329,15,4893,173.8188,0.129193,1.5986,0.0,0.0,0.0,0.0,LCK,complete,1689,1
DuDu,DN SOOPers,top,14.01,2024,2024-01-31 08:08:09,1054.0,1316.0,21.0,5766.0,8529.0,149.0,5,1,4,13,765.8031,0.312035,722.487,787.7202,38,0.9845,12,10,0.3109,0.2591,6,13832,358.342,0.277747,10.4404,7119.0,0.0,0.0,0.0,LCK,complete,2316,1
Cuzz,DN SOOPers,jng,14.01,2024,2024-01-31 08:08:09,462.0,1198.0,30.0,5275.0,6783.0,131.0,3,1,8,13,367.513,0.149747,1135.7772,1296.5544,83,2.1503,10,32,0.2591,0.829,8,9421,244.0674,0.189173,7.228,3261.0,0.0,0.0,0.0,LCK,complete,2316,1
BuLLDoG,DN SOOPers,mid,14.01,2024,2024-01-31 08:08:09,-901.0,-1053.0,-41.0,5282.0,7813.0,132.0,2,3,3,13,577.9016,0.235472,419.1969,328.9119,76,1.9689,24,5,0.6218,0.1295,12,9473,245.4145,0.190217,8.4197,4299.0,0.0,0.0,1.0,LCK,complete,2316,1
Bull,DN SOOPers,bot,14.01,2024,2024-01-31 08:08:09,-287.0,-537.0,-48.0,5173.0,4634.0,78.0,2,1,9,13,484.7668,0.197524,465.4145,279.3264,125,3.2383,63,19,1.6321,0.4922,21,8495,220.0777,0.170578,3.886,7215.0,0.0,0.0,0.0,LCK,complete,2316,1
Andil,DN SOOPers,sup,14.01,2024,2024-01-31 08:08:09,1204.0,1907.0,48.0,5001.0,5590.0,97.0,1,0,9,13,258.2383,0.105222,639.2228,1937.2798,95,2.4611,48,9,1.2435,0.2332,1,8580,222.2798,0.172285,5.8549,1293.0,0.0,0.0,0.0,LCK,complete,2316,1
Kingen,Dplus Kia,top,14.01,2024,2024-01-31 08:08:09,-1054.0,-1316.0,-21.0,4712.0,7213.0,128.0,0,3,2,6,292.8497,0.127309,980.1295,2496.3731,60,1.5544,19,14,0.4922,0.3627,9,8525,220.8549,0.211277,8.6788,1635.0,0.0,0.0,0.0,LCK,complete,2316,0
Lucid,Dplus Kia,jng,14.01,2024,2024-01-31 08:08:09,-462.0,-1198.0,-30.0,4813.0,5585.0,101.0,1,2,5,6,256.4767,0.111497,1019.7927,1125.2073,52,1.3472,28,6,0.7254,0.1554,18,6414,166.1658,0.158958,5.8031,0.0,0.0,1.0,0.0,LCK,complete,2316,0
ShowMaker,Dplus Kia,mid,14.01,2024,2024-01-31 08:08:09,901.0,1053.0,41.0,6183.0,8866.0,173.0,3,1,3,6,928.4974,0.40364,570.8549,357.6684,37,0.9585,7,12,0.1813,0.3109,5,9830,254.6632,0.24362,9.3005,2328.0,1.0,0.0,0.0,LCK,complete,2316,0
Aiming,Dplus Kia,bot,14.01,2024,2024-01-31 08:08:09,287.0,537.0,48.0,5460.0,5171.0,126.0,1,3,1,6,664.2228,0.288753,483.0311,320.5699,148,3.8342,42,36,1.0881,0.9326,1,11043,286.0881,0.273682,9.3005,1807.0,0.0,0.0,0.0,LCK,complete,2316,0
Kellin,Dplus Kia,sup,14.01,2024,2024-01-31 08:08:09,-1204.0,-1907.0,-48.0,3797.0,3683.0,49.0,1,4,3,6,158.2642,0.0688012,297.2798,127.8238,106,2.7461,62,12,1.6062,0.3109,20,4538,117.5648,0.112463,1.8912,0.0,0.0,0.0,0.0,LCK,complete,2316,0
DuDu,DN SOOPers,top,14.01,2024,2024-01-31 09:10:02,203.0,396.0,21.0,4985.0,8257.0,141.0,3,2,3,8,521.4,0.239714,845.3368,652.3263,29,0.9158,10,11,0.3158,0.3474,5,8569,270.6,0.232145,8.9368,4210.0,0.0,0.0,0.0,LCK,complete,1900,1
Cuzz,DN SOOPers,jng,14.01,2024,2024-01-31 09:10:02,-249.0,-152.0,-6.0,4455.0,5139.0,97.0,1,0,6,8,256.4211,0.11789,770.8737,1543.1368,49,1.5474,14,15,0.4421,0.4737,10,6047,190.9579,0.163824,6.5368,899.0,0.0,0.0,0.0,LCK,complete,1900,1
BuLLDoG,DN SOOPers,mid,14.01,2024,2024-01-31 09:10:02,190.0,448.0,5.0,5331.0,7929.0,150.0,1,0,6,8,465.6,0.21406,252.8842,125.0842,60,1.8947,22,12,0.6947,0.3789,11,8508,268.6737,0.230493,9.6,3419.0,0.0,0.0,0.0,LCK,complete,1900,1
Bull,DN SOOPers,bot,14.01,2024,2024-01-31 09:10:02,-338.0,-186.0,8.0,5434.0,4943.0,136.0,3,1,3,8,725.7158,0.333648,415.9263,263.1789,74,2.3368,37,15,1.1684,0.4737,7,9839,310.7053,0.266549,9.0632,8124.0,0.0,0.0,1.0,LCK,complete,1900,1
