playername,teamname,position,patch,year,date,golddiffat15,xpdiffat15,csdiffat15,goldat15,xpat15,csat15,kills,deaths,assists,teamkills,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,visionscore,vspm,wardsplaced,wardskilled,wpm,wcpm,controlwardsbought,earnedgold,earned gpm,earnedgoldshare,cspm,damagetotowers,firstbloodkill,firstbloodassist,firstbloodvictim,league,datacompleteness,gamelength,result
Clear,BNK FEARX,top,15.07,2025,2025-04-18 09:10:00,2318.0,1831.0,49.0,6455.0,7585.0,146.0,4,2,7,16,927.9049,0.265849,579.7325,533.6107,38,1.1293,11,11,0.3269,0.3269,5,10318,306.627,0.230855,8.0535,8452.0,0.0,0.0,0.0,LCK,complete,2019,1
Raptor,BNK FEARX,jng,15.07,2025,2025-04-18 09:10:00,714.0,646.0,2.0,5352.0,6040.0,104.0,1,2,9,16,358.5736,0.102733,1167.4591,2027.2511,52,1.5453,12,9,0.3566,0.2675,11,7130,211.8871,0.159524,5.6166,3821.0,0.0,0.0,1.0,LCK,complete,2019,1
VicLa,BNK FEARX,mid,15.07,2025,2025-04-18 09:10:00,-37.0,32.0,0.0,5727.0,8075.0,153.0,5,2,6,16,856.7608,0.245466,924.9034,603.0312,36,1.0698,23,3,0.6835,0.0892,15,11009,327.162,0.246316,9.9851,7008.0,0.0,0.0,0.0,LCK,complete,2019,1
Diable,BNK FEARX,bot,15.07,2025,2025-04-18 09:10:00,363.0,1022.0,18.0,5708.0,6393.0,139.0,3,1,6,16,1103.3581,0.316117,552.8083,671.3522,32,0.951,9,13,0.2675,0.3863,1,11469,340.8321,0.256608,10.2229,10263.0,0.0,0.0,0.0,LCK,complete,2019,1
Kellin,BNK FEARX,sup,15.07,2025,2025-04-18 09:10:00,288.0,-544.0,-7.0,3925.0,3284.0,12.0,3,3,8,16,243.7444,0.069834,611.0847,920.5349,132,3.9227,74,15,2.1991,0.4458,21,4769,141.7236,0.106697,0.7132,1070.0,0.0,0.0,0.0,LCK,complete,2019,1
Doran,T1,top,15.07,2025,2025-04-18 09:10:00,-2318.0,-1831.0,-49.0,4137.0,5754.0,97.0,2,6,4,10,605.9435,0.222885,1142.1991,901.2184,46,1.367,13,12,0.3863,0.3566,6,7730,229.7177,0.224345,7.9049,2859.0,0.0,0.0,0.0,LCK,complete,2019,0
Oner,T1,jng,15.07,2025,2025-04-18 09:10:00,-714.0,-646.0,-2.0,4638.0,5394.0,102.0,1,4,7,10,503.2095,0.185097,1747.6374,1700.9212,33,0.9807,9,7,0.2675,0.208,7,5584,165.9435,0.16206,5.4681,0.0,0.0,1.0,0.0,LCK,complete,2019,0
Faker,T1,mid,15.07,2025,2025-04-18 09:10:00,37.0,-32.0,0.0,5764.0,8043.0,153.0,3,1,4,10,802.4963,0.295184,718.0386,423.9822,46,1.367,15,13,0.4458,0.3863,4,9927,295.0074,0.288111,9.9554,3114.0,0.0,0.0,0.0,LCK,complete,2019,0
Smash,T1,bot,15.07,2025,2025-04-18 09:10:00,-363.0,-1022.0,-18.0,5345.0,5371.0,121.0,3,3,3,10,588.2318,0.21637,672.9866,325.4978,39,1.159,12,7,0.3566,0.208,4,7899,234.74,0.22925,8.5587,589.0,1.0,0.0,0.0,LCK,complete,2019,0
Keria,T1,sup,15.07,2025,2025-04-18 09:10:00,-288.0,544.0,7.0,3637.0,3828.0,19.0,1,2,9,10,218.7519,0.0804639,378.0386,358.7221,137,4.0713,64,15,1.9019,0.4458,18,3316,98.5438,0.0962333,0.951,273.0,0.0,1.0,0.0,LCK,complete,2019,0
Doran,T1,top,15.07,2025,2025-04-18 10:05:30,-449.0,-28.0,-6.0,4753.0,7542.0,128.0,0,5,3,3,623.4813,0.243819,1073.1659,741.8692,29,1.0164,10,7,0.3505,0.2453,6,6586,230.8178,0.230401,8.7617,7227.0,0.0,0.0,0.0,LCK,complete,1712,0
Oner,T1,jng,15.07,2025,2025-04-18 10:05:30,-1060.0,-412.0,-4.0,5014.0,6494.0,122.0,1,2,2,3,222.6168,0.0870566,940.5491,1043.5164,28,0.9813,13,2,0.4556,0.0701,3,6111,214.1706,0.213784,7.7103,0.0,0.0,0.0,0.0,LCK,complete,1712,0
Faker,T1,mid,15.07,2025,2025-04-18 10:05:30,-266.0,174.0,3.0,5199.0,7780.0,148.0,1,2,1,3,909.8481,0.355806,737.2079,786.9743,26,0.9112,14,2,0.4907,0.0701,4,6352,222.6168,0.222215,8.7266,764.0,0.0,0.0,0.0,LCK,complete,1712,0
Gumayusi,T1,bot,15.07,2025,2025-04-18 10:05:30,-735.0,-1538.0,-21.0,5355.0,5248.0,130.0,1,3,1,3,507.4766,0.198454,430.0935,275.222,25,0.8762,12,7,0.4206,0.2453,4,7205,252.5117,0.252056,9.5678,5459.0,0.0,0.0,1.0,LCK,complete,1712,0
Keria,T1,sup,15.07,2025,2025-04-18 10:05:30,65.0,40.0,-2.0,3353.0,3310.0,15.0,0,2,2,3,293.7266,0.114865,354.5678,164.8949,98,3.4346,57,9,1.9977,0.3154,16,2331,81.6939,0.0815446,0.8411,625.0,0.0,0.0,0.0,LCK,complete,1712,0
Clear,BNK FEARX,top,15.07,2025,2025-04-18 10:05:30,449.0,28.0,6.0,5202.0,7570.0,134.0,2,1,5,14,503.8668,0.198481,908.236,1661.3902,27,0.9463,11,6,0.3855,0.2103,5,7054,247.2196,0.179857,7.7103,1025.0,0.0,0.0,0.0,LCK,complete,1712,1
Raptor,BNK FEARX,jng,15.07,2025,2025-04-18 10:05:30,1060.0,412.0,4.0,6074.0,6906.0,126.0,7,2,2,14,391.1565,0.154083,1258.5981,698.4813,45,1.5771,9,7,0.3154,0.2453,17,8960,314.0187,0.228455,7.3598,7332.0,0.0,0.0,0.0,LCK,complete,1712,1
VicLa,BNK FEARX,mid,15.07,2025,2025-04-18 10:05:30,266.0,-174.0,-3.0,5465.0,7606.0,145.0,2,0,7,14,567.8972,0.223704,765.736,424.1706,32,1.1215,7,11,0.2453,0.3855,6,8699,304.8715,0.2218,9.5327,4041.0,0.0,0.0,0.0,LCK,complete,1712,1
Diable,BNK FEARX,bot,15.07,2025,2025-04-18 10:05:30,735.0,1538.0,21.0,6090.0,6786.0,151.0,2,0,7,14,944.5794,0.372085,529.6963,292.9206,52,1.8224,7,24,0.2453,0.8411,4,10714,375.4907,0.273178,11.4252,10060.0,1.0,0.0,0.0,LCK,complete,1712,1
Kellin,BNK FEARX,sup,15.07,2025,2025-04-18 10:05:30,-65.0,-40.0,2.0,3288.0,3270.0,17.0,1,0,10,14,131.1098,0.0516463,505.3037,614.6495,112,3.9252,58,10,2.0327,0.3505,16,3793,132.9322,0.0967098,0.9112,275.0,0.0,1.0,0.0,LCK,complete,1712,1
DuDu,DN SOOPers,top,15.07,2025,2025-04-18 11:20:55,-624.0,-346.0,-11.0,4757.0,7436.0,129.0,1,3,1,3,510.8421,0.269048,748.1754,805.9298,26,0.9123,7,8,0.2456,0.2807,1,6484,227.5088,0.250706,8.6316,0.0,0.0,0.0,0.0,LCK,complete,1710,0
Pyosik,DN SOOPers,jng,15.07,2025,2025-04-18 11:20:55,-1076.0,-1263.0,-33.0,4522.0,5357.0,95.0,0,4,1,3,157.6842,0.0830484,894.9474,682.8421,32,1.1228,10,10,0.3509,0.3509,10,4351,152.6667,0.168233,5.8947,0.0,0.0,0.0,0.0,LCK,complete,1710,0
BuLLDoG,DN SOOPers,mid,15.07,2025,2025-04-18 11:20:55,-321.0,523.0,-2.0,5241.0,7901.0,151.0,0,4,1,3,597.7895,0.314841,613.7544,357.4035,26,0.9123,16,3,0.5614,0.1053,7,5597,196.386,0.21641,8.4912,0.0,0.0,0.0,0.0,LCK,complete,1710,0
Berserker,DN SOOPers,bot,15.07,2025,2025-04-18 11:20:55,372.0,-288.0,9.0,5635.0,6487.0,161.0,1,1,2,3,428.1404,0.225491,271.614,145.1579,27,0.9474,10,5,0.3509,0.1754,3,7006,245.8246,0.270889,9.9649,306.0,0.0,1.0,0.0,LCK,complete,1710,0
Life,DN SOOPers,sup,15.07,2025,2025-04-18 11:20:55,212.0,125.0,0.0,3561.0,3292.0,22.0,1,6,1,3,204.2456,0.107571,526.4211,736.5263,94,3.2982,48,15,1.6842,0.5263,9,2425,85.0877,0.0937633,1.1228,0.0,1.0,0.0,0.0,LCK,complete,1710,0
Siwoo,Dplus Kia,top,15.07,2025,2025-04-18 11:20:55,624.0,346.0,11.0,5381.0,7782.0,140.0,4,0,5,18,567.3333,0.249452,675.8596,603.3684,38,1.3333,15,5,0.5263,0.1754,5,9274,325.4035,0.232495,9.614,11242.0,0.0,0.0,0.0,LCK,complete,1710,1
Lucid,Dplus Kia,jng,15.07,2025,2025-04-18 11:20:55,1076.0,1263.0,33.0,5598.0,6620.0,128.0,6,0,9,18,525.8246,0.231201,1368.7719,920.1053,69,2.4211,12,16,0.4211,0.5614,10,8925,313.1579,0.223746,7.4035,3964.0,0.0,0.0,0.0,LCK,complete,1710,1
ShowMaker,Dplus Kia,mid,15.07,2025,2025-04-18 11:20:55,321.0,-523.0,2.0,5562.0,7378.0,153.0,3,1,10,18,562.7368,0.247431,669.4737,469.4737,43,1.5088,10,14,0.3509,0.4912,9,7952,279.0175,0.199353,8.9123,3279.0,0.0,0.0,0.0,LCK,complete,1710,1
Aiming,Dplus Kia,bot,15.07,2025,2025-04-18 11:20:55,-372.0,288.0,-9.0,5263.0,6775.0,152.0,4,0,8,18,464.4211,0.204203,265.3333,146.4912,29,1.0175,13,7,0.4561,0.2456,5,9823,344.6667,0.246258,10.2105,3691.0,0.0,0.0,0.0,LCK,complete,1710,1
BeryL,Dplus Kia,sup,15.07,2025,2025-04-18 11:20:55,-212.0,-125.0,0.0,3349.0,3167.0,22.0,1,2,12,18,154.0,0.0677127,533.193,847.193,107,3.7544,53,15,1.8596,0.5263,18,3915,137.3684,0.0981474,1.193,240.0,0.0,0.0,1.0,LCK,complete,1710,1
DuDu,DN SOOPers,top,15.07,2025,2025-04-18 12:10:51,-10.0,89.0,-2.0,4949.0,7593.0,137.0,0,2,3,6,268.8027,0.172203,1166.4412,1644.5122,22,0.7317,7,5,0.2328,0.1663,1,5661,188.2816,0.189731,7.8825,0.0,0.0,0.0,0.0,LCK,complete,1804,0
Pyosik,DN SOOPers,jng,15.07,2025,2025-04-18 12:10:51,-97.0,85.0,11.0,4940.0,5896.0,111.0,2,2,2,6,191.3082,0.122558,956.5743,1384.9889,48,1.5965,13,13,0.4324,0.4324,11,6259,208.1707,0.209773,6.2528,0.0,0.0,0.0,0.0,LCK,complete,1804,0
BuLLDoG,DN SOOPers,mid,15.07,2025,2025-04-18 12:10:51,548.0,89.0,-5.0,5918.0,7903.0,147.0,3,2,3,6,464.7339,0.297722,630.0,389.3348,37,1.2306,18,5,0.5987,0.1663,9,8305,276.2195,0.278343,9.1463,3982.0,1.0,0.0,0.0,LCK,complete,1804,0
Berserker,DN SOOPers,bot,15.07,2025,2025-04-18 12:10:51,-349.0,-140.0,0.0,5317.0,5869.0,143.0,1,4,3,6,471.9845,0.302367,483.0599,197.1619,27,0.898,9,7,0.2993,0.2328,2,6980,232.1508,0.233936,9.3792,1782.0,0.0,1.0,0.0,LCK,complete,1804,0
Life,DN SOOPers,sup,15.07,2025,2025-04-18 12:10:51,-207.0,-47.0,-13.0,3539.0,3255.0,18.0,0,3,4,6,164.1353,0.10515,532.1508,188.9468,113,3.7583,65,16,2.1619,0.5322,13,2632,87.5388,0.0882171,0.9645,507.0,0.0,1.0,0.0,LCK,complete,1804,0
Siwoo,Dplus Kia,top,15.07,2025,2025-04-18 12:10:51,10.0,-89.0,2.0,4959.0,7504.0,139.0,7,0,4,13,1115.0554,0.370191,602.7273,901.3304,28,0.9313,10,3,0.3326,0.0998,3,9072,301.7295,0.236798,8.6807,919.0,0.0,0.0,0.0,LCK,complete,1804,1
Lucid,Dplus Kia,jng,15.07,2025,2025-04-18 12:10:51,97.0,-85.0,-11.0,5037.0,5811.0,100.0,0,1,12,13,261.02,0.086657,360.765,449.3348,49,1.6297,14,8,0.4656,0.2661,14,5854,194.7007,0.152804,5.2217,66.0,0.0,0.0,0.0,LCK,complete,1804,1
ShowMaker,Dplus Kia,mid,15.07,2025,2025-04-18 12:10:51,-548.0,-89.0,5.0,5370.0,7814.0,152.0,1,0,5,13,677.694,0.22499,374.102,267.1397,45,1.4967,16,9,0.5322,0.2993,5,9831,326.9734,0.256609,11.1419,10236.0,0.0,0.0,0.0,LCK,complete,1804,1
Aiming,Dplus Kia,bot,15.07,2025,2025-04-18 12:10:51,349.0,140.0,0.0,5666.0,6009.0,143.0,4,1,5,13,766.663,0.254527,332.3614,502.0177,49,1.6297,12,14,0.3991,0.4656,2,9963,331.3636,0.260054,10.3769,5366.0,0.0,0.0,0.0,LCK,complete,1804,1
BeryL,Dplus Kia,sup,15.07,2025,2025-04-18 12:10:51,207.0,47.0,13.0,3746.0,3302.0,31.0,1,4,6,13,191.6741,0.0636346,600.0,808.7029,130,4.3237,62,19,2.0621,0.6319,21,3591,119.4346,0.0937362,1.4302,646.0,0.0,0.0,1.0,LCK,complete,1804,1
Kiin,Gen.G,top,15.07,2025,2025-04-19 06:05:24,978.0,1049.0,20.0,5756.0,8181.0,148.0,6,3,6,20,770.374,0.261321,606.7618,355.8366,40,1.1811,9,8,0.2657,0.2362,4,9595,283.3169,0.213298,8.2677,4920.0,1.0,0.0,0.0,LCK,complete,2032,1
Canyon,Gen.G,jng,15.07,2025,2025-04-19 06:05:24,601.0,1207.0,20.0,5180.0,6803.0,127.0,0,3,5,20,162.4606,0.0551087,1177.1752,1688.2087,70,2.0669,13,18,0.3839,0.5315,12,7390,218.2087,0.164281,7.4409,3993.0,0.0,1.0,0.0,LCK,complete,2032,1
Chovy,Gen.G,mid,15.07,2025,2025-04-19 06:05:24,331.0,331.0,2.0,5662.0,8443.0,160.0,3,0,12,20,921.7028,0.312653,672.6083,458.6811,48,1.4173,9,16,0.2657,0.4724,4,10418,307.6181,0.231593,9.5669,5953.0,0.0,0.0,0.0,LCK,complete,2032,1
Ruler,Gen.G,bot,15.07,2025,2025-04-19 06:05:24,411.0,448.0,17.0,5766.0,6627.0,156.0,11,0,7,20,875.5512,0.296998,490.8661,294.4783,49,1.4469,15,11,0.4429,0.3248,8,13103,386.8996,0.29128,9.7441,10545.0,0.0,1.0,0.0,LCK,complete,2032,1
Duro,Gen.G,sup,15.07,2025,2025-04-19 06:05:24,542.0,-542.0,0.0,3537.0,2796.0,18.0,0,1,16,20,217.9134,0.073919,482.1555,622.2047,153,4.5177,59,24,1.7421,0.7087,14,4478,132.2244,0.0995478,0.9744,1335.0,0.0,1.0,0.0,LCK,complete,2032,1
Morgan,HANJIN BRION,top,15.07,2025,2025-04-19 06:05:24,-978.0,-1049.0,-20.0,4778.0,7132.0,128.0,1,3,2,7,298.3465,0.140673,709.1339,612.1949,35,1.0335,16,3,0.4724,0.0886,4,6912,204.0945,0.208645,7.8248,0.0,0.0,0.0,0.0,LCK,complete,2032,0
HamBak,HANJIN BRION,jng,15.07,2025,2025-04-19 06:05:24,-601.0,-1207.0,-20.0,4579.0,5596.0,107.0,1,5,4,7,516.939,0.243742,1053.9567,734.0256,51,1.5059,9,11,0.2657,0.3248,8,5274,155.7283,0.159201,5.6398,0.0,0.0,0.0,1.0,LCK,complete,2032,0
Clozer,HANJIN BRION,mid,15.07,2025,2025-04-19 06:05:24,-331.0,-331.0,-2.0,5331.0,8112.0,158.0,2,2,3,7,577.1161,0.272116,623.3858,417.4902,29,0.8563,16,3,0.4724,0.0886,5,8066,238.1693,0.243479,9.4783,408.0,0.0,0.0,0.0,LCK,complete,2032,0
Hype,HANJIN BRION,bot,15.07,2025,2025-04-19 06:05:24,-411.0,-448.0,-17.0,5355.0,6179.0,139.0,3,3,4,7,645.1772,0.304207,522.9626,219.2421,52,1.5354,15,14,0.4429,0.4134,5,10720,316.5354,0.323591,10.128,0.0,0.0,0.0,0.0,LCK,complete,2032,0
Pollu,HANJIN BRION,sup,15.07,2025,2025-04-19 06:05:24,-542.0,542.0,0.0,2995.0,3338.0,18.0,0,7,4,7,83.2677,0.0392615,778.6417,754.6358,106,3.1299,62,9,1.8307,0.2657,19,2156,63.6614,0.0650833,0.7087,0.0,0.0,0.0,0.0,LCK,complete,2032,0
Morgan,HANJIN BRION,top,15.07,2025,2025-04-19 07:01:15,-147.0,-177.0,-6.0,4889.0,7476.0,133.0,0,4,1,5,657.1875,0.27764,1234.9306,2142.0833,17,0.5903,8,1,0.2778,0.0347,4,5841,202.8125,0.201894,8.0903,610.0,0.0,0.0,0.0,LCK,complete,1728,0
HamBak,HANJIN BRION,jng,15.07,2025,2025-04-19 07:01:15,242.0,183.0,6.0,5013.0,6231.0,119.0,1,3,3,5,480.4167,0.20296,1315.4167,612.0833,34,1.1806,6,7,0.2083,0.2431,6,5556,192.9167,0.192044,7.0486,0.0,0.0,1.0,0.0,LCK,complete,1728,0
Clozer,HANJIN BRION,mid,15.07,2025,2025-04-19 07:01:15,-17.0,-223.0,-7.0,5181.0,6932.0,131.0,2,4,0,5,681.3542,0.28785,1040.2083,935.4514,24,0.8333,13,5,0.4514,0.1736,3,7890,273.9583,0.272714,9.9653,2637.0,1.0,0.0,0.0,LCK,complete,1728,0
Hype,HANJIN BRION,bot,15.07,2025,2025-04-19 07:01:15,-507.0,-255.0,-10.0,5442.0,6212.0,134.0,2,3,2,5,387.3611,0.163647,389.6181,267.9167,31,1.0764,10,9,0.3472,0.3125,3,6960,241.6667,0.24057,9.0972,1235.0,0.0,0.0,0.0,LCK,complete,1728,0
Pollu,HANJIN BRION,sup,15.07,2025,2025-04-19 07:01:15,205.0,-286.0,3.0,3630.0,2583.0,20.0,0,7,4,5,160.7292,0.0679028,606.8403,788.1944,104,3.6111,51,14,1.7708,0.4861,15,2684,93.1944,0.0927776,1.0417,552.0,0.0,1.0,0.0,LCK,complete,1728,0
Kiin,Gen.G,top,15.07,2025,2025-04-19 07:01:15,147.0,177.0,6.0,5036.0,7653.0,139.0,4,0,8,21,830.2083,0.247526,1009.2014,711.7708,40,1.3889,11,8,0.3819,0.2778,5,8584,298.0556,0.20321,9.0625,3918.0,0.0,0.0,0.0,LCK,complete,1728,1
Canyon,Gen.G,jng,15.07,2025,2025-04-19 07:01:15,-242.0,-183.0,-6.0,4771.0,6048.0,113.0,3,1,8,21,578.9583,0.172616,1382.4653,994.0972,42,1.4583,12,8,0.4167,0.2778,11,8168,283.6111,0.193362,7.4306,4754.0,0.0,0.0,1.0,LCK,complete,1728,1
Chovy,Gen.G,mid,15.07,2025,2025-04-19 07:01:15,17.0,223.0,7.0,5198.0,7155.0,138.0,6,0,12,21,1058.6111,0.315624,604.6875,693.75,31,1.0764,13,9,0.4514,0.3125,3,10493,364.3403,0.2484,9.1667,8959.0,0.0,0.0,0.0,LCK,complete,1728,1
Ruler,Gen.G,bot,15.07,2025,2025-04-19 07:01:15,507.0,255.0,10.0,5949.0,6467.0,144.0,7,1,5,21,628.8194,0.187482,298.9583,383.75,38,1.3194,15,9,0.5208,0.3125,9,10782,374.375,0.255242,10.5556,10272.0,0.0,0.0,0.0,LCK,complete,1728,1
Duro,Gen.G,sup,15.07,2025,2025-04-19 07:01:15,-205.0,286.0,-3.0,3425.0,2869.0,17.0,1,3,18,21,257.4306,0.0767527,461.875,664.9653,91,3.1597,47,13,1.6319,0.4514,11,4215,146.3542,0.0997855,0.9722,95.0,0.0,0.0,0.0,LCK,complete,1728,1
Kingen,Nongshim RedForce,top,15.07,2025,2025-04-19 08:15:16,311.0,-181.0,4.0,5467.0,7850.0,148.0,2,4,0,4,584.76,0.291727,485.2,339.6,16,0.64,7,1,0.28,0.04,1,7257,290.28,0.290854,9.32,8441.0,0.0,0.0,0.0,LCK,complete,1500,0
GIDEON,Nongshim RedForce,jng,15.07,2025,2025-04-19 08:15:16,-530.0,-1041.0,-12.0,5245.0,5767.0,109.0,1,1,3,4,284.2,0.141782,715.52,352.0,50,2.0,10,12,0.4,0.48,8,5268,210.72,0.211141,6.76,4378.0,0.0,0.0,0.0,LCK,complete,1500,0
Calix,Nongshim RedForce,mid,15.07,2025,2025-04-19 08:15:16,-363.0,147.0,-2.0,4915.0,7300.0,128.0,0,3,1,4,429.12,0.21408,963.16,506.76,23,0.92,1,9,0.04,0.36,1,4575,183.0,0.183368,7.8,0.0,0.0,0.0,0.0,LCK,complete,1500,0
Jiwoo,Nongshim RedForce,bot,15.07,2025,2025-04-19 08:15:16,-1103.0,-103.0,-2.0,4925.0,5614.0,128.0,0,2,2,4,349.6,0.174409,299.6,147.96,34,1.36,13,9,0.52,0.36,5,5369,214.76,0.215189,9.16,0.0,0.0,0.0,0.0,LCK,complete,1500,0
Lehends,Nongshim RedForce,sup,15.07,2025,2025-04-19 08:15:16,-173.0,402.0,-6.0,3723.0,3677.0,20.0,1,3,2,4,356.8,0.178001,434.32,160.32,81,3.24,45,13,1.8,0.52,13,2481,99.24,0.0994469,1.24,0.0,0.0,0.0,1.0,LCK,complete,1500,0
Zeus,Hanwha Life Esports,top,15.07,2025,2025-04-19 08:15:16,-311.0,181.0,-4.0,5156.0,8031.0,144.0,1,1,4,13,658.12,0.303751,578.8,598.0,30,1.2,13,1,0.52,0.04,3,6091,243.64,0.194,9.4,2866.0,0.0,0.0,0.0,LCK,complete,1500,1
Peanut,Hanwha Life Esports,jng,15.07,2025,2025-04-19 08:15:16,530.0,1041.0,12.0,5775.0,6808.0,121.0,2,1,6,13,507.68,0.234317,1428.92,859.96,41,1.64,9,12,0.36,0.48,7,6374,254.96,0.203013,7.44,4103.0,0.0,0.0,0.0,LCK,complete,1500,1
Zeka,Hanwha Life Esports,mid,15.07,2025,2025-04-19 08:15:16,363.0,-147.0,2.0,5278.0,7153.0,130.0,7,2,0,13,502.12,0.231751,468.48,268.08,30,1.2,13,4,0.52,0.16,6,7681,307.24,0.244638,9.12,4964.0,0.0,0.0,0.0,LCK,complete,1500,1
Viper,Hanwha Life Esports,bot,15.07,2025,2025-04-19 08:15:16,1103.0,103.0,2.0,6028.0,5717.0,130.0,2,0,5,13,331.28,0.1529,312.92,150.16,38,1.52,12,8,0.48,0.32,5,7772,310.88,0.247537,8.68,4119.0,0.0,1.0,0.0,LCK,complete,1500,1
Delight,Hanwha Life Esports,sup,15.07,2025,2025-04-19 08:15:16,173.0,-402.0,6.0,3896.0,3275.0,26.0,1,0,9,13,167.44,0.077281,389.04,416.48,97,3.88,45,17,1.8,0.68,14,3479,139.16,0.110812,1.56,1896.0,1.0,0.0,0.0,LCK,complete,1500,1
Kingen,Nongshim RedForce,top,15.07,2025,2025-04-19 09:02:12,-1967.0,-780.0,-15.0,4678.0,6266.0,87.0,2,6,2,11,653.1356,0.275944,1049.6731,664.6126,23,0.8354,11,3,0.3995,0.109,5,4799,174.2978,0.196086,6.4649,1912.0,0.0,0.0,0.0,LCK,complete,1652,0
GIDEON,Nongshim RedForce,jng,15.07,2025,2025-04-19 09:02:12,-908.0,-1046.0,-3.0,5293.0,5395.0,101.0,2,6,7,11,427.1913,0.180485,1606.4528,1106.8402,31,1.1259,9,5,0.3269,0.1816,8,4758,172.8087,0.194411,5.23,90.0,0.0,0.0,1.0,LCK,complete,1652,0
Calix,Nongshim RedForce,mid,15.07,2025,2025-04-19 09:02:12,-339.0,73.0,-18.0,5191.0,7050.0,121.0,3,3,5,11,475.7506,0.201,742.6271,700.1695,18,0.6538,9,3,0.3269,0.109,5,7505,272.5787,0.306645,8.3535,0.0,0.0,0.0,0.0,LCK,complete,1652,0
Jiwoo,Nongshim RedForce,bot,15.07,2025,2025-04-19 09:02:12,-66.0,-716.0,-21.0,5121.0,4940.0,101.0,4,8,4,11,594.0799,0.250994,687.0581,290.23,29,1.0533,9,8,0.3269,0.2906,4,5157,187.3002,0.210713,6.5375,0.0,0.0,0.0,0.0,LCK,complete,1652,0
Lehends,Nongshim RedForce,sup,15.07,2025,2025-04-19 09:02:12,170.0,-264.0,-4.0,3741.0,3422.0,22.0,0,8,5,11,216.7554,0.0915773,881.0775,727.8814,74,2.6877,46,5,1.6707,0.1816,12,2255,81.9007,0.0921456,1.0169,1061.0,0.0,0.0,0.0,LCK,complete,1652,0
Zeus,Hanwha Life Esports,top,15.07,2025,2025-04-19 09:02:12,1967.0,780.0,15.0,6645.0,7046.0,102.0,9,1,8,31,881.0775,0.22492,811.3801,885.5811,33,1.1985,14,4,0.5085,0.1453,4,8430,306.1743,0.239473,6.4649,10150.0,0.0,0.0,0.0,LCK,complete,1652,1
Peanut,Hanwha Life Esports,jng,15.07,2025,2025-04-19 09:02:12,908.0,1046.0,3.0,6201.0,6441.0,104.0,7,2,16,31,760.8596,0.194231,1271.586,2053.6562,44,1.5981,8,11,0.2906,0.3995,6,7388,268.3293,0.209874,5.8475,1226.0,1.0,0.0,0.0,LCK,complete,1652,1
Zeka,Hanwha Life Esports,mid,15.07,2025,2025-04-19 09:02:12,339.0,-73.0,18.0,5530.0,6977.0,139.0,5,2,10,31,921.6465,0.235277,530.4479,371.0048,35,1.2712,8,12,0.2906,0.4358,4,7715,280.2058,0.219163,7.845,5582.0,0.0,1.0,0.0,LCK,complete,1652,1
Viper,Hanwha Life Esports,bot,15.07,2025,2025-04-19 09:02:12,66.0,716.0,21.0,5187.0,5656.0,122.0,10,1,12,31,1040.8475,0.265706,349.0678,275.7385,22,0.799,13,3,0.4722,0.109,4,8180,297.0944,0.232372,7.4455,1665.0,0.0,0.0,0.0,LCK,complete,1652,1
Delight,Hanwha Life Esports,sup,15.07,2025,2025-04-19 09:02:12,-170.0,264.0,4.0,3571.0,3686.0,26.0,0,5,15,31,312.8571,0.0798657,462.8935,655.1332,86,3.1235,40,9,1.4528,0.3269,8,3489,126.7191,0.0991183,1.1622,3232.0,0.0,0.0,0.0,LCK,complete,1652,1
Siwoo,Dplus Kia,top,15.07,2025,2025-04-20 06:08:09,474.0,-100.0,12.0,5435.0,7449.0,147.0,1,3,6,12,650.9305,0.336102,827.8632,646.3847,62,1.3682,17,15,0.3751,0.331,7,10860,239.6469,0.22396,8.8709,3462.0,0.0,1.0,0.0,LCK,complete,2719,0
Lucid,Dplus Kia,jng,15.07,2025,2025-04-20 06:08:09,-275.0,-1471.0,-38.0,5065.0,5416.0,92.0,4,4,8,12,288.7679,0.149103,1042.4862,2009.2828,87,1.9198,23,19,0.5075,0.4193,25,8107,178.8967,0.167184,4.9651,0.0,1.0,0.0,0.0,LCK,complete,2719,0
ShowMaker,Dplus Kia,mid,15.07,2025,2025-04-20 06:08:09,-689.0,113.0,3.0,5546.0,7786.0,149.0,1,0,7,12,424.6341,0.219256,555.0938,291.8352,68,1.5006,11,18,0.2427,0.3972,10,11585,255.6455,0.238912,9.3122,1768.0,0.0,0.0,0.0,LCK,complete,2719,0
Aiming,Dplus Kia,bot,15.07,2025,2025-04-20 06:08:09,-72.0,-163.0,2.0,5075.0,5984.0,141.0,5,1,3,12,349.2093,0.180311,392.7032,304.1707,60,1.324,20,19,0.4413,0.4193,4,13923,307.238,0.287129,9.9081,3932.0,0.0,0.0,0.0,LCK,complete,2719,0
BeryL,Dplus Kia,sup,15.07,2025,2025-04-20 06:08:09,-6.0,17.0,-5.0,3226.0,3306.0,18.0,1,3,7,12,223.1629,0.115228,582.0596,210.2979,186,4.1045,87,30,1.9198,0.662,32,4016,88.6208,0.0828151,1.1254,189.0,0.0,0.0,0.0,LCK,complete,2719,0
Rich,DRX,top,15.07,2025,2025-04-20 06:08:09,-474.0,100.0,-12.0,4961.0,7549.0,135.0,1,1,3,11,555.6896,0.222511,558.5804,742.5745,47,1.0371,12,9,0.2648,0.1986,3,9897,218.3965,0.201955,7.6572,4569.0,0.0,0.0,1.0,LCK,complete,2719,1
