playername,teamname,position,patch,year,date,golddiffat15,xpdiffat15,csdiffat15,goldat15,xpat15,csat15,kills,deaths,assists,teamkills,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,visionscore,vspm,wardsplaced,wardskilled,wpm,wcpm,controlwardsbought,earnedgold,earned gpm,earnedgoldshare,cspm,damagetotowers,firstbloodkill,firstbloodassist,firstbloodvictim,league,datacompleteness,gamelength,result
DuDu,DN SOOPers,top,16.01,2026,2026-01-14 09:06:16,-279.0,-212.0,3.0,5450.0,9078.0,153.0,0,2,0,0,668.3636,0.274804,1018.8727,1868.7273,29,1.0545,10,3,0.3636,0.1091,5,5893,214.2909,0.224896,9.9636,2518.0,0.0,0.0,0.0,LCK,complete,1650,0
Pyosik,DN SOOPers,jng,16.01,2026,2026-01-14 09:06:16,-635.0,637.0,13.0,5474.0,7503.0,138.0,0,3,0,0,547.5273,0.225121,1140.9091,776.2545,57,2.0727,12,16,0.4364,0.5818,12,5439,197.7818,0.207571,7.4545,3000.0,0.0,0.0,0.0,LCK,complete,1650,0
Clozer,DN SOOPers,mid,16.01,2026,2026-01-14 09:06:16,-1026.0,-539.0,-12.0,5145.0,7871.0,155.0,0,3,0,0,643.8545,0.264727,551.4909,682.3273,33,1.2,13,7,0.4727,0.2545,5,5656,205.6727,0.215852,10.1091,1915.0,0.0,0.0,1.0,LCK,complete,1650,0
deokdam,DN SOOPers,bot,16.01,2026,2026-01-14 09:06:16,36.0,94.0,3.0,5564.0,5515.0,139.0,0,4,0,0,392.7273,0.161474,527.8909,256.4727,33,1.2,13,3,0.4727,0.1091,5,6581,239.3091,0.251151,9.6,1392.0,0.0,0.0,0.0,LCK,complete,1650,0
Life,DN SOOPers,sup,16.01,2026,2026-01-14 09:06:16,184.0,-436.0,-11.0,3577.0,3942.0,22.0,0,2,0,0,179.6727,0.0738742,260.5091,109.1636,104,3.7818,49,15,1.7818,0.5455,9,2634,95.7818,0.10053,1.2,328.0,0.0,0.0,0.0,LCK,complete,1650,0
PerfecT,KT Rolster,top,16.01,2026,2026-01-14 09:06:16,279.0,212.0,-3.0,5729.0,9290.0,150.0,2,0,5,14,659.7455,0.248521,989.9273,851.2,38,1.3818,12,6,0.4364,0.2182,6,8904,323.7818,0.200712,10.9091,7969.0,0.0,1.0,0.0,LCK,complete,1650,1
Cuzz,KT Rolster,jng,16.01,2026,2026-01-14 09:06:16,635.0,-637.0,-13.0,6109.0,6866.0,125.0,2,0,11,14,604.0727,0.227549,1084.8727,730.8,58,2.1091,11,13,0.4,0.4727,7,9860,358.5455,0.222261,9.1273,1378.0,1.0,0.0,0.0,LCK,complete,1650,1
Bdd,KT Rolster,mid,16.01,2026,2026-01-14 09:06:16,1026.0,539.0,12.0,6171.0,8410.0,167.0,7,0,4,14,804.5818,0.303079,711.9636,570.4727,26,0.9455,12,4,0.4364,0.1455,4,10791,392.4,0.243247,11.6364,11602.0,0.0,1.0,0.0,LCK,complete,1650,1
Aiming,KT Rolster,bot,16.01,2026,2026-01-14 09:06:16,-36.0,-94.0,-3.0,5528.0,5421.0,136.0,3,0,6,14,463.4909,0.174593,425.4545,224.3636,48,1.7455,14,11,0.5091,0.4,4,11255,409.2727,0.253706,10.5455,10570.0,0.0,0.0,0.0,LCK,complete,1650,1
Ghost,KT Rolster,sup,16.01,2026,2026-01-14 09:06:16,-184.0,436.0,11.0,3393.0,4378.0,33.0,0,0,10,14,122.8,0.0462577,451.5636,318.0,91,3.3091,47,10,1.7091,0.3636,8,3552,129.1636,0.0800739,1.4545,97.0,0.0,0.0,0.0,LCK,complete,1650,1
PerfecT,KT Rolster,top,16.01,2026,2026-01-14 09:54:54,1.0,-35.0,0.0,5321.0,8993.0,143.0,3,1,5,17,658.0337,0.2672,1442.4852,1336.1402,45,1.2289,10,10,0.2731,0.2731,5,10930,298.498,0.222404,9.8589,13406.0,0.0,0.0,0.0,LCK,complete,2197,1
Cuzz,KT Rolster,jng,16.01,2026,2026-01-14 09:54:54,105.0,-353.0,7.0,5955.0,6317.0,122.0,5,3,12,17,608.9577,0.247272,962.6491,1247.7378,120,3.2772,18,37,0.4916,1.0105,14,10515,287.1643,0.213959,7.2371,3691.0,1.0,0.0,0.0,LCK,complete,2197,1
Bdd,KT Rolster,mid,16.01,2026,2026-01-14 09:54:54,594.0,-425.0,8.0,5951.0,7742.0,150.0,5,1,8,17,659.3719,0.267743,301.3655,187.8107,46,1.2563,23,5,0.6281,0.1365,9,9627,262.9131,0.19589,8.3569,5863.0,0.0,1.0,0.0,LCK,complete,2197,1
Aiming,KT Rolster,bot,16.01,2026,2026-01-14 09:54:54,-258.0,-487.0,15.0,6047.0,5635.0,146.0,4,3,4,17,403.2317,0.163735,414.2376,516.1311,50,1.3655,14,14,0.3823,0.3823,6,13460,367.5922,0.273887,11.0332,8829.0,0.0,1.0,0.0,LCK,complete,2197,1
Ghost,KT Rolster,sup,16.01,2026,2026-01-14 09:54:54,120.0,583.0,-2.0,3650.0,3853.0,23.0,0,6,12,17,133.1088,0.0540499,607.3191,471.4247,162,4.4242,63,23,1.7205,0.6281,14,4613,125.9809,0.0938599,1.0378,353.0,0.0,1.0,0.0,LCK,complete,2197,1
DuDu,DN SOOPers,top,16.01,2026,2026-01-14 09:54:54,-1.0,35.0,0.0,5320.0,9028.0,143.0,4,1,5,14,1190.0865,0.400252,867.3919,1505.2162,38,1.0378,12,4,0.3277,0.1092,5,10959,299.2899,0.247949,10.5143,7735.0,0.0,0.0,0.0,LCK,complete,2197,0
Pyosik,DN SOOPers,jng,16.01,2026,2026-01-14 09:54:54,-105.0,353.0,-7.0,5850.0,6670.0,115.0,3,4,9,14,408.9395,0.137535,850.2139,531.1516,68,1.8571,15,16,0.4096,0.437,15,8865,242.1029,0.20057,6.9914,0.0,0.0,0.0,1.0,LCK,complete,2197,0
Clozer,DN SOOPers,mid,16.01,2026,2026-01-14 09:54:54,-594.0,425.0,-8.0,5357.0,8167.0,142.0,4,3,6,14,551.9618,0.185637,565.0432,389.9863,39,1.0651,16,6,0.437,0.1639,6,9551,260.8375,0.216092,9.0396,8484.0,0.0,0.0,0.0,LCK,complete,2197,0
deokdam,DN SOOPers,bot,16.01,2026,2026-01-14 09:54:54,258.0,487.0,-15.0,6305.0,6122.0,131.0,2,3,7,14,694.4652,0.233564,393.0997,171.3701,46,1.2563,18,10,0.4916,0.2731,7,10572,288.721,0.239193,8.6846,326.0,0.0,0.0,0.0,LCK,complete,2197,0
Life,DN SOOPers,sup,16.01,2026,2026-01-14 09:54:54,-120.0,-583.0,2.0,3530.0,3270.0,25.0,1,6,9,14,127.8926,0.043013,546.1994,570.2048,179,4.8885,99,21,2.7037,0.5735,20,4252,116.122,0.0961956,1.1197,0.0,0.0,0.0,0.0,LCK,complete,2197,0
Siwoo,Dplus Kia,top,16.01,2026,2026-01-14 11:22:18,1442.0,1314.0,32.0,6523.0,10007.0,159.0,4,3,6,22,1013.1842,0.279788,840.6357,1150.4885,32,1.1301,9,3,0.3178,0.1059,3,8964,316.5627,0.194178,10.0294,7328.0,0.0,0.0,0.0,LCK,complete,1699,1
Lucid,Dplus Kia,jng,16.01,2026,2026-01-14 11:22:18,1493.0,953.0,21.0,6588.0,7321.0,135.0,5,1,11,22,492.7487,0.136071,804.7911,1228.4638,61,2.1542,7,19,0.2472,0.671,6,9169,323.8022,0.198618,8.4756,5632.0,0.0,1.0,0.0,LCK,complete,1699,1
ShowMaker,Dplus Kia,mid,16.01,2026,2026-01-14 11:22:18,785.0,235.0,3.0,6240.0,8851.0,173.0,5,0,6,22,773.043,0.213473,522.2719,291.5597,28,0.9888,14,5,0.4944,0.1766,4,10545,372.3955,0.228423,11.3008,11921.0,0.0,0.0,0.0,LCK,complete,1699,1
Smash,Dplus Kia,bot,16.01,2026,2026-01-14 11:22:18,-130.0,473.0,8.0,6195.0,5850.0,145.0,6,1,7,22,977.0218,0.269802,562.319,296.3626,38,1.342,16,5,0.565,0.1766,7,12263,433.0665,0.265637,10.877,16794.0,0.0,0.0,0.0,LCK,complete,1699,1
Career,Dplus Kia,sup,16.01,2026,2026-01-14 11:22:18,665.0,133.0,-1.0,4349.0,4183.0,15.0,2,2,17,22,365.2619,0.100866,419.4703,390.7946,119,4.2025,55,15,1.9423,0.5297,9,5223,184.4497,0.113144,0.9888,2218.0,1.0,0.0,0.0,LCK,complete,1699,1
Casting,HANJIN BRION,top,16.01,2026,2026-01-14 11:22:18,-1442.0,-1314.0,-32.0,5081.0,8693.0,127.0,2,5,1,7,549.0406,0.259095,1363.5079,929.6292,39,1.3773,19,5,0.671,0.1766,7,5899,208.3225,0.190777,8.5109,0.0,0.0,0.0,0.0,LCK,complete,1699,0
GIDEON,HANJIN BRION,jng,16.01,2026,2026-01-14 11:22:18,-1493.0,-953.0,-21.0,5095.0,6368.0,114.0,0,5,5,7,251.442,0.118657,964.8735,553.7375,33,1.1654,9,5,0.3178,0.1766,9,4755,167.9223,0.153782,5.827,0.0,0.0,0.0,0.0,LCK,complete,1699,0
Roamer,HANJIN BRION,mid,16.01,2026,2026-01-14 11:22:18,-785.0,-235.0,-3.0,5455.0,8616.0,170.0,1,2,4,7,437.5162,0.206466,447.5103,231.2772,38,1.342,14,7,0.4944,0.2472,7,7586,267.8988,0.245332,11.1948,1132.0,0.0,0.0,0.0,LCK,complete,1699,0
Teddy,HANJIN BRION,bot,16.01,2026,2026-01-14 11:22:18,130.0,-473.0,-8.0,6325.0,5377.0,137.0,4,5,2,7,567.6869,0.267894,712.4779,354.4202,43,1.5185,14,12,0.4944,0.4238,4,9673,341.6009,0.312821,9.4291,1440.0,0.0,0.0,0.0,LCK,complete,1699,0
Namgung,HANJIN BRION,sup,16.01,2026,2026-01-14 11:22:18,-665.0,-133.0,1.0,3684.0,4050.0,16.0,0,5,5,7,313.3843,0.147888,748.1107,291.2772,87,3.0724,50,11,1.7657,0.3885,11,3008,106.2272,0.0972875,1.1654,0.0,0.0,0.0,1.0,LCK,complete,1699,0
Siwoo,Dplus Kia,top,16.01,2026,2026-01-14 12:11:18,461.0,37.0,19.0,5122.0,8736.0,144.0,2,1,6,27,701.6863,0.195128,614.5098,820.902,26,1.0196,13,2,0.5098,0.0784,4,7699,301.9216,0.182988,9.7647,10809.0,0.0,0.0,0.0,LCK,complete,1530,1
Lucid,Dplus Kia,jng,16.01,2026,2026-01-14 12:11:18,373.0,579.0,-9.0,6426.0,6656.0,113.0,9,2,12,27,978.8235,0.272195,1182.7843,820.2745,43,1.6863,8,8,0.3137,0.3137,9,9207,361.0588,0.218828,7.0196,2259.0,1.0,0.0,0.0,LCK,complete,1530,1
ShowMaker,Dplus Kia,mid,16.01,2026,2026-01-14 12:11:18,2832.0,3476.0,46.0,6965.0,9237.0,142.0,11,1,7,27,964.2353,0.268138,640.3922,294.3529,30,1.1765,9,4,0.3529,0.1569,6,9301,364.7451,0.221062,8.1961,6750.0,0.0,0.0,0.0,LCK,complete,1530,1
Smash,Dplus Kia,bot,16.01,2026,2026-01-14 12:11:18,1639.0,756.0,11.0,7180.0,6747.0,148.0,4,1,10,27,637.1373,0.177178,542.7059,331.5294,40,1.5686,13,8,0.5098,0.3137,7,11704,458.9804,0.278175,11.4902,9276.0,0.0,1.0,0.0,LCK,complete,1530,1
Career,Dplus Kia,sup,16.01,2026,2026-01-14 12:11:18,133.0,261.0,2.0,4257.0,3347.0,18.0,1,2,17,27,314.1569,0.0873619,690.4314,331.5686,121,4.7451,48,19,1.8824,0.7451,12,4163,163.2549,0.0989471,1.1373,804.0,0.0,1.0,0.0,LCK,complete,1530,1
Casting,HANJIN BRION,top,16.01,2026,2026-01-14 12:11:18,-461.0,-37.0,-19.0,4661.0,8699.0,125.0,0,3,0,7,349.3333,0.127629,950.3922,1499.5686,44,1.7255,16,5,0.6275,0.1961,6,4472,175.3725,0.172379,8.1961,1505.0,0.0,0.0,0.0,LCK,complete,1530,0
GIDEON,HANJIN BRION,jng,16.01,2026,2026-01-14 12:11:18,-373.0,-579.0,9.0,6053.0,6077.0,122.0,5,5,2,7,693.2157,0.253267,1109.1373,723.6471,41,1.6078,5,9,0.1961,0.3529,5,7555,296.2745,0.291212,7.2941,0.0,0.0,0.0,0.0,LCK,complete,1530,0
Roamer,HANJIN BRION,mid,16.01,2026,2026-01-14 12:11:18,-2832.0,-3476.0,-46.0,4133.0,5761.0,96.0,0,8,5,7,681.3725,0.24894,967.9216,793.7647,22,0.8627,9,3,0.3529,0.1176,6,4053,158.9412,0.156229,6.6667,1670.0,0.0,0.0,0.0,LCK,complete,1530,0
Teddy,HANJIN BRION,bot,16.01,2026,2026-01-14 12:11:18,-1639.0,-756.0,-11.0,5541.0,5991.0,137.0,1,4,2,7,502.1961,0.183478,486.1569,263.8039,26,1.0196,14,2,0.549,0.0784,5,6852,268.7059,0.264115,9.4118,0.0,0.0,0.0,1.0,LCK,complete,1530,0
Namgung,HANJIN BRION,sup,16.01,2026,2026-01-14 12:11:18,-133.0,-261.0,-2.0,4124.0,3086.0,16.0,1,7,4,7,510.9804,0.186687,754.5098,297.098,97,3.8039,48,10,1.8824,0.3922,14,3011,118.0784,0.116065,0.8627,0.0,0.0,0.0,0.0,LCK,complete,1530,0
Rich,Kiwoom DRX,top,16.01,2026,2026-01-15 08:05:23,77.0,6.0,18.0,5066.0,8670.0,147.0,4,4,1,7,907.2013,0.375244,620.4599,439.9888,55,1.8508,17,6,0.5721,0.2019,2,7641,257.1284,0.235542,8.0763,6236.0,0.0,0.0,0.0,LCK,complete,1783,0
Willer,Kiwoom DRX,jng,16.01,2026,2026-01-15 08:05:23,319.0,253.0,15.0,5474.0,6492.0,119.0,2,4,2,7,362.7594,0.150047,1178.8334,740.8301,45,1.5143,8,12,0.2692,0.4038,7,6736,226.6741,0.207645,6.4274,754.0,1.0,0.0,0.0,LCK,complete,1783,0
Ucal,Kiwoom DRX,mid,16.01,2026,2026-01-15 08:05:23,159.0,324.0,0.0,5611.0,8529.0,168.0,0,1,5,7,468.5586,0.193809,342.5687,302.8603,43,1.447,17,4,0.5721,0.1346,6,6960,234.212,0.21455,9.9271,5629.0,0.0,1.0,0.0,LCK,complete,1783,0
Jiwoo,Kiwoom DRX,bot,16.01,2026,2026-01-15 08:05:23,-234.0,471.0,-21.0,5617.0,6294.0,137.0,1,3,1,7,544.7448,0.225322,647.1453,359.7308,27,0.9086,9,7,0.3029,0.2356,1,7936,267.0555,0.244636,8.682,5441.0,0.0,0.0,0.0,LCK,complete,1783,0
Andil,Kiwoom DRX,sup,16.01,2026,2026-01-15 08:05:23,48.0,-591.0,1.0,3451.0,3480.0,16.0,0,4,5,7,134.369,0.0555788,1012.8323,950.0393,101,3.3988,47,9,1.5816,0.3029,12,3167,106.5732,0.0976276,0.7403,0.0,0.0,1.0,0.0,LCK,complete,1783,0
Kiin,Gen.G,top,16.01,2026,2026-01-15 08:05:23,-77.0,-6.0,-18.0,4989.0,8664.0,129.0,4,1,8,16,673.023,0.233615,1036.6573,1007.9865,44,1.4807,12,7,0.4038,0.2356,3,8558,287.9865,0.211121,8.4801,6469.0,0.0,0.0,0.0,LCK,complete,1783,1
Canyon,Gen.G,jng,16.01,2026,2026-01-15 08:05:23,-319.0,-253.0,-15.0,5155.0,6239.0,104.0,3,2,6,16,470.7796,0.163414,918.9456,605.0813,52,1.7499,13,8,0.4375,0.2692,10,7538,253.6624,0.185958,6.9321,1805.0,0.0,0.0,1.0,LCK,complete,1783,1
Chovy,Gen.G,mid,16.01,2026,2026-01-15 08:05:23,-159.0,-324.0,0.0,5452.0,8205.0,168.0,2,2,5,16,439.9215,0.152702,396.3096,300.1346,60,2.0191,17,16,0.5721,0.5384,5,8465,284.857,0.208827,9.7925,14591.0,0.0,0.0,0.0,LCK,complete,1783,1
Ruler,Gen.G,bot,16.01,2026,2026-01-15 08:05:23,234.0,-471.0,21.0,5851.0,5823.0,158.0,6,1,4,16,958.8895,0.332843,651.7891,446.1806,47,1.5816,14,12,0.4711,0.4038,6,11644,391.834,0.28725,11.1722,10357.0,0.0,0.0,0.0,LCK,complete,1783,1
Duro,Gen.G,sup,16.01,2026,2026-01-15 08:05:23,-48.0,591.0,-1.0,3403.0,4071.0,15.0,1,1,12,16,338.295,0.117426,232.4621,99.3382,109,3.668,47,10,1.5816,0.3365,12,4331,145.7431,0.106844,0.8076,2253.0,0.0,0.0,0.0,LCK,complete,1783,1
Kiin,Gen.G,top,16.01,2026,2026-01-15 08:56:47,-378.0,-831.0,1.0,4924.0,8507.0,141.0,2,1,7,34,835.6297,0.195591,752.3485,1057.8625,29,1.1845,13,4,0.531,0.1634,2,7342,299.8775,0.176468,9.3533,13904.0,0.0,0.0,0.0,LCK,complete,1469,1
Canyon,Gen.G,jng,16.01,2026,2026-01-15 08:56:47,1249.0,1352.0,15.0,5901.0,6968.0,117.0,4,1,16,34,759.3737,0.177742,982.8727,870.388,48,1.9605,14,6,0.5718,0.2451,5,8248,336.8822,0.198245,7.5153,8270.0,0.0,0.0,0.0,LCK,complete,1469,1
Chovy,Gen.G,mid,16.01,2026,2026-01-15 08:56:47,1864.0,2066.0,20.0,6809.0,9053.0,162.0,8,1,8,34,871.2457,0.203927,803.322,559.646,37,1.5112,14,3,0.5718,0.1225,5,9154,373.887,0.220022,10.4969,6699.0,0.0,0.0,0.0,LCK,complete,1469,1
Ruler,Gen.G,bot,16.01,2026,2026-01-15 08:56:47,2029.0,286.0,25.0,6893.0,6653.0,152.0,17,2,6,34,1468.9993,0.34384,659.6732,341.9469,21,0.8577,9,4,0.3676,0.1634,2,11910,486.4534,0.286267,8.8632,13759.0,1.0,0.0,0.0,LCK,complete,1469,1
Duro,Gen.G,sup,16.01,2026,2026-01-15 08:56:47,798.0,621.0,12.0,4792.0,3635.0,23.0,3,0,17,34,337.0865,0.0788998,568.5092,653.0565,120,4.9013,43,19,1.7563,0.776,15,4951,202.2192,0.118997,1.3479,275.0,0.0,1.0,0.0,LCK,complete,1469,1
Rich,Kiwoom DRX,top,16.01,2026,2026-01-15 08:56:47,378.0,831.0,-1.0,5302.0,9338.0,140.0,1,4,3,5,704.5201,0.296563,1469.3669,2427.1205,27,1.1028,10,3,0.4084,0.1225,0,4517,184.4929,0.197438,8.0871,304.0,0.0,0.0,0.0,LCK,complete,1469,0
Willer,Kiwoom DRX,jng,16.01,2026,2026-01-15 08:56:47,-1249.0,-1352.0,-15.0,4652.0,5616.0,102.0,0,5,3,5,307.3111,0.129361,861.3206,767.951,29,1.1845,10,6,0.4084,0.2451,6,3749,153.1246,0.163866,5.3914,1097.0,0.0,0.0,0.0,LCK,complete,1469,0
Ucal,Kiwoom DRX,mid,16.01,2026,2026-01-15 08:56:47,-1864.0,-2066.0,-20.0,4945.0,6987.0,142.0,0,7,2,5,403.4581,0.169833,803.853,504.4248,32,1.307,11,4,0.4493,0.1634,2,4787,195.5208,0.209241,9.2716,4921.0,0.0,0.0,0.0,LCK,complete,1469,0
Jiwoo,Kiwoom DRX,bot,16.01,2026,2026-01-15 08:56:47,-2029.0,-286.0,-25.0,4864.0,6367.0,127.0,3,8,0,5,586.8482,0.24703,774.5677,418.2437,10,0.4084,8,0,0.3268,0.0,0,7052,288.0327,0.308252,7.3519,3925.0,0.0,0.0,1.0,LCK,complete,1469,0
Andil,Kiwoom DRX,sup,16.01,2026,2026-01-15 08:56:47,-798.0,-621.0,-12.0,3994.0,3014.0,11.0,1,10,2,5,373.4786,0.157213,905.6365,513.5739,85,3.4717,37,10,1.5112,0.4084,8,2773,113.2607,0.121202,0.6535,0.0,0.0,0.0,0.0,LCK,complete,1469,0
Kingen,Nongshim RedForce,top,16.01,2026,2026-01-15 10:15:24,254.0,-386.0,-5.0,5199.0,8744.0,142.0,5,4,2,13,956.4944,0.300057,1421.5162,3334.4761,49,1.4196,17,4,0.4925,0.1159,9,8748,253.4428,0.202173,8.0541,1870.0,0.0,0.0,0.0,LCK,complete,2071,0
Sponge,Nongshim RedForce,jng,16.01,2026,2026-01-15 10:15:24,513.0,1377.0,23.0,5283.0,6639.0,119.0,1,7,8,13,334.8527,0.105045,978.5707,1425.9488,76,2.2018,16,16,0.4635,0.4635,15,7200,208.5949,0.166395,5.8233,3820.0,0.0,0.0,1.0,LCK,complete,2071,0
Scout,Nongshim RedForce,mid,16.01,2026,2026-01-15 10:15:24,-878.0,274.0,-2.0,5441.0,8485.0,164.0,3,3,6,13,758.7059,0.23801,673.1531,466.8759,31,0.8981,16,3,0.4635,0.0869,7,9884,286.3544,0.228428,8.9522,4882.0,0.0,0.0,0.0,LCK,complete,2071,0
Taeyoon,Nongshim RedForce,bot,16.01,2026,2026-01-15 10:15:24,-57.0,-233.0,14.0,6612.0,5225.0,140.0,4,9,6,13,774.3216,0.242909,740.5118,510.3911,50,1.4486,17,14,0.4925,0.4056,7,13033,377.5857,0.301207,9.0101,17954.0,0.0,0.0,0.0,LCK,complete,2071,0
Lehends,Nongshim RedForce,sup,16.01,2026,2026-01-15 10:15:24,246.0,-16.0,-1.0,3751.0,4074.0,22.0,0,3,10,13,363.3317,0.113979,548.6625,286.3834,151,4.3747,72,18,2.0859,0.5215,16,4405,127.6195,0.101798,1.0719,831.0,0.0,0.0,0.0,LCK,complete,2071,0
Clear,BNK FEARX,top,16.01,2026,2026-01-15 10:15:24,-254.0,386.0,5.0,4945.0,9130.0,147.0,0,4,11,26,678.5997,0.178352,1470.3621,1203.8242,47,1.3617,17,2,0.4925,0.0579,4,7878,228.2376,0.155484,7.9961,11323.0,0.0,0.0,0.0,LCK,complete,2071,1
Raptor,BNK FEARX,jng,16.01,2026,2026-01-15 10:15:24,-513.0,-1377.0,-23.0,4770.0,5262.0,96.0,3,2,14,26,433.8484,0.114026,701.7479,1584.0753,71,2.057,14,19,0.4056,0.5505,12,7377,213.7228,0.145595,4.8382,856.0,0.0,1.0,0.0,LCK,complete,2071,1
VicLa,BNK FEARX,mid,16.01,2026,2026-01-15 10:15:24,878.0,-274.0,2.0,6319.0,8211.0,166.0,7,3,12,26,946.5572,0.248778,663.7953,353.0179,56,1.6224,14,9,0.4056,0.2607,7,12238,354.5534,0.24154,9.2999,6595.0,0.0,1.0,0.0,LCK,complete,2071,1
Diable,BNK FEARX,bot,16.01,2026,2026-01-15 10:15:24,57.0,233.0,-14.0,6669.0,5458.0,126.0,16,3,7,26,1487.3105,0.390901,823.8049,642.762,50,1.4486,15,13,0.4346,0.3766,2,18236,528.3245,0.359926,9.6185,11494.0,1.0,0.0,0.0,LCK,complete,2071,1
Kellin,BNK FEARX,sup,16.01,2026,2026-01-15 10:15:24,-246.0,16.0,1.0,3505.0,4090.0,23.0,0,1,23,26,258.5128,0.0679433,380.7436,165.0507,126,3.6504,67,14,1.9411,0.4056,12,4938,143.0613,0.0974554,0.9271,1040.0,0.0,0.0,0.0,LCK,complete,2071,1
Clear,BNK FEARX,top,16.01,2026,2026-01-15 11:14:42,540.0,186.0,25.0,5373.0,8733.0,140.0,2,4,5,19,963.1871,0.246031,603.291,437.7367,44,1.5242,16,4,0.5543,0.1386,3,8331,288.6028,0.194754,9.4226,11383.0,0.0,0.0,0.0,LCK,complete,1732,1
Raptor,BNK FEARX,jng,16.01,2026,2026-01-15 11:14:42,226.0,335.0,14.0,5904.0,7117.0,129.0,5,2,9,19,807.2979,0.206212,1006.5589,828.9145,54,1.8707,11,7,0.3811,0.2425,9,9549,330.7968,0.223227,7.8291,2430.0,0.0,0.0,0.0,LCK,complete,1732,1
VicLa,BNK FEARX,mid,16.01,2026,2026-01-15 11:14:42,274.0,613.0,-6.0,5548.0,8358.0,144.0,8,1,3,19,983.8684,0.251314,939.8037,933.3949,46,1.5935,15,6,0.5196,0.2079,4,9251,320.4734,0.216261,9.2148,7025.0,0.0,0.0,1.0,LCK,complete,1732,1
Diable,BNK FEARX,bot,16.01,2026,2026-01-15 11:14:42,-153.0,-125.0,2.0,5997.0,6272.0,150.0,3,0,8,19,798.9838,0.204088,504.8383,252.2286,33,1.1432,17,7,0.5889,0.2425,5,11442,396.3741,0.267479,10.9122,13137.0,0.0,0.0,0.0,LCK,complete,1732,1
