playername,teamname,position,patch,year,date,golddiffat15,xpdiffat15,csdiffat15,goldat15,xpat15,csat15,kills,deaths,assists,teamkills,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,visionscore,vspm,wardsplaced,wardskilled,wpm,wcpm,controlwardsbought,earnedgold,earned gpm,earnedgoldshare,cspm,damagetotowers,firstbloodkill,firstbloodassist,firstbloodvictim,league,datacompleteness,gamelength,result
Zeus,Hanwha Life Esports,top,16.01,2026,2026-01-22 09:06:13,-797.0,-708.0,-14.0,5104.0,7886.0,124.0,1,3,5,12,462.4425,0.20145,1047.0402,1066.3793,39,1.1207,12,5,0.3448,0.1437,5,7978,229.2529,0.193608,7.5287,18061.0,0.0,0.0,0.0,LCK,complete,2088,0
Kanavi,Hanwha Life Esports,jng,16.01,2026,2026-01-22 09:06:13,-593.0,-1657.0,-23.0,5646.0,5889.0,108.0,4,5,1,12,394.1667,0.171707,1053.1034,736.4943,72,2.069,10,21,0.2874,0.6034,9,8502,244.3103,0.206324,6.7816,217.0,0.0,0.0,0.0,LCK,complete,2088,0
Zeka,Hanwha Life Esports,mid,16.01,2026,2026-01-22 09:06:13,1988.0,1207.0,35.0,7246.0,8686.0,164.0,6,1,3,12,681.954,0.297073,429.2529,228.5057,58,1.6667,12,14,0.3448,0.4023,11,9099,261.4655,0.220812,8.2759,4946.0,1.0,0.0,0.0,LCK,complete,2088,0
Gumayusi,Hanwha Life Esports,bot,16.01,2026,2026-01-22 09:06:13,-3009.0,-1265.0,-36.0,5066.0,5480.0,109.0,1,6,7,12,571.3506,0.248892,567.4138,342.7586,41,1.1782,16,10,0.4598,0.2874,7,11631,334.2241,0.282259,9.7126,2065.0,0.0,0.0,0.0,LCK,complete,2088,0
Delight,Hanwha Life Esports,sup,16.01,2026,2026-01-22 09:06:13,-454.0,8.0,14.0,4062.0,3865.0,28.0,0,5,8,12,185.6609,0.0808778,614.4253,557.7874,158,4.5402,80,17,2.2989,0.4885,23,3997,114.8563,0.0969966,1.092,152.0,0.0,0.0,0.0,LCK,complete,2088,0
Casting,HANJIN BRION,top,16.01,2026,2026-01-22 09:06:13,797.0,708.0,14.0,5901.0,8594.0,138.0,3,3,5,20,736.9828,0.249336,759.8563,1085.9483,65,1.8678,25,7,0.7184,0.2011,10,8843,254.1092,0.1855,8.0747,7705.0,0.0,0.0,0.0,LCK,complete,2088,1
GIDEON,HANJIN BRION,jng,16.01,2026,2026-01-22 09:06:13,593.0,1657.0,23.0,6239.0,7546.0,131.0,3,1,7,20,451.7529,0.152837,948.9368,775.0575,68,1.954,12,19,0.3448,0.546,10,9676,278.046,0.202975,7.7011,4555.0,0.0,0.0,0.0,LCK,complete,2088,1
Roamer,HANJIN BRION,mid,16.01,2026,2026-01-22 09:06:13,-1988.0,-1207.0,-35.0,5258.0,7479.0,129.0,4,3,8,20,578.3621,0.195672,428.4195,191.4368,44,1.2644,19,4,0.546,0.1149,7,8512,244.5977,0.178557,7.6724,3374.0,0.0,0.0,1.0,LCK,complete,2088,1
Teddy,HANJIN BRION,bot,16.01,2026,2026-01-22 09:06:13,3009.0,1265.0,36.0,8075.0,6745.0,145.0,7,3,8,20,700.3736,0.236951,500.0575,322.3851,43,1.2356,17,7,0.4885,0.2011,5,14431,414.6839,0.302722,10.2586,12481.0,0.0,0.0,0.0,LCK,complete,2088,1
Namgung,HANJIN BRION,sup,16.01,2026,2026-01-22 09:06:13,454.0,-8.0,-14.0,4516.0,3857.0,14.0,3,2,13,20,488.3046,0.165204,573.7069,217.0115,176,5.0575,87,21,2.5,0.6034,16,6209,178.4195,0.130246,1.0632,2453.0,0.0,0.0,0.0,LCK,complete,2088,1
Casting,HANJIN BRION,top,16.01,2026,2026-01-22 10:02:22,-1461.0,-1245.0,-27.0,4653.0,8235.0,127.0,1,3,1,4,569.7067,0.311113,952.789,1341.1156,43,1.4836,17,5,0.5865,0.1725,6,5238,180.7246,0.170391,7.8666,0.0,0.0,0.0,1.0,LCK,complete,1739,0
GIDEON,HANJIN BRION,jng,16.01,2026,2026-01-22 10:02:22,-340.0,-377.0,-14.0,5121.0,6450.0,120.0,1,1,1,4,172.927,0.0944342,633.2605,471.1673,57,1.9666,8,11,0.276,0.3795,8,6469,223.1972,0.210436,7.4871,3123.0,0.0,0.0,0.0,LCK,complete,1739,0
Roamer,HANJIN BRION,mid,16.01,2026,2026-01-22 10:02:22,93.0,608.0,6.0,5411.0,8091.0,158.0,0,3,3,4,461.2306,0.251875,614.6981,491.8689,35,1.2076,17,2,0.5865,0.069,7,6326,218.2634,0.205784,9.3502,3659.0,0.0,0.0,0.0,LCK,complete,1739,0
Teddy,HANJIN BRION,bot,16.01,2026,2026-01-22 10:02:22,103.0,20.0,0.0,6356.0,6521.0,165.0,2,3,0,4,416.5152,0.227456,466.0955,316.5957,46,1.5871,13,13,0.4485,0.4485,3,9524,328.6026,0.309817,11.2133,0.0,0.0,0.0,0.0,LCK,complete,1739,0
Namgung,HANJIN BRION,sup,16.01,2026,2026-01-22 10:02:22,118.0,-104.0,4.0,3853.0,3857.0,34.0,0,2,2,4,210.8108,0.115122,461.5411,352.927,128,4.4163,64,24,2.2082,0.8281,15,3184,109.8562,0.103573,1.6561,0.0,0.0,0.0,0.0,LCK,complete,1739,0
Zeus,Hanwha Life Esports,top,16.01,2026,2026-01-22 10:02:22,1461.0,1245.0,27.0,6114.0,9480.0,154.0,2,2,8,12,804.1863,0.337211,961.4836,835.9632,61,2.1047,16,11,0.552,0.3795,8,8705,300.345,0.201505,9.5227,15709.0,1.0,0.0,0.0,LCK,complete,1739,1
Kanavi,Hanwha Life Esports,jng,16.01,2026,2026-01-22 10:02:22,340.0,377.0,14.0,5461.0,6827.0,134.0,4,1,5,12,278.2979,0.116696,776.4117,1108.2576,77,2.6567,11,19,0.3795,0.6555,9,8955,308.9707,0.207292,7.9356,4556.0,0.0,0.0,0.0,LCK,complete,1739,1
Zeka,Hanwha Life Esports,mid,16.01,2026,2026-01-22 10:02:22,-93.0,-608.0,-6.0,5318.0,7483.0,152.0,4,0,3,12,380.0115,0.159346,515.7447,328.3266,45,1.5526,10,7,0.345,0.2415,5,8766,302.4497,0.202917,9.7987,8545.0,0.0,0.0,0.0,LCK,complete,1739,1
Gumayusi,Hanwha Life Esports,bot,16.01,2026,2026-01-22 10:02:22,-103.0,-20.0,0.0,6253.0,6501.0,165.0,2,0,9,12,798.2174,0.334708,349.1317,236.1357,57,1.9666,16,17,0.552,0.5865,7,12065,416.2737,0.279284,11.9724,9236.0,0.0,0.0,0.0,LCK,complete,1739,1
Delight,Hanwha Life Esports,sup,16.01,2026,2026-01-22 10:02:22,-118.0,104.0,-4.0,3735.0,3961.0,30.0,0,1,11,12,124.1058,0.0520399,549.1087,633.019,132,4.5543,64,14,2.2082,0.483,9,4709,162.4727,0.109003,1.3801,857.0,0.0,1.0,0.0,LCK,complete,1739,1
Kiin,Gen.G,top,16.01,2026,2026-01-22 11:14:53,350.0,209.0,10.0,5461.0,9332.0,160.0,6,2,5,18,750.0145,0.20516,1293.8892,1745.0602,55,1.5904,17,8,0.4916,0.2313,7,11834,342.188,0.234386,9.3108,9299.0,0.0,0.0,0.0,LCK,complete,2075,1
Canyon,Gen.G,jng,16.01,2026,2026-01-22 11:14:53,-381.0,-1112.0,-21.0,5179.0,6070.0,109.0,2,5,12,18,470.0819,0.128587,1030.3229,1254.506,65,1.8795,18,14,0.5205,0.4048,13,9255,267.6145,0.183308,7.0265,6707.0,0.0,0.0,0.0,LCK,complete,2075,1
Chovy,Gen.G,mid,16.01,2026,2026-01-22 11:14:53,-453.0,-1178.0,3.0,5331.0,7650.0,155.0,2,4,8,18,889.012,0.243182,728.9928,561.1952,49,1.4169,18,10,0.5205,0.2892,4,9733,281.4361,0.192775,9.4265,8516.0,0.0,0.0,0.0,LCK,complete,2075,1
Ruler,Gen.G,bot,16.01,2026,2026-01-22 11:14:53,-1272.0,-379.0,-5.0,5563.0,5244.0,143.0,8,6,5,18,1173.0506,0.320878,875.2482,556.8289,49,1.4169,15,13,0.4337,0.3759,7,14405,416.5301,0.285306,9.8892,14120.0,0.0,0.0,1.0,LCK,complete,2075,1
Duro,Gen.G,sup,16.01,2026,2026-01-22 11:14:53,-361.0,-690.0,-6.0,3533.0,4279.0,15.0,0,5,15,18,373.5904,0.102193,547.3446,266.1687,138,3.9904,56,13,1.6193,0.3759,13,5262,152.1542,0.104225,0.8675,131.0,0.0,0.0,0.0,LCK,complete,2075,1
Clear,BNK FEARX,top,16.01,2026,2026-01-22 11:14:53,-350.0,-209.0,-10.0,5111.0,9123.0,150.0,3,3,9,22,769.041,0.211314,1138.1494,2129.494,65,1.8795,21,8,0.6072,0.2313,8,8433,243.8458,0.180301,8.5012,4120.0,0.0,0.0,0.0,LCK,complete,2075,0
Raptor,BNK FEARX,jng,16.01,2026,2026-01-22 11:14:53,381.0,1112.0,21.0,5560.0,7182.0,130.0,1,6,10,22,490.7855,0.134856,1343.7108,978.8241,51,1.4747,14,8,0.4048,0.2313,12,8286,239.5952,0.177158,7.1711,1127.0,0.0,1.0,0.0,LCK,complete,2075,0
VicLa,BNK FEARX,mid,16.01,2026,2026-01-22 11:14:53,453.0,1178.0,-3.0,5784.0,8828.0,152.0,8,4,2,22,880.9157,0.242055,1011.6434,597.1084,42,1.2145,20,7,0.5783,0.2024,5,10404,300.8386,0.22244,8.9349,10194.0,0.0,0.0,0.0,LCK,complete,2075,0
Diable,BNK FEARX,bot,16.01,2026,2026-01-22 11:14:53,1272.0,379.0,5.0,6835.0,5623.0,148.0,9,3,2,22,1158.188,0.318242,774.8819,588.8386,50,1.4458,22,11,0.6361,0.3181,8,14430,417.253,0.308513,10.2651,9824.0,1.0,0.0,0.0,LCK,complete,2075,0
Kellin,BNK FEARX,sup,16.01,2026,2026-01-22 11:14:53,361.0,690.0,6.0,3894.0,4969.0,21.0,1,2,17,22,340.3952,0.0935325,361.041,172.8578,122,3.5277,65,10,1.8795,0.2892,15,5219,150.9108,0.111588,0.8964,1303.0,0.0,1.0,0.0,LCK,complete,2075,0
Kiin,Gen.G,top,16.01,2026,2026-01-22 12:11:59,-1130.0,-1299.0,-18.0,4736.0,7989.0,120.0,4,3,6,23,574.071,0.184064,939.2693,912.5574,49,1.5344,17,8,0.5324,0.2505,2,9023,282.5574,0.181886,8.6743,13009.0,0.0,0.0,0.0,LCK,complete,1916,1
Canyon,Gen.G,jng,16.01,2026,2026-01-22 12:11:59,-285.0,383.0,8.0,6305.0,7195.0,129.0,6,3,13,23,746.9311,0.239488,1430.9186,1084.6347,55,1.7223,15,8,0.4697,0.2505,13,10236,320.5428,0.206338,7.0772,8000.0,1.0,0.0,0.0,LCK,complete,1916,1
Chovy,Gen.G,mid,16.01,2026,2026-01-22 12:11:59,995.0,426.0,4.0,6555.0,8253.0,166.0,7,0,5,23,646.4718,0.207277,745.0209,825.4071,55,1.7223,18,15,0.5637,0.4697,5,12876,403.215,0.259556,11.5866,13185.0,0.0,1.0,0.0,LCK,complete,1916,1
Ruler,Gen.G,bot,16.01,2026,2026-01-22 12:11:59,-487.0,-247.0,-3.0,5739.0,6060.0,144.0,6,2,8,23,971.6493,0.311539,563.8309,360.8142,44,1.3779,14,11,0.4384,0.3445,7,12564,393.4447,0.253267,9.9582,6169.0,0.0,0.0,0.0,LCK,complete,1916,1
Duro,Gen.G,sup,16.01,2026,2026-01-22 12:11:59,-241.0,-434.0,-4.0,3565.0,3353.0,15.0,0,2,17,23,179.7495,0.0576328,597.6514,614.9687,166,5.1983,71,22,2.2234,0.6889,17,4909,153.7265,0.0989534,1.0647,2582.0,0.0,0.0,0.0,LCK,complete,1916,1
Clear,BNK FEARX,top,16.01,2026,2026-01-22 12:11:59,1130.0,1299.0,18.0,5866.0,9288.0,138.0,3,3,3,10,771.0125,0.25572,861.6701,1503.1002,44,1.3779,15,5,0.4697,0.1566,2,9037,282.9958,0.222861,9.5198,8533.0,0.0,0.0,0.0,LCK,complete,1916,0
Raptor,BNK FEARX,jng,16.01,2026,2026-01-22 12:11:59,285.0,-383.0,-8.0,6590.0,6812.0,121.0,3,6,7,10,648.6013,0.21512,966.1691,517.7035,73,2.286,10,18,0.3132,0.5637,8,9510,297.8079,0.234526,6.952,1449.0,0.0,0.0,0.0,LCK,complete,1916,0
VicLa,BNK FEARX,mid,16.01,2026,2026-01-22 12:11:59,-995.0,-426.0,-4.0,5560.0,7827.0,162.0,1,4,0,10,584.6555,0.193912,520.6472,365.3549,34,1.0647,17,7,0.5324,0.2192,4,7298,228.5386,0.179975,9.6764,3757.0,0.0,0.0,1.0,LCK,complete,1916,0
Diable,BNK FEARX,bot,16.01,2026,2026-01-22 12:11:59,487.0,247.0,3.0,6226.0,6307.0,147.0,3,2,3,10,851.3674,0.282371,794.2171,455.3549,45,1.4092,17,8,0.5324,0.2505,6,11400,356.9937,0.281137,10.3653,3411.0,0.0,0.0,0.0,LCK,complete,1916,0
Kellin,BNK FEARX,sup,16.01,2026,2026-01-22 12:11:59,241.0,434.0,4.0,3806.0,3787.0,19.0,0,8,6,10,159.4259,0.0528765,824.0292,739.6033,134,4.1962,75,10,2.3486,0.3132,25,3305,103.4969,0.0815008,0.7829,0.0,0.0,0.0,0.0,LCK,complete,1916,0
Doran,T1,top,16.01,2026,2026-01-23 08:04:55,528.0,638.0,4.0,5736.0,9422.0,154.0,3,2,6,16,912.3634,0.318227,818.4857,1215.8356,35,1.1357,12,3,0.3894,0.0973,5,10520,341.3737,0.226406,9.7025,11684.0,0.0,0.0,0.0,LCK,complete,1849,1
Oner,T1,jng,16.01,2026,2026-01-23 08:04:55,625.0,331.0,12.0,5761.0,6967.0,129.0,5,2,6,16,386.1871,0.1347,844.8026,1404.9865,75,2.4337,14,20,0.4543,0.649,12,9406,305.2244,0.202432,8.3396,781.0,0.0,0.0,0.0,LCK,complete,1849,1
Faker,T1,mid,16.01,2026,2026-01-23 08:04:55,450.0,426.0,-5.0,5790.0,8190.0,152.0,5,0,5,16,581.9578,0.202984,472.5041,607.3337,59,1.9145,17,13,0.5516,0.4218,4,10138,328.9778,0.218185,10.027,7730.0,1.0,0.0,0.0,LCK,complete,1849,1
Peyz,T1,bot,16.01,2026,2026-01-23 08:04:55,96.0,76.0,14.0,6827.0,6887.0,167.0,2,0,7,16,749.7891,0.261522,467.2796,349.1617,33,1.0708,11,11,0.3569,0.3569,3,11774,382.066,0.253392,11.5522,10631.0,0.0,0.0,0.0,LCK,complete,1849,1
Keria,T1,sup,16.01,2026,2026-01-23 08:04:55,243.0,656.0,-4.0,3901.0,3985.0,19.0,1,1,11,16,236.7226,0.0825675,414.3862,323.8507,140,4.543,65,18,2.1092,0.5841,17,4627,150.146,0.0995851,1.2331,213.0,0.0,0.0,0.0,LCK,complete,1849,1
PerfecT,KT Rolster,top,16.01,2026,2026-01-23 08:04:55,-528.0,-638.0,-4.0,5208.0,8784.0,150.0,0,2,1,5,339.4267,0.178507,1126.5008,1147.9827,33,1.0708,15,3,0.4867,0.0973,8,5394,175.0352,0.167684,8.2098,1322.0,0.0,0.0,0.0,LCK,complete,1849,0
Cuzz,KT Rolster,jng,16.01,2026,2026-01-23 08:04:55,-625.0,-331.0,-12.0,5136.0,6636.0,117.0,2,5,2,5,209.6917,0.110279,887.5392,823.1585,64,2.0768,13,14,0.4218,0.4543,9,6663,216.2142,0.207131,6.782,0.0,0.0,0.0,0.0,LCK,complete,1849,0
Bdd,KT Rolster,mid,16.01,2026,2026-01-23 08:04:55,-450.0,-426.0,5.0,5340.0,7764.0,157.0,0,2,3,5,453.1639,0.238323,370.7409,317.0687,43,1.3953,22,7,0.7139,0.2271,9,6915,224.3916,0.214964,10.0595,3762.0,0.0,0.0,1.0,LCK,complete,1849,0
Aiming,KT Rolster,bot,16.01,2026,2026-01-23 08:04:55,-96.0,-76.0,-14.0,6731.0,6811.0,153.0,3,2,1,5,789.735,0.415328,379.9243,221.2439,33,1.0708,15,10,0.4867,0.3245,5,9915,321.7415,0.308218,10.4813,1275.0,0.0,0.0,0.0,LCK,complete,1849,0
Pollu,KT Rolster,sup,16.01,2026,2026-01-23 08:04:55,-243.0,-656.0,4.0,3658.0,3329.0,23.0,0,5,5,5,109.4538,0.0575627,700.0108,665.4191,140,4.543,63,18,2.0443,0.5841,11,3281,106.4684,0.102002,1.1682,0.0,0.0,0.0,0.0,LCK,complete,1849,0
Doran,T1,top,16.01,2026,2026-01-23 09:00:11,-123.0,-102.0,0.0,5398.0,9125.0,152.0,0,3,5,9,735.9013,0.228352,1169.8712,1547.8326,48,1.03,10,13,0.2146,0.279,1,12920,277.2532,0.194895,9.9571,10370.0,0.0,0.0,1.0,LCK,complete,2796,1
Oner,T1,jng,16.01,2026,2026-01-23 09:00:11,-317.0,666.0,21.0,5404.0,6957.0,129.0,3,3,2,9,731.588,0.227014,1561.4378,1998.5193,81,1.7382,11,17,0.2361,0.3648,8,10659,228.7339,0.160787,5.3863,1367.0,0.0,0.0,0.0,LCK,complete,2796,1
Faker,T1,mid,16.01,2026,2026-01-23 09:00:11,-250.0,-583.0,12.0,5178.0,7716.0,142.0,2,4,4,9,837.3391,0.259828,526.1373,382.9828,45,0.9657,22,9,0.4721,0.1931,5,15602,334.8069,0.235354,9.9785,12363.0,0.0,0.0,0.0,LCK,complete,2796,1
Peyz,T1,bot,16.01,2026,2026-01-23 09:00:11,484.0,-289.0,11.0,6777.0,5443.0,140.0,3,5,4,9,744.5064,0.231022,520.1717,633.5622,61,1.309,17,16,0.3648,0.3433,6,20009,429.3777,0.301835,11.824,14876.0,0.0,0.0,0.0,LCK,complete,2796,1
Keria,T1,sup,16.01,2026,2026-01-23 09:00:11,-111.0,461.0,6.0,3978.0,4474.0,28.0,1,3,6,9,173.3262,0.0537836,274.0343,115.8369,175,3.7554,104,10,2.2318,0.2146,21,7102,152.4034,0.107129,0.9442,518.0,0.0,0.0,0.0,LCK,complete,2796,1
PerfecT,KT Rolster,top,16.01,2026,2026-01-23 09:00:11,123.0,102.0,0.0,5521.0,9227.0,152.0,2,1,6,18,580.5794,0.184334,1351.6524,1781.1373,52,1.1159,12,10,0.2575,0.2146,6,13853,297.2747,0.215551,9.6996,14061.0,0.0,1.0,0.0,LCK,complete,2796,0
Cuzz,KT Rolster,jng,16.01,2026,2026-01-23 09:00:11,317.0,-666.0,-21.0,5721.0,6291.0,108.0,5,2,9,18,527.6824,0.167539,1327.0601,2967.2532,83,1.7811,9,23,0.1931,0.4936,7,11908,255.5365,0.185286,6.3305,3563.0,1.0,0.0,0.0,LCK,complete,2796,0
Bdd,KT Rolster,mid,16.01,2026,2026-01-23 09:00:11,250.0,583.0,-12.0,5428.0,8299.0,130.0,5,2,7,18,623.7768,0.198049,757.4678,521.03,56,1.2017,15,8,0.3219,0.1717,13,12971,278.3476,0.201827,8.7339,6330.0,0.0,0.0,0.0,LCK,complete,2796,0
Aiming,KT Rolster,bot,16.01,2026,2026-01-23 09:00:11,-484.0,289.0,-11.0,6293.0,5732.0,129.0,5,2,8,18,1058.4764,0.336065,571.0944,376.9528,68,1.4592,22,18,0.4721,0.3863,8,18509,397.1888,0.288,10.2575,10378.0,0.0,0.0,0.0,LCK,complete,2796,0
Ghost,KT Rolster,sup,16.01,2026,2026-01-23 09:00:11,111.0,-461.0,-6.0,4089.0,4013.0,22.0,1,3,10,18,359.0987,0.114014,439.0343,237.9614,184,3.9485,82,25,1.7597,0.5365,12,7027,150.794,0.109336,1.5021,2496.0,0.0,0.0,0.0,LCK,complete,2796,0
Rich,Kiwoom DRX,top,16.01,2026,2026-01-23 10:33:19,14.0,334.0,11.0,5305.0,8626.0,151.0,1,3,16,26,894.7176,0.238994,839.3355,922.8904,48,1.5947,18,7,0.598,0.2326,4,8296,275.6146,0.176605,8.6047,8216.0,0.0,0.0,1.0,LCK,complete,1806,1
Willer,Kiwoom DRX,jng,16.01,2026,2026-01-23 10:33:19,-1992.0,-1431.0,-23.0,5394.0,6619.0,118.0,6,2,14,26,468.4385,0.125128,1035.4485,1199.6678,38,1.2625,11,5,0.3654,0.1661,10,9968,331.1628,0.212198,7.0764,4949.0,0.0,0.0,0.0,LCK,complete,1806,1
Ucal,Kiwoom DRX,mid,16.01,2026,2026-01-23 10:33:19,-1923.0,-668.0,4.0,5070.0,7407.0,150.0,5,2,13,26,749.0365,0.20008,714.485,436.0465,55,1.8272,16,9,0.5316,0.299,4,9168,304.5847,0.195168,9.0033,7194.0,0.0,0.0,0.0,LCK,complete,1806,1
Jiwoo,Kiwoom DRX,bot,16.01,2026,2026-01-23 10:33:19,-479.0,-487.0,-9.0,6543.0,6174.0,136.0,13,5,6,26,1133.3887,0.302747,714.1528,629.2027,28,0.9302,12,8,0.3987,0.2658,4,14836,492.8904,0.315826,9.0698,12733.0,0.0,0.0,0.0,LCK,complete,1806,1
Andil,Kiwoom DRX,sup,16.01,2026,2026-01-23 10:33:19,-148.0,-927.0,-11.0,3667.0,3072.0,15.0,1,4,19,26,498.1063,0.133052,602.5581,294.4186,121,4.0199,50,17,1.6611,0.5648,8,4707,156.3787,0.100204,0.7641,0.0,0.0,0.0,0.0,LCK,complete,1806,1
Kingen,Nongshim RedForce,top,16.01,2026,2026-01-23 10:33:19,-14.0,-334.0,-11.0,5291.0,8292.0,140.0,3,5,3,16,642.8571,0.202843,1282.392,1317.1761,40,1.3289,12,5,0.3987,0.1661,6,6875,228.4053,0.179509,8.0399,1082.0,0.0,1.0,0.0,LCK,complete,1806,0
Sponge,Nongshim RedForce,jng,16.01,2026,2026-01-23 10:33:19,1992.0,1431.0,23.0,7386.0,8050.0,141.0,4,6,8,16,795.8472,0.251116,840.4651,588.6379,57,1.8937,13,12,0.4319,0.3987,9,9403,312.392,0.245515,8.0066,0.0,0.0,1.0,0.0,LCK,complete,1806,0
Scout,Nongshim RedForce,mid,16.01,2026,2026-01-23 10:33:19,1923.0,668.0,-4.0,6993.0,8075.0,146.0,5,5,9,16,946.1794,0.298551,722.4917,619.2359,49,1.6279,18,5,0.598,0.1661,11,8669,288.0066,0.22635,8.3721,6559.0,1.0,0.0,0.0,LCK,complete,1806,0
Taeyoon,Nongshim RedForce,bot,16.01,2026,2026-01-23 10:33:19,479.0,487.0,9.0,7022.0,6661.0,145.0,3,7,10,16,577.907,0.182349,826.3123,500.0332,38,1.2625,16,7,0.5316,0.2326,8,9762,324.3189,0.254888,9.0033,4699.0,0.0,0.0,0.0,LCK,complete,1806,0
Lehends,Nongshim RedForce,sup,16.01,2026,2026-01-23 10:33:19,148.0,927.0,11.0,3815.0,3999.0,26.0,1,3,11,16,206.4452,0.0651404,618.2392,775.8804,114,3.7874,60,11,1.9934,0.3654,16,3590,119.2691,0.0937383,1.1296,0.0,0.0,0.0,0.0,LCK,complete,1806,0
Rich,Kiwoom DRX,top,16.01,2026,2026-01-23 11:24:18,1239.0,935.0,23.0,6025.0,9489.0,158.0,5,4,7,17,902.7459,0.328294,1027.186,1170.9056,61,1.7819,18,7,0.5258,0.2045,3,9557,279.1723,0.231213,8.6758,7325.0,0.0,0.0,0.0,LCK,complete,2054,0
Willer,Kiwoom DRX,jng,16.01,2026,2026-01-23 11:24:18,-103.0,-172.0,-2.0,5124.0,6322.0,113.0,4,6,8,17,444.8588,0.161778,1078.8315,879.9903,41,1.1977,10,7,0.2921,0.2045,9,8689,253.8169,0.210214,6.631,0.0,0.0,0.0,0.0,LCK,complete,2054,0
Ucal,Kiwoom DRX,mid,16.01,2026,2026-01-23 11:24:18,-577.0,-931.0,-24.0,5224.0,7584.0,133.0,6,4,2,17,623.4275,0.226717,779.6203,465.6573,50,1.4606,19,5,0.555,0.1461,2,9370,273.7098,0.226689,7.9747,3782.0,0.0,0.0,0.0,LCK,complete,2054,0
Jiwoo,Kiwoom DRX,bot,16.01,2026,2026-01-23 11:24:18,89.0,520.0,-11.0,6270.0,6018.0,128.0,1,5,10,17,622.6972,0.226451,806.9328,567.0789,29,0.8471,14,4,0.409,0.1168,3,10214,298.3642,0.247108,8.851,1401.0,0.0,0.0,1.0,LCK,complete,2054,0
Andil,Kiwoom DRX,sup,16.01,2026,2026-01-23 11:24:18,-81.0,-288.0,-9.0,3815.0,3903.0,22.0,1,5,5,17,156.0759,0.0567589,629.6495,516.8354,151,4.4109,64,17,1.8695,0.4966,11,3504,102.3564,0.0847762,1.0224,0.0,0.0,0.0,0.0,LCK,complete,2054,0
Kingen,Nongshim RedForce,top,16.01,2026,2026-01-23 11:24:18,-1239.0,-935.0,-23.0,4786.0,8554.0,135.0,2,4,7,24,716.6407,0.195872,1123.2327,1095.5696,37,1.0808,12,8,0.3505,0.2337,5,8456,247.0107,0.178022,8.4713,6086.0,0.0,0.0,0.0,LCK,complete,2054,1
Sponge,Nongshim RedForce,jng,16.01,2026,2026-01-23 11:24:18,103.0,172.0,2.0,5227.0,6494.0,115.0,3,1,21,24,644.4888,0.176152,826.4167,1173.5638,58,1.6943,11,12,0.3213,0.3505,9,9273,270.8763,0.195221,6.3096,2287.0,0.0,1.0,0.0,LCK,complete,2054,1
Scout,Nongshim RedForce,mid,16.01,2026,2026-01-23 11:24:18,577.0,931.0,24.0,5801.0,8515.0,157.0,6,3,13,24,1166.8744,0.31893,687.371,290.9445,40,1.1685,8,10,0.2337,0.2921,5,10073,294.2454,0.212063,8.6758,9822.0,0.0,0.0,0.0,LCK,complete,2054,1
Taeyoon,Nongshim RedForce,bot,16.01,2026,2026-01-23 11:24:18,-89.0,-520.0,11.0,6181.0,5498.0,139.0,10,6,9,24,904.9367,0.247337,872.6582,605.7838,79,2.3077,19,12,0.555,0.3505,9,13397,391.3437,0.28204,9.2016,7396.0,1.0,0.0,0.0,LCK,complete,2054,1
Lehends,Nongshim RedForce,sup,16.01,2026,2026-01-23 11:24:18,81.0,288.0,9.0,3896.0,4191.0,31.0,3,3,19,24,225.7741,0.0617086,393.3009,447.4002,168,4.9075,66,25,1.9279,0.7303,19,6301,184.0604,0.132654,1.3437,3030.0,0.0,1.0,0.0,LCK,complete,2054,1
Kingen,Nongshim RedForce,top,16.01,2026,2026-01-23 12:21:14,-179.0,-291.0,0.0,5125.0,8488.0,145.0,0,2,8,14,673.0704,0.229852,1202.3662,3349.2958,53,1.493,15,8,0.4225,0.2254,12,7427,209.2113,0.1676,7.5775,12005.0,0.0,0.0,0.0,LCK,complete,2130,0
Sponge,Nongshim RedForce,jng,16.01,2026,2026-01-23 12:21:14,-1307.0,-370.0,2.0,5180.0,6352.0,111.0,1,7,7,14,387.9437,0.132482,1172.6197,688.1408,54,1.5211,13,8,0.3662,0.2254,13,7637,215.1268,0.172339,6.3662,978.0,0.0,0.0,0.0,LCK,complete,2130,0
Scout,Nongshim RedForce,mid,16.01,2026,2026-01-23 12:21:14,489.0,-787.0,-13.0,6280.0,7593.0,144.0,5,5,8,14,652.1972,0.222724,673.0986,744.9296,55,1.5493,15,14,0.4225,0.3944,6,9665,272.2535,0.218102,8.3099,3138.0,0.0,0.0,0.0,LCK,complete,2130,0
Taeyoon,Nongshim RedForce,bot,16.01,2026,2026-01-23 12:21:14,213.0,-582.0,21.0,6635.0,5985.0,150.0,8,3,2,14,913.5775,0.311984,456.0563,218.8732,54,1.5211,16,18,0.4507,0.507,6,15347,432.3099,0.346321,9.6901,5193.0,0.0,0.0,1.0,LCK,complete,2130,0
Lehends,Nongshim RedForce,sup,16.01,2026,2026-01-23 12:21:14,-307.0,-3.0,4.0,3729.0,4111.0,22.0,0,4,10,14,301.493,0.102959,779.1268,679.2958,150,4.2254,74,13,2.0845,0.3662,21,4238,119.3803,0.095638,1.0423,242.0,0.0,0.0,0.0,LCK,complete,2130,0
