playername,teamname,position,patch,year,date,golddiffat15,xpdiffat15,csdiffat15,goldat15,xpat15,csat15,kills,deaths,assists,teamkills,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,visionscore,vspm,wardsplaced,wardskilled,wpm,wcpm,controlwardsbought,earnedgold,earned gpm,earnedgoldshare,cspm,damagetotowers,firstbloodkill,firstbloodassist,firstbloodvictim,league,datacompleteness,gamelength,result
Canna,Dplus Kia,top,13.01,2023,2023-01-18 08:17:31,724.0,771.0,-4.0,5017.0,7646.0,107.0,3,1,6,20,639.5907,0.222049,770.4757,681.0066,32.0,1.0619,10.0,2.0,0.3319,0.0664,6.0,7875,261.3385,0.192233,8.2633,2153.0,0.0,0.0,0.0,LCK,complete,1808,1
Canyon,Dplus Kia,jng,13.01,2023,2023-01-18 08:17:31,338.0,-3.0,-6.0,5293.0,5306.0,93.0,4,1,5,20,342.0796,0.118761,770.0774,406.3274,83.0,2.7544,31.0,19.0,1.0288,0.6305,12.0,7129,236.5819,0.174023,5.9735,2024.0,0.0,0.0,0.0,LCK,complete,1808,1
ShowMaker,Dplus Kia,mid,13.01,2023,2023-01-18 08:17:31,410.0,-32.0,10.0,5333.0,7356.0,142.0,3,2,8,20,571.2942,0.198339,684.0265,598.7389,35.0,1.1615,13.0,5.0,0.4314,0.1659,13.0,8896,295.2212,0.217156,9.292,4328.0,0.0,0.0,1.0,LCK,complete,1808,1
Deft,Dplus Kia,bot,13.01,2023,2023-01-18 08:17:31,1174.0,1234.0,13.0,5651.0,5713.0,132.0,9,0,9,20,1146.4381,0.398014,458.031,260.4757,33.0,1.0951,15.0,8.0,0.4978,0.2655,4.0,12607,418.3739,0.307742,10.3872,5837.0,0.0,0.0,0.0,LCK,complete,1808,1
Kellin,Dplus Kia,sup,13.01,2023,2023-01-18 08:17:31,530.0,-47.0,-3.0,3685.0,3598.0,2.0,1,0,17,20,180.9956,0.062837,251.3827,153.8496,74.0,2.4558,51.0,4.0,1.6925,0.1327,14.0,4459,147.9757,0.108847,0.1659,669.0,0.0,0.0,0.0,LCK,complete,1808,1
Rascal,DRX,top,13.01,2023,2023-01-18 08:17:31,-724.0,-771.0,4.0,4293.0,6875.0,111.0,2,5,0,4,468.5509,0.241186,1043.4624,826.7257,23.0,0.7633,12.0,10.0,0.3982,0.3319,4.0,5937,197.0243,0.233381,7.4336,0.0,0.0,0.0,0.0,LCK,complete,1808,0
Croco,DRX,jng,13.01,2023,2023-01-18 08:17:31,-338.0,3.0,6.0,4955.0,5309.0,99.0,1,3,2,4,505.1881,0.260044,1045.4867,792.0133,34.0,1.1283,4.0,6.0,0.1327,0.1991,3.0,4293,142.4668,0.168757,4.8119,0.0,1.0,0.0,0.0,LCK,complete,1808,0
FATE,DRX,mid,13.01,2023,2023-01-18 08:17:31,-410.0,32.0,-10.0,4923.0,7388.0,132.0,0,4,3,4,426.8695,0.21973,541.7588,387.3451,21.0,0.6969,13.0,4.0,0.4314,0.1327,5.0,6053,200.8739,0.237941,8.8274,74.0,0.0,1.0,0.0,LCK,complete,1808,0
deokdam,DRX,bot,13.01,2023,2023-01-18 08:17:31,-1174.0,-1234.0,-13.0,4477.0,4479.0,119.0,1,6,2,4,370.1549,0.190536,847.8319,694.8119,43.0,1.427,13.0,18.0,0.4314,0.5973,5.0,7290,241.9248,0.286566,9.3252,0.0,0.0,0.0,0.0,LCK,complete,1808,0
BeryL,DRX,sup,13.01,2023,2023-01-18 08:17:31,-530.0,47.0,3.0,3155.0,3645.0,5.0,0,2,3,4,171.9358,0.0885036,243.385,217.5332,67.0,2.2235,30.0,7.0,0.9956,0.2323,10.0,1866,61.9248,0.0733539,0.2987,214.0,0.0,0.0,0.0,LCK,complete,1808,0
Canna,Dplus Kia,top,13.01,2023,2023-01-18 09:13:04,303.0,298.0,1.0,5157.0,7711.0,130.0,1,1,6,17,686.6697,0.270718,743.3533,748.1621,39.0,1.0778,12.0,4.0,0.3316,0.1105,7.0,7893,218.1391,0.182919,7.4896,4068.0,0.0,0.0,0.0,LCK,complete,2171,1
Canyon,Dplus Kia,jng,13.01,2023,2023-01-18 09:13:04,141.0,458.0,-5.0,4732.0,5680.0,88.0,5,1,6,17,292.6209,0.115365,736.2506,1375.1635,64.0,1.7688,22.0,16.0,0.608,0.4422,11.0,7686,212.4182,0.178122,5.1405,1457.0,0.0,0.0,0.0,LCK,complete,2171,1
ShowMaker,Dplus Kia,mid,13.01,2023,2023-01-18 09:13:04,-54.0,-249.0,-9.0,5217.0,7774.0,141.0,3,0,8,17,729.7835,0.287716,514.4081,324.1271,62.0,1.7135,21.0,9.0,0.5804,0.2487,7.0,10356,286.2091,0.240002,8.9544,6042.0,0.0,0.0,0.0,LCK,complete,2171,1
Deft,Dplus Kia,bot,13.01,2023,2023-01-18 09:13:04,222.0,-198.0,-3.0,5476.0,5811.0,139.0,7,2,4,17,627.637,0.247445,574.9332,371.9945,50.0,1.3819,18.0,11.0,0.4975,0.304,7.0,12815,354.1686,0.296992,10.281,12126.0,0.0,1.0,0.0,LCK,complete,2171,1
Kellin,Dplus Kia,sup,13.01,2023,2023-01-18 09:13:04,675.0,229.0,-3.0,3698.0,3449.0,3.0,1,0,14,17,199.7605,0.0787553,173.1184,185.4998,92.0,2.5426,61.0,5.0,1.6859,0.1382,18.0,4400,121.6029,0.101965,0.1935,232.0,1.0,0.0,0.0,LCK,complete,2171,1
Rascal,DRX,top,13.01,2023,2023-01-18 09:13:04,-303.0,-298.0,-1.0,4854.0,7413.0,129.0,3,3,1,4,431.193,0.208968,979.3736,844.947,33.0,0.912,12.0,6.0,0.3316,0.1658,5.0,10238,282.948,0.298499,8.1529,5427.0,0.0,0.0,0.0,LCK,complete,2171,0
Croco,DRX,jng,13.01,2023,2023-01-18 09:13:04,-141.0,-458.0,5.0,4591.0,5222.0,93.0,0,5,3,4,451.2298,0.218679,1011.1561,735.1175,47.0,1.2989,11.0,10.0,0.304,0.2764,9.0,4786,132.2708,0.139534,3.9245,0.0,0.0,0.0,0.0,LCK,complete,2171,0
FATE,DRX,mid,13.01,2023,2023-01-18 09:13:04,54.0,249.0,9.0,5271.0,8023.0,150.0,1,3,0,4,683.9889,0.331481,477.7338,573.579,41.0,1.1331,15.0,5.0,0.4146,0.1382,9.0,7456,206.0617,0.217384,8.5122,0.0,0.0,0.0,0.0,LCK,complete,2171,0
deokdam,DRX,bot,13.01,2023,2023-01-18 09:13:04,-222.0,198.0,3.0,5254.0,6009.0,142.0,0,3,1,4,394.8779,0.191369,502.8835,560.6725,51.0,1.4095,12.0,12.0,0.3316,0.3316,4.0,9306,257.1902,0.271324,9.8664,3357.0,0.0,0.0,0.0,LCK,complete,2171,0
BeryL,DRX,sup,13.01,2023,2023-01-18 09:13:04,-675.0,-229.0,3.0,3023.0,3220.0,6.0,0,3,2,4,102.1465,0.0495031,368.7609,238.5076,102.0,2.819,40.0,17.0,1.1055,0.4698,15.0,2513,69.4519,0.0732593,0.7186,0.0,0.0,0.0,1.0,LCK,complete,2171,0
Zeus,T1,top,13.01,2023,2023-01-18 11:00:07,8.0,165.0,-5.0,5591.0,7989.0,143.0,4,3,9,18,624.2831,0.246396,799.8705,740.8696,43.0,1.1933,13.0,12.0,0.3608,0.333,7.0,11229,311.6281,0.242412,9.1582,3868.0,0.0,0.0,1.0,LCK,complete,2162,1
Oner,T1,jng,13.01,2023,2023-01-18 11:00:07,-130.0,-596.0,-4.0,5015.0,4996.0,90.0,4,2,7,18,186.4107,0.0735739,860.8696,1405.0324,71.0,1.9704,15.0,22.0,0.4163,0.6105,14.0,7606,211.0823,0.164198,4.6901,0.0,0.0,0.0,0.0,LCK,complete,2162,1
Faker,T1,mid,13.01,2023,2023-01-18 11:00:07,226.0,367.0,16.0,5309.0,7776.0,153.0,5,3,4,18,697.7706,0.275401,520.6846,330.1665,46.0,1.2766,22.0,7.0,0.6105,0.1943,9.0,9962,276.4662,0.21506,8.2424,4870.0,0.0,0.0,0.0,LCK,complete,2162,1
Gumayusi,T1,bot,13.01,2023,2023-01-18 11:00:07,143.0,-101.0,13.0,5598.0,5481.0,152.0,5,3,9,18,772.951,0.305074,401.4894,183.1637,37.0,1.0268,12.0,15.0,0.333,0.4163,3.0,12539,347.9833,0.270693,9.7687,9428.0,0.0,0.0,0.0,LCK,complete,2162,1
Keria,T1,sup,13.01,2023,2023-01-18 11:00:07,658.0,813.0,9.0,3745.0,4160.0,11.0,0,1,17,18,252.2387,0.0995553,304.8289,123.6078,116.0,3.2192,71.0,16.0,1.9704,0.444,23.0,4986,138.3719,0.107637,0.7216,2666.0,0.0,0.0,0.0,LCK,complete,2162,1
Doran,Gen.G,top,13.01,2023,2023-01-18 11:00:07,-8.0,-165.0,5.0,5583.0,7824.0,148.0,2,4,3,12,239.2784,0.117053,972.6827,1858.3626,45.0,1.2488,14.0,9.0,0.3885,0.2498,9.0,7443,206.5587,0.202195,7.4376,3280.0,1.0,0.0,0.0,LCK,complete,2162,0
Peanut,Gen.G,jng,13.01,2023,2023-01-18 11:00:07,130.0,596.0,4.0,5145.0,5592.0,94.0,1,6,9,12,576.494,0.282016,1034.0703,613.543,79.0,2.1924,37.0,17.0,1.0268,0.4718,15.0,6686,185.5504,0.18163,5.2729,60.0,0.0,1.0,0.0,LCK,complete,2162,0
Chovy,Gen.G,mid,13.01,2023,2023-01-18 11:00:07,-226.0,-367.0,-16.0,5083.0,7409.0,137.0,2,2,7,12,732.3774,0.358273,474.6994,377.1508,48.0,1.3321,16.0,9.0,0.444,0.2498,6.0,8607,238.8622,0.233816,8.6031,0.0,0.0,0.0,0.0,LCK,complete,2162,0
Peyz,Gen.G,bot,13.01,2023,2023-01-18 11:00:07,-143.0,101.0,-13.0,5455.0,5582.0,139.0,7,3,3,12,399.4912,0.195428,484.1351,632.4699,61.0,1.6929,18.0,17.0,0.4995,0.4718,7.0,11230,311.6559,0.305073,9.9907,2947.0,0.0,0.0,0.0,LCK,complete,2162,0
Delight,Gen.G,sup,13.01,2023,2023-01-18 11:00:07,-658.0,-813.0,-9.0,3087.0,3347.0,2.0,0,3,11,12,96.5495,0.0472312,294.7549,174.9769,110.0,3.0527,66.0,8.0,1.8316,0.222,19.0,2845,78.9547,0.0772853,0.2775,0.0,0.0,0.0,0.0,LCK,complete,2162,0
Zeus,T1,top,13.01,2023,2023-01-18 11:59:24,-482.0,56.0,-13.0,4884.0,7915.0,135.0,5,2,7,24,460.4435,0.176295,770.067,792.0681,34.0,1.0521,12.0,7.0,0.3713,0.2166,7.0,9226,285.4874,0.210933,7.7669,13854.0,0.0,0.0,0.0,LCK,complete,1939,1
Oner,T1,jng,13.01,2023,2023-01-18 11:59:24,-525.0,-484.0,-6.0,4457.0,5303.0,100.0,4,3,12,24,344.4662,0.131889,1056.1114,902.5993,61.0,1.8876,11.0,17.0,0.3404,0.526,9.0,7454,230.655,0.170419,5.5699,324.0,0.0,1.0,0.0,LCK,complete,1939,1
Faker,T1,mid,13.01,2023,2023-01-18 11:59:24,-134.0,198.0,-1.0,5096.0,8067.0,155.0,6,1,14,24,580.6292,0.222312,791.9134,546.9005,26.0,0.8045,8.0,7.0,0.2476,0.2166,3.0,9469,293.0067,0.216489,8.0763,2908.0,1.0,0.0,0.0,LCK,complete,1939,1
Gumayusi,T1,bot,13.01,2023,2023-01-18 11:59:24,242.0,-220.0,6.0,5514.0,5550.0,154.0,7,0,13,24,979.804,0.375148,440.5467,257.5761,48.0,1.4853,16.0,19.0,0.4951,0.5879,6.0,12869,398.2156,0.294224,10.0877,4571.0,0.0,0.0,0.0,LCK,complete,1939,1
Keria,T1,sup,13.01,2023,2023-01-18 11:59:24,114.0,343.0,1.0,3092.0,4128.0,9.0,2,0,19,24,246.4363,0.0943557,362.0732,184.1465,72.0,2.228,44.0,10.0,1.3615,0.3094,14.0,4721,146.0856,0.107934,0.557,2482.0,0.0,0.0,0.0,LCK,complete,1939,1
Doran,Gen.G,top,13.01,2023,2023-01-18 11:59:24,482.0,-56.0,13.0,5366.0,7859.0,148.0,2,6,3,6,654.8943,0.327429,669.2831,616.5549,35.0,1.083,16.0,6.0,0.4951,0.1857,7.0,7707,238.4838,0.246523,8.9118,2921.0,0.0,0.0,1.0,LCK,complete,1939,0
Peanut,Gen.G,jng,13.01,2023,2023-01-18 11:59:24,525.0,484.0,6.0,4982.0,5787.0,106.0,2,4,2,6,257.3904,0.128688,802.558,1604.9304,57.0,1.7638,30.0,10.0,0.9283,0.3094,12.0,6927,214.3476,0.221572,5.9722,0.0,0.0,0.0,0.0,LCK,complete,1939,0
Chovy,Gen.G,mid,13.01,2023,2023-01-18 11:59:24,134.0,-198.0,1.0,5230.0,7869.0,156.0,0,5,5,6,583.0737,0.29152,710.3455,424.425,38.0,1.1759,5.0,13.0,0.1547,0.4023,4.0,6037,186.8076,0.193103,7.5193,1655.0,0.0,0.0,0.0,LCK,complete,1939,0
Peyz,Gen.G,bot,13.01,2023,2023-01-18 11:59:24,-242.0,220.0,-6.0,5272.0,5770.0,148.0,1,5,0,6,364.7344,0.182357,686.2713,784.8272,37.0,1.1449,13.0,11.0,0.4023,0.3404,5.0,8033,248.5714,0.256951,10.0567,84.0,0.0,0.0,0.0,LCK,complete,1939,0
Delight,Gen.G,sup,13.01,2023,2023-01-18 11:59:24,-114.0,-343.0,-1.0,2978.0,3785.0,8.0,1,4,3,6,140.0206,0.0700063,338.4631,246.4054,92.0,2.8468,52.0,9.0,1.6091,0.2785,13.0,2559,79.1851,0.0818509,0.557,83.0,0.0,0.0,0.0,LCK,complete,1939,0
DuDu,DN SOOPers,top,13.01,2023,2023-01-19 08:20:39,1163.0,1189.0,30.0,5963.0,8394.0,149.0,6,1,1,17,660.0745,0.260423,979.6359,1324.2698,43.0,1.0674,13.0,4.0,0.3227,0.0993,8.0,12235,303.7236,0.268155,9.6566,1055.0,0.0,0.0,0.0,LCK,complete,2417,0
YoungJae,DN SOOPers,jng,13.01,2023,2023-01-19 08:20:39,1671.0,879.0,26.0,5731.0,5846.0,105.0,4,1,7,17,307.621,0.121368,1231.477,2074.9524,80.0,1.9859,19.0,28.0,0.4717,0.6951,19.0,8127,201.746,0.178118,6.2805,76.0,0.0,0.0,0.0,LCK,complete,2417,0
BuLLDoG,DN SOOPers,mid,13.01,2023,2023-01-19 08:20:39,-795.0,-1107.0,-19.0,5081.0,6995.0,129.0,4,4,4,17,694.9276,0.274174,528.0844,361.837,49.0,1.2164,19.0,9.0,0.4717,0.2234,10.0,11052,274.3566,0.242226,9.2098,999.0,0.0,0.0,0.0,LCK,complete,2417,0
Taeyoon,DN SOOPers,bot,13.01,2023,2023-01-19 08:20:39,98.0,-391.0,-10.0,5007.0,4719.0,107.0,1,3,8,17,484.7414,0.191248,442.7886,243.3513,87.0,2.1597,34.0,14.0,0.844,0.3475,8.0,8926,221.5805,0.19563,7.2735,1128.0,0.0,1.0,0.0,LCK,complete,2417,0
Jun,DN SOOPers,sup,13.01,2023,2023-01-19 08:20:39,944.0,1152.0,6.0,4470.0,4608.0,13.0,2,2,9,17,387.2569,0.152787,441.8453,186.9011,132.0,3.2768,62.0,14.0,1.5391,0.3475,17.0,5287,131.2453,0.115872,0.9433,407.0,1.0,0.0,0.0,LCK,complete,2417,0
Kingen,Hanwha Life Esports,top,13.01,2023,2023-01-19 08:20:39,-1163.0,-1189.0,-30.0,4800.0,7205.0,119.0,2,3,1,11,461.2329,0.16414,848.4402,842.5072,40.0,0.993,16.0,4.0,0.3972,0.0993,12.0,13192,327.4803,0.2656,9.88,6210.0,0.0,0.0,0.0,LCK,complete,2417,1
Clid,Hanwha Life Esports,jng,13.01,2023,2023-01-19 08:20:39,-1671.0,-879.0,-26.0,4060.0,4967.0,79.0,0,7,3,11,592.8258,0.21097,1096.657,957.0956,35.0,0.8688,12.0,4.0,0.2979,0.0993,12.0,6028,149.64,0.121361,4.2946,0.0,0.0,0.0,1.0,LCK,complete,2417,1
Zeka,Hanwha Life Esports,mid,13.01,2023,2023-01-19 08:20:39,795.0,1107.0,19.0,5876.0,8102.0,148.0,6,1,4,11,641.7791,0.228391,974.7704,973.405,44.0,1.0923,11.0,13.0,0.2731,0.3227,6.0,15028,373.0575,0.302566,9.88,14970.0,0.0,0.0,0.0,LCK,complete,2417,1
Viper,Hanwha Life Esports,bot,13.01,2023,2023-01-19 08:20:39,-98.0,391.0,10.0,4909.0,5110.0,117.0,1,4,7,11,785.0393,0.279374,399.7931,224.3111,45.0,1.1171,23.0,13.0,0.571,0.3227,12.0,10218,253.6533,0.205722,7.9189,1636.0,0.0,0.0,0.0,LCK,complete,2417,1
Life,Hanwha Life Esports,sup,13.01,2023,2023-01-19 08:20:39,-944.0,-1152.0,-6.0,3526.0,3456.0,7.0,2,2,4,11,329.1187,0.117124,303.2768,127.7948,136.0,3.3761,69.0,23.0,1.7129,0.571,8.0,5203,129.1601,0.104751,0.8192,192.0,0.0,0.0,0.0,LCK,complete,2417,1
DuDu,DN SOOPers,top,13.01,2023,2023-01-19 09:26:47,290.0,-423.0,12.0,4917.0,6976.0,132.0,0,1,1,6,621.9512,0.24164,1160.5774,1082.4191,33.0,0.9856,6.0,7.0,0.1792,0.2091,4.0,7553,225.5749,0.226016,9.2285,3051.0,0.0,0.0,0.0,LCK,complete,2009,0
YoungJae,DN SOOPers,jng,13.01,2023,2023-01-19 09:26:47,-787.0,17.0,4.0,4639.0,5435.0,102.0,1,2,4,6,261.3838,0.101553,1320.1792,1918.9547,48.0,1.4335,12.0,9.0,0.3584,0.2688,13.0,5953,177.7899,0.178138,5.5849,0.0,0.0,0.0,0.0,LCK,complete,2009,0
BuLLDoG,DN SOOPers,mid,13.01,2023,2023-01-19 09:26:47,-269.0,39.0,-6.0,4890.0,7918.0,142.0,0,3,4,6,761.3639,0.295804,741.2046,1066.4111,22.0,0.657,12.0,5.0,0.3584,0.1493,5.0,7179,214.4052,0.214824,8.6909,451.0,0.0,0.0,0.0,LCK,complete,2009,0
Taeyoon,DN SOOPers,bot,13.01,2023,2023-01-19 09:26:47,529.0,285.0,11.0,6091.0,5296.0,131.0,5,4,1,6,710.9209,0.276206,572.8522,297.9691,34.0,1.0154,14.0,7.0,0.4181,0.2091,4.0,10053,300.2389,0.300825,9.1687,3160.0,1.0,0.0,0.0,LCK,complete,2009,0
Jun,DN SOOPers,sup,13.01,2023,2023-01-19 09:26:47,-152.0,109.0,2.0,3517.0,3805.0,6.0,0,5,6,6,218.2578,0.0847973,602.0309,478.2977,109.0,3.2554,52.0,11.0,1.553,0.3285,15.0,2680,80.0398,0.080197,0.7765,369.0,0.0,1.0,0.0,LCK,complete,2009,0
Kingen,Hanwha Life Esports,top,13.01,2023,2023-01-19 09:26:47,-290.0,423.0,-12.0,4627.0,7399.0,120.0,3,1,3,15,798.3972,0.233454,904.6889,948.5913,41.0,1.2245,12.0,5.0,0.3584,0.1493,7.0,9602,286.7695,0.218133,8.1832,11180.0,0.0,0.0,0.0,LCK,complete,2009,1
Clid,Hanwha Life Esports,jng,13.01,2023,2023-01-19 09:26:47,787.0,-17.0,-4.0,5426.0,5418.0,98.0,3,2,6,15,514.9428,0.150571,992.5834,898.7456,52.0,1.553,13.0,8.0,0.3883,0.2389,12.0,7248,216.4659,0.164656,4.8382,515.0,0.0,0.0,0.0,LCK,complete,2009,1
Zeka,Hanwha Life Esports,mid,13.01,2023,2023-01-19 09:26:47,269.0,-39.0,6.0,5159.0,7879.0,148.0,6,1,4,15,610.1244,0.178402,874.6142,689.9851,44.0,1.3141,7.0,10.0,0.2091,0.2987,5.0,11449,341.9313,0.260092,10.5426,614.0,0.0,0.0,0.0,LCK,complete,2009,1
Viper,Hanwha Life Esports,bot,13.01,2023,2023-01-19 09:26:47,-529.0,-285.0,-11.0,5562.0,5011.0,120.0,3,1,5,15,1321.1648,0.386312,677.7402,354.3554,58.0,1.7322,20.0,16.0,0.5973,0.4778,9.0,11132,332.4639,0.252891,8.8402,9235.0,0.0,0.0,1.0,LCK,complete,2009,1
Life,Hanwha Life Esports,sup,13.01,2023,2023-01-19 09:26:47,152.0,-109.0,-2.0,3669.0,3696.0,4.0,0,1,11,15,175.3111,0.0512615,383.6834,185.1667,83.0,2.4788,44.0,7.0,1.3141,0.2091,11.0,4588,137.0234,0.104228,0.3584,2463.0,0.0,0.0,0.0,LCK,complete,2009,1
DnDn,Nongshim RedForce,top,13.01,2023,2023-01-19 11:09:23,887.0,786.0,32.0,5936.0,8253.0,144.0,3,2,7,15,641.8384,0.347799,987.4476,681.2655,53.0,1.3596,15.0,10.0,0.3848,0.2565,9.0,12277,314.9295,0.266539,9.6965,3107.0,0.0,0.0,0.0,LCK,complete,2339,0
Sylvie,Nongshim RedForce,jng,13.01,2023,2023-01-19 11:09:23,193.0,756.0,4.0,4973.0,6131.0,101.0,2,2,8,15,218.4267,0.118361,784.6943,1474.8354,92.0,2.36,20.0,26.0,0.513,0.667,21.0,7439,190.8251,0.161503,5.0791,1253.0,0.0,0.0,0.0,LCK,complete,2339,0
FIESTA,Nongshim RedForce,mid,13.01,2023,2023-01-19 11:09:23,283.0,6.0,5.0,5329.0,8218.0,158.0,7,2,3,15,474.3822,0.257058,717.1013,595.9983,50.0,1.2826,7.0,13.0,0.1796,0.3335,4.0,11891,305.0278,0.258159,8.8499,5534.0,0.0,0.0,0.0,LCK,complete,2339,0
vital,Nongshim RedForce,bot,13.01,2023,2023-01-19 11:09:23,-1039.0,-139.0,-14.0,4806.0,5396.0,131.0,3,2,5,15,446.6781,0.242046,530.4318,662.3856,75.0,1.9239,16.0,22.0,0.4104,0.5643,6.0,11314,290.2266,0.245632,10.4404,3924.0,0.0,0.0,0.0,LCK,complete,2339,0
Peter,Nongshim RedForce,sup,13.01,2023,2023-01-19 11:09:23,-314.0,-758.0,1.0,3038.0,3162.0,4.0,0,3,13,15,64.1043,0.0347368,313.339,261.8298,109.0,2.7961,62.0,13.0,1.5904,0.3335,20.0,3140,80.5472,0.0681682,0.3591,0.0,0.0,0.0,1.0,LCK,complete,2339,0
Morgan,HANJIN BRION,top,13.01,2023,2023-01-19 11:09:23,-887.0,-786.0,-32.0,5049.0,7467.0,112.0,2,3,0,11,403.0953,0.163582,700.5045,809.3972,59.0,1.5135,16.0,9.0,0.4104,0.2309,11.0,13342,342.2488,0.266245,10.0299,13959.0,0.0,0.0,0.0,LCK,complete,2339,1
UmTi,HANJIN BRION,jng,13.01,2023,2023-01-19 11:09:23,-193.0,-756.0,-4.0,4780.0,5375.0,97.0,0,3,9,11,880.4019,0.35728,1016.0496,938.3754,71.0,1.8213,12.0,17.0,0.3078,0.4361,11.0,8658,222.0949,0.172773,4.9252,92.0,0.0,1.0,0.0,LCK,complete,2339,1
Karis,HANJIN BRION,mid,13.01,2023,2023-01-19 11:09:23,-283.0,-6.0,-5.0,5046.0,8212.0,153.0,5,3,3,11,542.283,0.220066,427.1569,252.0821,46.0,1.18,15.0,11.0,0.3848,0.2822,11.0,10662,273.5015,0.212764,7.3365,4480.0,0.0,0.0,0.0,LCK,complete,2339,1
Hena,HANJIN BRION,bot,13.01,2023,2023-01-19 11:09:23,1039.0,139.0,14.0,5845.0,5535.0,145.0,4,5,2,11,514.8611,0.208938,514.2711,322.5994,53.0,1.3596,22.0,16.0,0.5643,0.4104,7.0,12772,327.6272,0.25487,9.1578,3474.0,1.0,0.0,0.0,LCK,complete,2339,1
Effort,HANJIN BRION,sup,13.01,2023,2023-01-19 11:09:23,314.0,758.0,-1.0,3352.0,3920.0,3.0,0,1,7,11,123.54,0.0501343,197.3664,94.2711,132.0,3.3861,72.0,15.0,1.8469,0.3848,24.0,4678,120.0,0.0933492,0.6156,689.0,0.0,1.0,0.0,LCK,complete,2339,1
Morgan,HANJIN BRION,top,13.01,2023,2023-01-19 12:12:29,-739.0,-328.0,-7.0,4927.0,7523.0,132.0,2,3,6,11,621.2252,0.268237,1084.1722,913.0132,39.0,1.2914,13.0,5.0,0.4305,0.1656,8.0,7538,249.6026,0.198337,8.7417,2772.0,0.0,0.0,1.0,LCK,complete,1812,1
UmTi,HANJIN BRION,jng,13.01,2023,2023-01-19 12:12:29,-709.0,-495.0,2.0,4438.0,5012.0,97.0,1,1,6,11,248.3113,0.107217,933.2119,858.3113,58.0,1.9205,10.0,17.0,0.3311,0.5629,10.0,5847,193.6093,0.153844,5.9272,938.0,0.0,0.0,0.0,LCK,complete,1812,1
Karis,HANJIN BRION,mid,13.01,2023,2023-01-19 12:12:29,-377.0,-690.0,-8.0,4886.0,7175.0,141.0,4,1,5,11,573.3444,0.247562,630.0,384.702,35.0,1.1589,12.0,11.0,0.3974,0.3642,9.0,10113,334.8675,0.26609,10.6291,8084.0,0.0,0.0,0.0,LCK,complete,1812,1
Hena,HANJIN BRION,bot,13.01,2023,2023-01-19 12:12:29,789.0,708.0,12.0,5779.0,6255.0,153.0,4,0,2,11,741.2583,0.320065,277.0861,160.894,51.0,1.6887,16.0,17.0,0.5298,0.5629,5.0,10811,357.9801,0.284456,10.7947,8654.0,0.0,0.0,0.0,LCK,complete,1812,1
Effort,HANJIN BRION,sup,13.01,2023,2023-01-19 12:12:29,525.0,-183.0,1.0,3597.0,3324.0,6.0,0,0,11,11,131.8212,0.0569186,138.8079,76.7881,89.0,2.947,46.0,11.0,1.5232,0.3642,16.0,3697,122.4172,0.097273,0.4305,1970.0,0.0,0.0,0.0,LCK,complete,1812,1
DnDn,Nongshim RedForce,top,13.01,2023,2023-01-19 12:12:29,739.0,328.0,7.0,5666.0,7851.0,139.0,3,2,0,5,552.1192,0.291544,1162.1854,1420.9272,35.0,1.1589,14.0,7.0,0.4636,0.2318,8.0,7461,247.053,0.260429,8.8411,2739.0,1.0,0.0,0.0,LCK,complete,1812,0
Sylvie,Nongshim RedForce,jng,13.01,2023,2023-01-19 12:12:29,709.0,495.0,-2.0,5147.0,5507.0,95.0,1,2,2,5,288.5099,0.152346,992.3841,722.649,71.0,2.351,12.0,21.0,0.3974,0.6954,14.0,5197,172.0861,0.181402,5.4636,0.0,0.0,1.0,0.0,LCK,complete,1812,0
FIESTA,Nongshim RedForce,mid,13.01,2023,2023-01-19 12:12:29,377.0,690.0,8.0,5263.0,7865.0,149.0,0,2,2,5,597.7815,0.315656,392.5828,508.3444,47.0,1.5563,18.0,7.0,0.596,0.2318,10.0,7012,232.1854,0.244756,10.0,539.0,0.0,0.0,0.0,LCK,complete,1812,0
vital,Nongshim RedForce,bot,13.01,2023,2023-01-19 12:12:29,-789.0,-708.0,-12.0,4990.0,5547.0,141.0,1,2,0,5,392.0199,0.207004,440.5629,424.4371,45.0,1.4901,15.0,16.0,0.4967,0.5298,7.0,7299,241.6887,0.254774,10.1325,0.0,0.0,0.0,0.0,LCK,complete,1812,0
Peter,Nongshim RedForce,sup,13.01,2023,2023-01-19 12:12:29,-525.0,183.0,-1.0,3072.0,3507.0,5.0,0,3,2,5,63.3444,0.0334487,259.2715,180.0662,73.0,2.4172,50.0,4.0,1.6556,0.1325,18.0,1680,55.6291,0.0586388,0.2649,0.0,0.0,0.0,0.0,LCK,complete,1812,0
Zeus,T1,top,13.01,2023,2023-01-20 08:11:59,-382.0,-107.0,2.0,4835.0,7568.0,126.0,2,3,0,3,338.7556,0.224415,574.4452,506.6709,39.0,1.501,13.0,2.0,0.5003,0.077,6.0,6521,250.9686,0.258206,8.6209,5220.0,0.0,0.0,0.0,LCK,complete,1559,0
Oner,T1,jng,13.01,2023,2023-01-20 08:11:59,112.0,-153.0,-12.0,4662.0,5270.0,89.0,0,3,3,3,147.4407,0.0976748,688.1719,1058.9865,46.0,1.7704,8.0,11.0,0.3079,0.4233,6.0,4216,162.2579,0.166938,5.2726,587.0,0.0,0.0,0.0,LCK,complete,1559,0
