playername,riot_id,tagline
Pyosik,i never glve up,NA1
Pyosik,FB frozen,NA1
Pyosik,Xten Frozen,NA1
Ruler,corejjoppa,NA1
Ruler,Ariana Grandee,NA1
Peanut,Wang Ho,NA1
Peanut,Teesum,NA1
Scout,Starboyyy,NA1
Scout,Dhokla,NA1
Deft,TP FROM S5,NA1
Deft,TranceTherapy,NA69
Deft,LA Kimchi,NA1
Faker,ZD1jkUxK7HGxLXUz,NA1
Faker,h5gxj9JQVou8pWjm,NA1
Faker,NRG GBM,NA1
