pca_group,feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
mid,damagetakenperminute,-0.06326368804637292,0.44139943120072345,-0.08983250468508908,-0.13729236390045169,0.07487850771470328,0.3561613512496938,-0.19670783567026462,0.1969296514669962,0.06554889428626433,0.200932364985519,-0.1833173925119411,0.03469758091610816,-0.10582532365973964,0.07737772220948942,-0.01169248516493798,0.11025649365334829,0.2851499629324822,0.47305883555732886,-0.10663174433559544,0.36717859216771576,-0.05966177851086212,0.013656993999523756,0.017927173648751897
mid,damagemitigatedperminute,0.00833696260346607,0.4737948536104042,-0.07647900433908027,-0.07802183053587441,0.060784696266234145,0.2614048932165548,-0.11883018861960438,0.16224975744003314,-0.2289644385811839,0.18412776935043648,-0.1213190737256604,-0.16212137038764393,0.3496522754206987,0.059538185497949966,-0.1253680953423384,0.021207963555162666,-0.3700858970582389,-0.37422013122254993,0.16221709819264485,-0.2605391511491999,-0.09693150244109747,-0.003471434982643955,0.033684703739452496
mid,visionscore,0.24255880764040433,0.04087826797658716,0.4553506082112751,-0.05625913862936036,-0.0011243704332683975,0.12197862344026748,-0.06538815250136362,0.05552616632727069,-0.12548057400668572,-0.21782555563544115,-0.024229187277133205,0.05521173470530549,0.007852290262322224,-0.07790617837089082,-0.22965460854925215,-0.2648053030836891,-0.1697082127631508,-0.14541095130460763,-0.13175824559130214,0.44101963512837217,0.09889227652767482,-0.17352319227151414,-0.457416111082849
mid,vspm,0.2817241190213306,0.0322743261852927,0.4179519929725712,-0.14337113628079043,-0.04727391898361186,0.0650467038679868,-0.018639966754165727,0.06478785272925333,-0.03451051698851171,-0.1727350442147599,-0.013989931578102197,0.0437124196977272,-0.08100916003478878,-0.005599867105794074,-0.14133254789355526,-0.0924882983969786,-0.03123946995141438,0.0214828718701585,-0.04069031586314078,-0.006843403037001124,0.03458078717779378,0.3454715781588988,0.722077454091189
mid,wpm,0.1159061143700291,-0.11621394505773351,0.43952944220757756,0.058578052931724,-0.09216810766384322,0.11364631130198766,-0.02439637692210449,0.18656056373183422,0.3889488846900038,0.2262821535103489,0.21307792408613094,0.14540202416091197,0.47908696898062764,-0.11962848585646169,0.07697844761572528,0.35888806264030676,0.1779428575992087,0.023586228573478595,0.07402343202776678,-0.1136679263695308,-0.09438671640011179,-0.07234442950217244,-0.0853186756063225
mid,wcpm,0.2688045033435062,-0.034308965825135006,0.1914292672991705,-0.22351169359304035,0.07930219228940572,0.18130193866282804,0.0016325692097486437,-0.051059027270514104,-0.4056683370665744,-0.1853261695789593,-0.09161143922398954,-0.2085029349066389,-0.2644213271523113,-0.1946569882272838,0.2584786782613517,0.2656510653863363,0.19317788408844833,0.1646605349209345,0.14374452722778758,-0.39076387045492256,-0.08078347010885019,-0.16784737945081224,-0.1724432270705099
mid,controlwards_per_min,-0.05605769994060781,-0.18890582133989495,0.33724383204540004,0.2522064095311969,-0.152621108536876,0.21625160485251246,0.0556976364437808,-0.04018799023094488,0.04052446996180407,0.5546221954452424,-0.21192340834525808,-0.17572803434835152,-0.35322529285036725,0.3336189220719348,0.09967342347445372,-0.20300321279635034,-0.10820367540855197,-0.007978264381899944,0.07028984815592325,-0.11153918225703716,0.07556569700846587,-0.00695349470295856,-0.04346089679760216
mid,earned gpm,0.3519525648691718,0.06338475651258754,-0.07662428679059116,-0.08561346944395784,0.1610975041196244,-0.1774392957041648,0.11858481302633113,0.06009066100950602,0.015145514131868707,0.20792683473214815,-0.09190384455566845,0.07207449152250317,-0.02733715196990126,-0.03095307253564676,0.2752562200185256,0.012011438764223982,0.03481052129323044,-0.14805654517735672,-0.06606187648263216,0.0641576985410739,-0.05380729155893553,0.712234751400298,-0.3275581227308362
mid,earnedgoldshare,0.13278814207306758,-0.3810005529494512,-0.2120158059222254,-0.22204672878384185,0.21888336848361306,0.15686005720997206,0.00983894229012826,0.1639993740957319,-0.038242139052896085,0.23355555124318853,-0.25844459213329574,0.03881148609916273,0.02627506862687641,-0.18779195903251758,0.1579583525464353,0.11521355820573981,0.08877920310212634,-0.37742466536167785,-0.0479371249875223,0.2790711666773048,0.2939346960469386,-0.2580877115260848,0.24785953536621746
mid,cspm,0.26108354229090686,-0.082961335517276,-0.09723785221362369,-0.4189786304110749,-0.03401965932905335,-0.08863307171475689,0.0564296219328105,0.0457839710514307,0.11155140383025595,0.024184376565733547,-0.08715272591055069,0.14140222113121217,0.2690197161107517,0.30847957924073865,0.2497548451792275,-0.3422588546369989,-0.25320180095459344,0.3543079592759698,-0.21947805730970793,-0.21634623152968366,0.012947428331353025,-0.23045178519357037,-0.00974536952405651
mid,tower_damage_per_min,0.25824184169826225,0.22318421277014996,0.013227452866775985,-0.1652945210062292,0.03894460775601549,-0.2948964444953476,0.06879790722129867,0.05258130446092218,0.29465072364909684,-0.0962574762474538,-0.016434040851574985,-0.00015261210672893114,-0.2920056491383809,0.5233162705048298,-0.13798960160760557,0.2838293978107226,0.13784314515745577,-0.2952214852304461,0.1809197202040671,0.03784725148081933,-0.05998899669738352,-0.2469185548043159,-0.007333217991380703
mid,firstbloodkill,0.0829844483440711,-0.07129874755740423,-0.060322176235611466,0.23715128744148467,-0.23293812285098076,-0.16050373744817806,-0.5718399116395765,0.35134440168236575,0.19778827881174876,-0.29007465938878096,-0.27235596016461583,-0.325066544447193,0.030151203833018902,-0.02061770069882956,0.278643204263707,-0.08096933384193916,-0.011376112891290618,-0.021762905103194802,0.07542377746564642,0.009812794514037715,0.03301873542838646,0.038738001011708496,-0.008027550708056113
mid,firstbloodassist,-0.0030872026661703453,0.015073086549472571,-0.10012708699372472,0.1355508307133189,0.005317882486085513,0.2190521972980038,0.6665270994015186,0.5453506130919158,0.14721613728203206,-0.23692568894790522,0.06254686889658699,-0.2841795876577007,-0.027279195652055194,-0.027126164299259892,0.018778304212896012,-0.11798707086093586,0.0013145375961017003,0.0500225468950227,0.024587670148956815,-0.002145080880429741,0.01078445101848882,0.004476698490307923,-0.014367926205434445
