playername,teamname,position,patch,patch_major,patch_minor,match_count,low_sample_flag,pca_group,PC1,PC2,PC3,PC4,PC5,PC6
Pyosik,DN SOOPers,jng,15.07,15,7,10,0,jng,-0.6359167545316262,-1.0715159872004825,-0.7551177717291683,0.11726259375613042,-0.35339497468063796,-0.15735890932797192
Raptor,BNK FEARX,jng,15.07,15,7,11,0,jng,1.5011828643153988,-0.5147042118473496,-0.00492798798879764,0.19851301408196217,-0.5001886368402056,-0.09838670149028556
Sponge,DRX,jng,15.07,15,7,10,0,jng,-1.7060298671562253,-1.2513741156566696,-1.1840187581821282,0.13045518476951856,0.15745097672166108,-0.005659447558270767
Canyon,Gen.G,jng,15.08,15,8,8,0,jng,4.859386711722052,2.17573205242768,-0.6996356627435969,0.2595091533528635,-0.1384263881160261,-0.16332376912583685
Croco,HANJIN BRION,jng,15.08,15,8,3,0,jng,1.0534719650196944,-1.5053643789888735,-1.1862965027509904,0.12746094114639256,0.30705807907503035,0.030483043585159224
Cuzz,KT Rolster,jng,15.08,15,8,8,0,jng,-0.2347319940080266,-0.799927097435116,0.099615958997255,-0.15361959350874702,0.18237815109050146,-0.22505708815355638
DDoiV,DN SOOPers,jng,15.08,15,8,3,0,jng,1.9826605051407113,-1.0504093715578697,1.3112946793130018,-0.01168060295947589,-0.12068287583272315,0.02923704731851845
GIDEON,Nongshim RedForce,jng,15.08,15,8,9,0,jng,-0.0738750601964735,-0.06488421230157303,0.6724592016651925,0.33999626613038286,0.28903726543966923,0.07688429804847943
HamBak,HANJIN BRION,jng,15.08,15,8,8,0,jng,-1.9484345733254202,-2.0891838131827285,-0.6014112258590262,0.39186106773277635,-0.3674850539814615,0.1033072130931168
Lucid,Dplus Kia,jng,15.08,15,8,11,0,jng,-1.768209939043612,-1.2054662833634253,0.6749140908670023,-0.2339747422483239,-0.061352399888848934,-0.014094662018499227
Oner,T1,jng,15.08,15,8,10,0,jng,2.0288170810285924,-0.6954248169993205,0.3779613302783603,0.29563292280633746,-0.18941878509662066,-0.22157633777707117
Peanut,Hanwha Life Esports,jng,15.08,15,8,9,0,jng,1.1520041664246963,1.68956698303542,0.24762358233097045,-0.20084569782328915,0.07652385460439382,0.2227587155345959
Pyosik,DN SOOPers,jng,15.08,15,8,7,0,jng,-1.2147453345342216,-1.5506834254183357,-0.014774990763801699,0.04602063504049138,0.046942287453818066,0.043758508924851315
Raptor,BNK FEARX,jng,15.08,15,8,9,0,jng,-1.0620888850998231,-0.8417764854778206,-0.4169786597008199,-0.060731487358915856,0.3147303602647789,0.10125390335733743
Sponge,DRX,jng,15.08,15,8,9,0,jng,1.9439224429064172,0.6826525505210466,-0.4713266002492815,-0.5534399395562996,0.21018055093894664,0.040810508693408264
Canyon,Gen.G,jng,15.09,15,9,8,0,jng,2.6606940378251087,1.317650472203321,0.3026416246128802,-0.1988056106589526,-0.16213734422833875,0.02026315927201737
Croco,HANJIN BRION,jng,15.09,15,9,11,0,jng,1.6915568302992836,0.29186787540511894,-0.025069683198588714,0.14345855410602004,-0.2275854584682971,-0.22063346532750278
Cuzz,KT Rolster,jng,15.09,15,9,10,0,jng,1.9291657832676832,0.7444794736842913,0.3078111452728541,-0.4454301796367925,0.06931967022438106,-0.1001649421753308
GIDEON,Nongshim RedForce,jng,15.09,15,9,11,0,jng,-0.5991467838775001,1.3122017607073775,0.5385966793081801,-0.14613149713719742,0.2574503415530823,0.0625700281370208
Lucid,Dplus Kia,jng,15.09,15,9,9,0,jng,-1.039272508119772,-0.5635010087165659,0.7683398528353205,0.17042747876733866,-0.009211402569935913,-0.03372598383754313
Oner,T1,jng,15.09,15,9,9,0,jng,1.7591420873800963,1.072786095984624,-0.25741918210503884,0.043671794306863916,-0.25715192304429557,-0.10108332847583484
Peanut,Hanwha Life Esports,jng,15.09,15,9,9,0,jng,-1.7533384811787163,-1.0861800463364446,-0.785668701904533,0.3395605478465608,0.000880084011449017,0.1328790730380057
Pyosik,DN SOOPers,jng,15.09,15,9,9,0,jng,-2.5971782691523093,-0.5307559000408807,-0.6085235555325086,-0.022929969389920448,-0.5439496893962154,0.011285190085577585
Raptor,BNK FEARX,jng,15.09,15,9,10,0,jng,-2.126164013468472,-0.8158941011854082,-0.851288629525256,0.07593409137339724,0.37724505985039586,-0.19010553335834918
Sponge,DRX,jng,15.09,15,9,10,0,jng,-1.0032714372441873,-0.352459523096085,0.4651692005150351,-0.21447063986731532,0.37275135522664404,0.1492404746247569
Canyon,Gen.G,jng,15.11,15,11,5,0,jng,-0.17943039881923153,0.33639094277294446,-0.3051193029369688,0.2591338894021179,-0.368838340710354,-0.25214621594712977
Cuzz,KT Rolster,jng,15.11,15,11,10,0,jng,0.7120489091215828,1.498126629272874,-0.15925007409081898,0.08191723784991917,0.06229604222993853,-0.15826780679236804
GIDEON,Nongshim RedForce,jng,15.11,15,11,3,0,jng,-3.3195917458989603,0.5529730867272448,1.2222719439366831,-0.11033437215833851,0.2619704423728611,-0.07453021542963095
Lucid,Dplus Kia,jng,15.11,15,11,3,0,jng,-1.9616393776497367,-1.1731694700982176,0.01482066528928922,-0.3749109723437446,-0.2705871067975008,-0.13969361597697763
Oner,T1,jng,15.11,15,11,7,0,jng,-0.7659651491711297,0.42131938378198985,0.09626065682959296,-0.22536219864634202,0.21243821273020366,-0.1330580723106458
Peanut,Hanwha Life Esports,jng,15.11,15,11,8,0,jng,-0.555090621599659,0.11127571853167391,-0.2362332719365022,-0.33548719345604916,-0.03942449141581395,-0.15657860505606913
Canyon,Gen.G,jng,15.14,15,14,9,0,jng,1.1724609492350924,0.9105178603515516,0.9908677730431601,-0.03510017763669067,-0.25400653382235433,0.004217837977464695
Croco,HANJIN BRION,jng,15.14,15,14,10,0,jng,-0.3094957100770798,-0.4642429062904199,-0.3182800275986577,-0.3667160427509731,-0.5424040118670348,-0.09100258818501229
Cuzz,KT Rolster,jng,15.14,15,14,8,0,jng,-2.0164043812909975,-1.0223372237568853,-0.8978752210170323,-0.4476701662113673,0.1880665742881191,-0.08504180961652569
GIDEON,Nongshim RedForce,jng,15.14,15,14,8,0,jng,-0.8130040979029055,-0.6119875663549319,0.5953435174955563,-0.11506572309759121,-0.25833995506959323,-0.08543708573370067
Lucid,Dplus Kia,jng,15.14,15,14,10,0,jng,1.806126395837097,1.0223900912621435,-0.6945472641125521,-0.31027007812233115,-0.34253696771802733,-0.07907213953148297
Oner,T1,jng,15.14,15,14,9,0,jng,2.111833277317934,0.9917185666388262,0.10078837687927242,-0.36307601895015024,0.06936032945214149,-0.16408519572804262
Peanut,Hanwha Life Esports,jng,15.14,15,14,8,0,jng,-1.2591820600610395,0.08225903067732482,-1.0692189311542963,0.5980717405991777,0.15676893205205436,-0.25150879848266383
Pyosik,DN SOOPers,jng,15.14,15,14,9,0,jng,-0.9162963565140795,-0.8651439352347648,0.02006466268021736,-0.16299585827167476,-0.29332865731490865,-0.14551652061753312
Raptor,BNK FEARX,jng,15.14,15,14,9,0,jng,-1.7971318149153226,-0.9775527349286324,-0.10827537784813984,0.1001489552069945,-0.0682872569086959,-0.28998519332225564
Sponge,DRX,jng,15.14,15,14,12,0,jng,1.0057091561323779,0.92023235425105,-0.1292671776593015,-0.28529769904062185,-0.46754939195901474,-0.21522240155721267
Canyon,Gen.G,jng,15.15,15,15,10,0,jng,1.980833478002881,0.5638676248151372,0.497003430122239,0.7282549102858438,0.07137538094487114,0.13272959405800983
Croco,HANJIN BRION,jng,15.15,15,15,10,0,jng,0.8307955142629925,-0.3078781741158573,-0.6460428381513995,-0.11041323732081658,-0.36136713264291814,-0.09694838191909842
Cuzz,KT Rolster,jng,15.15,15,15,9,0,jng,-2.8412817499466896,-1.0316103935814191,0.6325001657882746,-0.06549390012877149,0.30861404985040547,-0.13406344114565075
GIDEON,Nongshim RedForce,jng,15.15,15,15,9,0,jng,0.2507558389109327,0.23825826644401804,0.13082207294260575,-0.01324539500975849,0.5441054738990688,0.05261013317747035
Lucid,Dplus Kia,jng,15.15,15,15,8,0,jng,2.370941331637491,1.8347813216391324,-1.5520615683667767,0.39554977458936963,0.18419735288227523,-0.10157793313955488
Oner,T1,jng,15.15,15,15,9,0,jng,0.2771748542072535,1.083750037340986,-0.7967390005016425,-0.06927246116269895,0.6102893309089695,-0.04399839147579249
Peanut,Hanwha Life Esports,jng,15.15,15,15,9,0,jng,-0.6736653934811103,-0.003366945292916539,0.5319257422872415,-0.2168263236225948,0.09081932793007572,-0.11419066459502265
Pyosik,DN SOOPers,jng,15.15,15,15,11,0,jng,0.09478690186791744,-0.22645847085890808,0.8572468509974634,-0.19850700166448115,-0.11620891595149835,-0.07417794194287959
Raptor,BNK FEARX,jng,15.15,15,15,10,0,jng,-0.8686383897169754,0.47613530594674186,0.842729207303547,0.12318238410175632,-0.05475581876714583,0.04991301916221882
Sponge,DRX,jng,15.15,15,15,11,0,jng,-2.304390821819865,-0.6126643606941506,-0.13895765241775554,-0.38349195755587506,0.06590586581352881,-0.05608751062408466
Canyon,Gen.G,jng,15.16,15,16,10,0,jng,0.6425785604663875,0.11022400140694749,-0.026620903435666907,0.004468014212315259,-0.30160650321287785,-0.13425955606374837
Croco,HANJIN BRION,jng,15.16,15,16,11,0,jng,0.38623129027403236,-0.437714118095162,-1.0979559319918584,0.011260060183402044,-0.17310576373025618,-0.019165085432385646
Cuzz,KT Rolster,jng,15.16,15,16,9,0,jng,1.8327147372510584,0.49187831032032014,-0.5450164362287396,-0.2796065898157554,-0.14345604706142492,-0.11050489101492526
GIDEON,Nongshim RedForce,jng,15.16,15,16,9,0,jng,-0.9529923008568952,-0.17845573466496092,-0.054951695551064404,0.12651970730386913,0.38286562788921785,-0.202536110706205
Lucid,Dplus Kia,jng,15.16,15,16,10,0,jng,1.873776364219817,0.27039560079481445,-0.5645170153798861,-0.04613163178683325,0.2210035100723027,-0.00032270116379409396
Oner,T1,jng,15.16,15,16,11,0,jng,-0.0035954509081569165,-0.5781955288908341,0.2129571832321484,-0.26049286235230457,-0.2599625086082843,-0.20706124778287688
Peanut,Hanwha Life Esports,jng,15.16,15,16,11,0,jng,-0.5042308103049644,-0.24830282441999946,-0.004473903542429046,-0.15733086098405624,-0.024029677691937194,-0.1487059704960424
Pyosik,DN SOOPers,jng,15.16,15,16,10,0,jng,0.26303484247450387,-0.4426333015054942,0.1639694011778472,-0.418750246209051,-0.38761450463015223,-0.032177448069740384
Raptor,BNK FEARX,jng,15.16,15,16,10,0,jng,0.3833959327072896,-0.08459891727740014,1.726734886549201,-0.031609557021525944,0.24756033974604022,0.020197765236183673
Sponge,DRX,jng,15.16,15,16,11,0,jng,-0.9620282686941168,-0.6242373519356317,-0.3261769456365528,0.2853043515814016,-0.200718895497699,-0.021894772937739174
Canyon,Gen.G,jng,15.17,15,17,17,0,jng,0.4359808502740465,-0.13760838384666096,-0.6645034569203684,0.27554965790320085,-0.2950943771870962,-0.09064332621986018
Croco,HANJIN BRION,jng,15.17,15,17,9,0,jng,-1.8996908673917963,-0.9687149809213591,-0.5621050280190019,-0.022022751992464014,0.271157689785574,-0.11104598580700262
Cuzz,KT Rolster,jng,15.17,15,17,15,0,jng,0.8233008759447514,0.4592044051588836,0.455628246944932,-0.7245248212837688,-0.26377725225152515,-0.0007606771152592787
GIDEON,Nongshim RedForce,jng,15.17,15,17,12,0,jng,-0.05584537889120776,0.036985499593165494,-0.4893056667281398,0.38846438103990244,0.8842638417023743,-0.14946082808107
Lucid,Dplus Kia,jng,15.17,15,17,25,0,jng,0.484410273873763,-0.03511148986130898,-0.2931178980002357,0.13385999444883362,0.23124858296501952,-0.04011266828235938
Oner,T1,jng,15.17,15,17,17,0,jng,2.166555937992015,0.29055617225265656,0.09535278206903834,0.029586272527517558,-0.07198181331300034,-0.03294052791246392
Peanut,Hanwha Life Esports,jng,15.17,15,17,10,0,jng,-1.0677850431327756,-0.44034418517902574,0.1737549014404638,-0.1244462123465083,-0.04162177909846734,-0.03774309082110533
Raptor,BNK FEARX,jng,15.17,15,17,17,0,jng,-1.303718991689514,-0.36283417669221757,1.6058903921816543,-0.03786592297256462,0.3031729453546466,-0.005036960167687242
Canyon,Gen.G,jng,16.01,16,1,8,0,jng,1.7095414045033956,-1.489798779876208,0.6581616115638961,0.3820104705671744,0.043978829512303,-0.048750085133247245
Cuzz,KT Rolster,jng,16.01,16,1,10,0,jng,1.4892056102347468,-2.5505987799828684,0.03147341996592607,-0.5182996000940201,0.09758228618326051,-0.1255856137021384
GIDEON,HANJIN BRION,jng,16.01,16,1,11,0,jng,1.8132335817001286,-1.604008314980198,0.352970977591357,0.054056963542049724,0.023635286795405774,-0.3118540284607713
Kanavi,Hanwha Life Esports,jng,16.01,16,1,11,0,jng,1.1371822701525518,-2.440375411017852,0.04158339969398812,-0.15048663659267428,0.1456525482651949,0.03775645953407236
Lucid,Dplus Kia,jng,16.01,16,1,9,0,jng,4.116084096930414,-0.7319140263305329,-0.030217031865234858,0.4293900217073726,0.4584722945182705,-0.1689911207852786
Oner,T1,jng,16.01,16,1,11,0,jng,1.8734138186471385,-1.362845337834904,0.17140714106587407,0.05037318224306556,0.46864169406398926,0.18894275305961752
Pyosik,DN SOOPers,jng,16.01,16,1,11,0,jng,2.0729613664299347,-2.0078653276933998,0.1312432039887872,0.22859794990754184,0.12966804264425735,-0.11317201607360766
Raptor,BNK FEARX,jng,16.01,16,1,10,0,jng,1.6036088485608604,-1.2626770740122772,0.5730474672182923,0.1680534933967882,0.43277996391734314,-0.019581841921561753
Sponge,Nongshim RedForce,jng,16.01,16,1,10,0,jng,2.5430192519563097,-1.51590346732779,0.17363610607772506,0.6314345543381837,0.3241350285141632,0.17339202215225397
Willer,Kiwoom DRX,jng,16.01,16,1,11,0,jng,1.3900609260500627,-1.2989988679897864,-0.2298988114238943,-0.11116898360922009,0.5233079378774618,0.26626139165879964
Canyon,Gen.G,jng,16.02,16,2,3,0,jng,1.4928431755051639,-2.5355326528656,0.7139813723756312,-0.6436790152605691,0.8111323842782951,0.036209726549447756
Cuzz,KT Rolster,jng,16.02,16,2,7,0,jng,2.673105103256554,-0.9392224903386118,0.6408238589249013,0.25227140773584317,-0.3492638262909741,-0.20400642481606499
GIDEON,HANJIN BRION,jng,16.02,16,2,8,0,jng,2.189011518819778,-1.9181177812035608,-0.19513236196249972,-0.36205931605772357,0.2755909469326325,-0.16365596657536371
Kanavi,Hanwha Life Esports,jng,16.02,16,2,3,0,jng,3.284983620166308,-1.5145569535975125,0.0908838316508393,1.056313740067808,0.41399260960383283,-0.13391655012311562
Lucid,Dplus Kia,jng,16.02,16,2,5,0,jng,5.706623898964085,0.6890779555799259,1.1843624786458102,-0.28751876074889676,0.24778368143486465,-0.15246159278044547
Oner,T1,jng,16.02,16,2,3,0,jng,-1.0457342661847333,-2.6676245544007475,0.346701423697972,0.49677479134766045,0.0021560124640440715,-0.283651919601742
Pyosik,DN SOOPers,jng,16.02,16,2,9,0,jng,2.427928576174563,-1.4624989613731378,0.3840022336925938,-0.3221436470496815,-0.3759034855871814,0.12735424713273275
Raptor,BNK FEARX,jng,16.02,16,2,4,0,jng,0.8991141322086819,-1.234508680960137,-0.7956802596831706,0.6222218165039064,-0.2752158070325686,0.09492695492600806
Sponge,Nongshim RedForce,jng,16.02,16,2,11,0,jng,0.41557420999919553,-2.464841484619991,-1.2110331485829562,-0.27694183079250223,0.39122007150395244,0.02396418360182229
Willer,Kiwoom DRX,jng,16.02,16,2,13,0,jng,1.8645642212786913,-2.0179138455433483,0.3451070088811671,0.32129683911028717,0.1259928519321955,-0.12845701514782976
Canyon,Gen.G,jng,16.03,16,3,11,0,jng,2.919420176509438,-0.6340797816138951,0.17825987025789644,-0.12405790819815148,-0.20641103483212908,0.011758808606684846
Lucid,Dplus Kia,jng,16.03,16,3,21,0,jng,2.029318730108512,-1.0958450491294272,-0.586396053960375,0.5263025545980854,0.16197445508712346,0.04953043251061675
Oner,T1,jng,16.03,16,3,9,0,jng,1.6911283134098827,-1.648708835502021,0.7588292782278696,-0.136433732212309,0.8951600555074251,0.14918399505759558
Pyosik,DN SOOPers,jng,16.03,16,3,13,0,jng,3.4663879975110508,-0.5269999854033566,-0.22527339091914653,0.3072280560614711,0.15696367509148665,-0.16269577315259615
Raptor,BNK FEARX,jng,16.03,16,3,19,0,jng,0.5628838898412633,-1.9973103525374427,1.0358275738819045,0.017110777376706396,0.28055164471556365,-0.021511093531317815
Willer,Kiwoom DRX,jng,16.03,16,3,9,0,jng,-0.984169234683184,-2.852011197057672,-0.21840762204573475,-0.6693899300199493,0.06708665500110456,-0.02964669898876378
Canyon,Gen.G,jng,16.06,16,6,5,0,jng,1.1160759449499187,-0.33655323001076703,2.614196078236192,0.6026883625201559,0.22391140532651527,-0.083187460174028
Cuzz,KT Rolster,jng,16.06,16,6,5,0,jng,1.806545775847997,-0.23715930500289548,-0.6815018003768979,-0.4224510877331186,0.7910524421041415,-0.14252648690377298
GIDEON,HANJIN BRION,jng,16.06,16,6,4,0,jng,1.364688984671686,-0.23986857507605427,-2.729440990824122,0.2857573792939448,0.8889784590015046,0.07058706907051111
Kanavi,Hanwha Life Esports,jng,16.06,16,6,4,0,jng,-0.977662920109288,-1.8676448063676387,2.6729356198327454,-0.5440645293906864,0.5775433654562726,0.08832608527258162
Lucid,Dplus Kia,jng,16.06,16,6,4,0,jng,0.044832619045005954,-1.982726737307684,-1.3051680935892256,-0.12033170627241006,-0.1085332945064692,0.35733914439568765
Oner,T1,jng,16.06,16,6,4,0,jng,2.409271447531789,0.07848770941529784,-0.7805559818175338,1.3365590018530888,-0.06914632389560604,-0.4550977976911155
Pyosik,DN SOOPers,jng,16.06,16,6,4,0,jng,2.2259698725410755,-1.8611881184676995,0.9093492898771379,0.14339848981199538,-0.16235794160166245,0.21550976031561714
Raptor,BNK FEARX,jng,16.06,16,6,4,0,jng,-1.3405737158002669,-1.364396994349365,0.34405698602331053,-0.5790395733941899,0.3260592113287135,0.0012024186019682099
Sponge,Nongshim RedForce,jng,16.06,16,6,4,0,jng,3.7652044344218987,-0.9828221166476133,-0.975817369093292,0.22334900813504283,0.046882489273299306,0.3847498427790774
Willer,Kiwoom DRX,jng,16.06,16,6,4,0,jng,1.2549195052389797,-1.405292216837325,0.9462353804986011,0.1281631392485013,-0.5287546667171058,0.1480412002977343
Canyon,Gen.G,jng,16.07,16,7,8,0,jng,-0.4875007261394326,-2.3805709197772424,-0.6988831409509692,-0.4198355531919189,-0.15786403282858166,0.16057605104129177
Cuzz,KT Rolster,jng,16.07,16,7,9,0,jng,2.9064694755036284,-0.32189063991131706,0.9395683593727858,0.26873401470487474,-0.3839845102433663,0.011000832537148508
GIDEON,HANJIN BRION,jng,16.07,16,7,10,0,jng,2.118307717634679,-1.21283828371038,1.31028302206148,-0.06685071375595279,-0.2015910675949395,0.01612966754152976
Kanavi,Hanwha Life Esports,jng,16.07,16,7,9,0,jng,5.657431917312534,1.1192480666354954,1.8141713402496833,0.4906620402622461,0.621388625302654,0.06816611170959339
Lucid,Dplus Kia,jng,16.07,16,7,10,0,jng,1.6672344726411803,-0.881346179253249,-1.006493709683048,0.36977242606784133,0.32400754265368165,0.056926049025497916
Oner,T1,jng,16.07,16,7,8,0,jng,1.4631514746092096,-1.0097203784424815,0.5299268225604629,0.6953080224857298,-0.342100774835032,0.07942479411256206
Pyosik,DN SOOPers,jng,16.07,16,7,7,0,jng,-2.203885189059069,-3.262708373742755,-0.6006993044372495,-0.24577114109504955,0.5748038083655249,0.16402979243611196
Raptor,BNK FEARX,jng,16.07,16,7,9,0,jng,-0.06743122245472256,-1.6231181881364798,0.6644824766800127,-0.15627947360313393,0.5531564051051653,0.007816779169813666
Sponge,Nongshim RedForce,jng,16.07,16,7,9,0,jng,1.6374405924659716,-1.5302573993231567,0.0737183619159601,-0.24629024090912197,0.3579237577333146,0.14992344351533887
Willer,Kiwoom DRX,jng,16.07,16,7,9,0,jng,0.7439764453526788,-1.7462895999610022,-2.0095430097333558,0.3040356220076248,0.48035556716989086,0.023671320674544156
Canyon,Gen.G,jng,16.08,16,8,10,0,jng,1.030484971690845,-1.9912958817774602,-0.19834125169220176,0.005565901348335677,0.10053760600007933,0.1648228621763763
Cuzz,KT Rolster,jng,16.08,16,8,8,0,jng,2.050938871785502,-1.269869186084197,0.20281638074993102,-0.4347545906900411,0.8037139771305231,-0.15063950835544065
GIDEON,HANJIN BRION,jng,16.08,16,8,8,0,jng,2.1261423594605704,-1.2854726190689953,0.48446806954683097,0.07409577653317996,0.16698792466310142,-0.23272889379987693
Kanavi,Hanwha Life Esports,jng,16.08,16,8,10,0,jng,3.4813021299695617,-0.3776412061403066,-0.6749580556392556,0.5187258582534702,0.6279169712661179,-0.014343956077294617
Lucid,Dplus Kia,jng,16.08,16,8,9,0,jng,3.6485884720246315,-0.3853420467117497,-0.048035645247448445,-0.11051486301852602,0.012634435015234938,-0.005992857618280079
Oner,T1,jng,16.08,16,8,9,0,jng,1.3195081441728922,-1.0163795599493493,0.979438569312622,-0.05452112438951444,0.47938258760482694,0.1497071282089432
Pyosik,DN SOOPers,jng,16.08,16,8,8,0,jng,0.21991850032700425,-1.4368010701086178,-1.092338703919572,0.1520811968722126,0.4464810070526401,-0.1093166324757006
Raptor,BNK FEARX,jng,16.08,16,8,8,0,jng,-2.0581689898109556,-1.5907616458026987,0.671125930857314,0.26469923344095947,0.7039182501962614,0.1568507634847243
Sponge,Nongshim RedForce,jng,16.08,16,8,9,0,jng,-0.49782698356348515,-2.2078998935092318,2.0661757317333733,-0.0015847976332256512,0.5772486104141357,0.10790650863364855
Willer,Kiwoom DRX,jng,16.08,16,8,9,0,jng,2.6083227069298824,-0.6608550879051243,0.2658641896687408,0.922309887724704,0.08344274700073721,-0.15526907900174064
Bdd,KT Rolster,mid,14.01,14,1,16,0,mid,-0.2307762884185407,0.4126659131193616,-0.1720898352166969,0.14691458795282628,0.25350174846783874,0.2520779913777182
BuLLDoG,DN SOOPers,mid,14.01,14,1,13,0,mid,-2.4118727405696605,0.5341183495362886,-0.05087752055613249,-0.976890623098745,0.08616730533404132,0.26479510641223597
Callme,Nongshim RedForce,mid,14.01,14,1,13,0,mid,-1.500939338105269,-0.14821329950955323,0.1744357745927074,-1.209848388843265,0.03574826986186587,0.2246984697383842
Chovy,Gen.G,mid,14.01,14,1,14,0,mid,2.186414676760644,-0.10444829660897108,1.4858008419248228,0.5187724637503737,-0.12623387615488263,0.20179201242493847
Clozer,BNK FEARX,mid,14.01,14,1,14,0,mid,0.06852527906113808,0.056691467567322344,-0.18631046171005203,0.42944434575698004,0.07900659174309504,0.22497631691294392
Faker,T1,mid,14.01,14,1,14,0,mid,2.967885764688333,-1.4292506968395713,-0.044387030671336127,-0.49019231870731317,-0.32299446798823817,0.1937398409087837
Karis,HANJIN BRION,mid,14.01,14,1,13,0,mid,-0.8852093544344402,1.3211897518668254,-0.514734613461343,0.2178005303825334,-0.10866892020902277,0.025972771313946586
SeTab,DRX,mid,14.01,14,1,15,0,mid,-2.143314158441081,0.05037414141890626,-0.3128578239016375,-0.31559388568944363,0.17697141445455064,0.30147784483886814
ShowMaker,Dplus Kia,mid,14.01,14,1,14,0,mid,1.8046046466980266,0.25420984741437314,-0.5665718692872306,-0.26664566794186806,0.03694329525514467,-0.04627264091766532
Zeka,Hanwha Life Esports,mid,14.01,14,1,13,0,mid,1.0350194975078681,-0.15927217390615325,-0.13011170512121162,0.3592360239661511,0.1735458427059107,0.03424388334294914
Bdd,KT Rolster,mid,14.02,14,2,4,0,mid,0.23342292577211007,-0.6387276290281022,0.6211965428195861,0.3843599575366682,0.8939079295362995,0.42321277763416637
BuLLDoG,DN SOOPers,mid,14.02,14,2,5,0,mid,-0.6766427301247029,1.1150366293040754,0.18834870479588142,-1.0974216895215976,0.32642839452662437,0.021785982920197965
Callme,Nongshim RedForce,mid,14.02,14,2,4,0,mid,-1.5746926987573895,0.18339880236438658,-0.505672133420658,-0.5128938481248022,0.17191002709700554,0.48331247274597683
Chovy,Gen.G,mid,14.02,14,2,4,0,mid,2.5187407901131618,-0.27542630023201903,-1.6722929510603477,-0.1510744099728334,-0.35687404960390706,0.08128925775479073
Clozer,BNK FEARX,mid,14.02,14,2,5,0,mid,1.7098516418194416,1.372964349786017,-1.164686922479022,0.1736058486541976,0.284894232070093,0.45324634763815386
Faker,T1,mid,14.02,14,2,4,0,mid,1.5650680300493318,-0.014961142775175863,-0.8012721250473825,0.23513302807090836,0.030276612148472118,0.7839549141786176
Karis,HANJIN BRION,mid,14.02,14,2,4,0,mid,-1.8822494571374673,0.166454283952243,-1.0096169530867145,-1.2143843932863947,0.11630558677792902,0.12761062426543482
SeTab,DRX,mid,14.02,14,2,4,0,mid,-2.4063367340089026,0.1312277974770298,0.9610971193488377,-0.7466818518905761,-0.19161738735762546,0.6152185419043692
ShowMaker,Dplus Kia,mid,14.02,14,2,4,0,mid,1.0793930837475119,-1.2057762904011655,0.8039263854708975,-0.7079657632690544,-0.0478425896583858,0.502842200362035
Zeka,Hanwha Life Esports,mid,14.02,14,2,4,0,mid,-1.1424041215666925,-0.3319875092831932,0.34806427299495796,0.24862466723882845,0.7946697065493575,0.1460542623240783
Bdd,KT Rolster,mid,14.03,14,3,9,0,mid,0.5210649749167728,0.23506893146488317,-1.0036938518135732,-0.24004063408421977,0.17330196553481542,-0.1405055904816551
BuLLDoG,DN SOOPers,mid,14.03,14,3,11,0,mid,-0.5474238183944303,0.8017744457829722,0.36602742656552306,-0.10397385058908415,0.20941551306758374,-0.1069916824187058
Callme,Nongshim RedForce,mid,14.03,14,3,9,0,mid,0.07268807853687526,0.16437212982442181,-0.49621721882791514,-0.8315200367149589,-0.37892230908629404,0.005912231124604036
Chovy,Gen.G,mid,14.03,14,3,8,0,mid,2.6757534835091477,-0.6748471377578875,0.2308486949562826,0.41652734838742467,0.08722985233286183,0.08237088202172299
Clozer,BNK FEARX,mid,14.03,14,3,9,0,mid,-1.1573554988662746,1.293483214843625,-0.6119594414313032,-0.3338088367866011,0.15280203194977152,-0.08376706465956635
Faker,T1,mid,14.03,14,3,9,0,mid,1.2060794489430173,-0.3368733904865692,1.3796025607854712,-0.3561768218588946,0.07132553539495719,0.4519431905949372
Karis,HANJIN BRION,mid,14.03,14,3,10,0,mid,1.2879126127757092,1.0315143919777916,-0.332971049513809,0.22698043234460502,-0.0050218116554998455,0.044499712966302944
SeTab,DRX,mid,14.03,14,3,6,0,mid,-0.40867807471067175,0.5450721130623721,0.6667188733044653,-0.1972022215919316,-0.4535248488339703,0.0182072620137866
ShowMaker,Dplus Kia,mid,14.03,14,3,10,0,mid,-0.5017403192692295,1.0150085092685133,-0.01834190320179181,0.04424784062785035,0.3387215660691616,-0.019556531202116815
Zeka,Hanwha Life Esports,mid,14.03,14,3,9,0,mid,1.0042985263178041,0.6890747036212984,0.19591875481758472,1.3012207004871108,0.9098454884349608,0.11485164122937895
kyeahoo,DRX,mid,14.03,14,3,4,0,mid,0.26821326366844506,0.04129988489121941,-0.6893032117035113,-0.40228890130661626,0.023171492554355345,-0.516891831991484
Bdd,KT Rolster,mid,14.04,14,4,10,0,mid,1.686074757245038,-0.41502384915514523,0.3296568260014453,0.11445626173359318,0.144601827603764,0.09518546314989575
