playername,position,puuid,match_id
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8173378791
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8173349101
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8173304019
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8173253198
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8173193161
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172472166
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172445179
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172394338
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172346472
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172302217
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172215215
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8172141792
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8168524448
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8168467972
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8168433816
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8168383820
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8168329275
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8168274467
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8167313365
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8167274956
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8167246722
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8167207886
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8167141076
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8165250664
Canyon,jng,ysUV1TRC6NzrZQ3ksW4ErkNcgN5sC6wLYek7d4A210rhkt5z1QQ6CYvC4a27vYkANg0jsTt_3glQGA,KR_8165239169
Canyon,jng,urlMALCz0ba54uvGLUhG-591bpvUL3mEbYFIswlVsNpCVnvHs1Q_oJ9u1IpKoMA-MMZAwdrJiEIT8w,KR_7670739734
Canyon,jng,urlMALCz0ba54uvGLUhG-591bpvUL3mEbYFIswlVsNpCVnvHs1Q_oJ9u1IpKoMA-MMZAwdrJiEIT8w,KR_7670728043
